CO_POSICAO;SG_AREA;CO_ITEM;TX_GABARITO;CO_HABILIDADE;IN_ITEM_ABAN;TX_MOTIVO_ABAN;NU_PARAM_A;NU_PARAM_B;NU_PARAM_C;TX_COR;CO_PROVA;TP_LINGUA;IN_ITEM_ADAPTADO
134;CN;19227;B;14;0;;2.39928;1.65732;0.14967;CINZA;911;;
95;CN;54959;B;1;0;;2.15669;1.23172;0.29573;CINZA;911;;
98;CN;63600;B;15;0;;2.78598;1.12828;0.24608;CINZA;911;;
101;CN;117867;E;12;0;;2.57831;1.34841;0.19923;CINZA;911;;
118;CN;89864;C;17;0;;2.59028;1.66716;0.26726;CINZA;911;;
110;CN;60284;C;6;0;;1.89764;1.77374;0.22707;CINZA;911;;
112;CN;98020;B;8;0;;1.36007;1.79781;0.13996;CINZA;911;;
121;CN;81640;B;21;0;;1.7041;1.93672;0.18178;CINZA;911;;
120;CN;117627;C;2;0;;2.28165;0.59099;0.22224;CINZA;911;;
116;CN;48911;C;25;0;;1.98857;1.61387;0.29096;CINZA;911;;
97;CN;117843;A;27;0;;4.13911;0.76309;0.13487;CINZA;911;;
127;CN;88403;D;5;0;;2.9738;1.96749;0.12076;CINZA;911;;
115;CN;117898;B;3;0;;2.68999;0.6514;0.15907;CINZA;911;;
107;CN;117795;B;10;0;;3.24877;1.21839;0.09433;CINZA;911;;
129;CN;46813;D;18;0;;2.76737;1.53283;0.1128;CINZA;911;;
109;CN;117891;C;22;0;;0.81733;2.29106;0.15388;CINZA;911;;
105;CN;111544;A;22;0;;2.35776;1.39005;0.14902;CINZA;911;;
99;CN;12401;E;19;0;;1.83234;0.97623;0.19551;CINZA;911;;
114;CN;126594;A;9;0;;2.7664;0.51395;0.30712;CINZA;911;;
91;CN;97577;C;16;0;;1.73579;-0.23373;0.13306;CINZA;911;;
93;CN;87718;B;16;0;;3.29305;1.87858;0.17777;CINZA;911;;
108;CN;59907;A;20;0;;2.3659;2.02542;0.14126;CINZA;911;;
125;CN;85525;D;29;0;;0.49099;1.72446;0.02266;CINZA;911;;
92;CN;111546;D;23;0;;3.28052;1.65567;0.21068;CINZA;911;;
103;CN;68355;E;28;0;;1.89221;0.64628;0.16333;CINZA;911;;
133;CN;66339;E;24;0;;3.2481;1.38461;0.17112;CINZA;911;;
135;CN;111647;B;23;0;;2.72669;1.99105;0.20284;CINZA;911;;
96;CN;85781;C;20;0;;0.77238;3.24395;0.19069;CINZA;911;;
132;CN;85079;E;11;0;;0.92989;-0.72714;0.02105;CINZA;911;;
102;CN;63095;D;1;0;;3.01758;1.65693;0.15293;CINZA;911;;
120;CN;84331;A;19;0;;2.53465;2.4095;0.0954;ROSA;912;;
112;CN;81640;B;21;0;;1.7041;1.93672;0.18178;ROSA;912;;
123;CN;98020;B;8;0;;1.36007;1.79781;0.13996;ROSA;912;;
95;CN;117867;E;12;0;;2.57831;1.34841;0.19923;ROSA;912;;
109;CN;89864;C;17;0;;2.59028;1.66716;0.26726;ROSA;912;;
122;CN;84502;C;19;0;;2.1616;2.43316;0.3388;ROSA;912;;
125;CN;117891;C;22;0;;0.81733;2.29106;0.15388;ROSA;912;;
110;CN;111623;B;9;0;;2.5914;1.40589;0.13998;ROSA;912;;
133;CN;117795;B;10;0;;3.24877;1.21839;0.09433;ROSA;912;;
103;CN;85781;C;20;0;;0.77238;3.24395;0.19069;ROSA;912;;
132;CN;88260;E;7;0;;2.12286;1.66345;0.22982;ROSA;912;;
111;CN;117627;C;2;0;;2.28165;0.59099;0.22224;ROSA;912;;
124;CN;86378;D;30;1;Não permitiu a convergência do algoritmo de estimação da TRI;;;;ROSA;912;;
104;CN;117843;A;27;0;;4.13911;0.76309;0.13487;ROSA;912;;
135;CN;62293;B;5;0;;3.00296;1.17427;0.16918;ROSA;912;;
113;CN;78726;E;16;0;;1.27392;1.76469;0.13413;ROSA;912;;
98;CN;39279;B;4;0;;1.41618;0.30941;0.07884;ROSA;912;;
91;CN;14944;D;5;0;;1.20474;2.12158;0.23447;ROSA;912;;
118;CN;117980;C;6;0;;1.7383;1.40697;0.1367;ROSA;912;;
105;CN;63600;B;15;0;;2.78598;1.12828;0.24608;ROSA;912;;
99;CN;85079;E;11;0;;0.92989;-0.72714;0.02105;ROSA;912;;
119;CN;46813;D;18;0;;2.76737;1.53283;0.1128;ROSA;912;;
115;CN;85525;D;29;0;;0.49099;1.72446;0.02266;ROSA;912;;
116;CN;111664;A;13;0;;2.45876;0.44934;0.19743;ROSA;912;;
126;CN;60284;C;6;0;;1.89764;1.77374;0.22707;ROSA;912;;
131;CN;54959;B;1;0;;2.15669;1.23172;0.29573;ROSA;912;;
92;CN;126594;A;9;0;;2.7664;0.51395;0.30712;ROSA;912;;
128;CN;111546;D;23;0;;3.28052;1.65567;0.21068;ROSA;912;;
114;CN;82265;C;8;0;;2.63278;0.67271;0.32905;ROSA;912;;
93;CN;117898;B;3;0;;2.68999;0.6514;0.15907;ROSA;912;;
127;CN;97577;C;16;0;;1.73579;-0.23373;0.13306;ROSA;912;;
117;CN;88403;D;5;0;;2.9738;1.96749;0.12076;ROSA;912;;
130;CN;54019;B;24;0;;3.87694;1.86924;0.19867;ROSA;912;;
108;CN;98108;D;3;0;;2.76968;0.71695;0.24269;ROSA;912;;
100;CN;66339;E;24;0;;3.2481;1.38461;0.17112;ROSA;912;;
101;CN;19227;B;14;0;;2.39928;1.65732;0.14967;ROSA;912;;
107;CN;111498;D;14;0;;0.7292;3.81485;0.10881;ROSA;912;;
121;CN;111544;A;22;0;;2.35776;1.39005;0.14902;ROSA;912;;
102;CN;111647;B;23;0;;2.72669;1.99105;0.20284;ROSA;912;;
106;CN;12401;E;19;0;;1.83234;0.97623;0.19551;ROSA;912;;
94;CN;48911;C;25;0;;1.98857;1.61387;0.29096;ROSA;912;;
97;CN;68355;E;28;0;;1.89221;0.64628;0.16333;ROSA;912;;
134;CN;59907;A;20;0;;2.3659;2.02542;0.14126;ROSA;912;;
96;CN;63095;D;1;0;;3.01758;1.65693;0.15293;ROSA;912;;
129;CN;87718;B;16;0;;3.29305;1.87858;0.17777;ROSA;912;;
134;CN;63095;D;1;0;;3.01758;1.65693;0.15293;AMARELA;913;;
109;CN;98020;B;8;0;;1.36007;1.79781;0.13996;AMARELA;913;;
119;CN;88260;E;7;0;;2.12286;1.66345;0.22982;AMARELA;913;;
116;CN;98108;D;3;0;;2.76968;0.71695;0.24269;AMARELA;913;;
97;CN;87718;B;16;0;;3.29305;1.87858;0.17777;AMARELA;913;;
124;CN;66339;E;24;0;;3.2481;1.38461;0.17112;AMARELA;913;;
126;CN;111647;B;23;0;;2.72669;1.99105;0.20284;AMARELA;913;;
107;CN;81640;B;21;0;;1.7041;1.93672;0.18178;AMARELA;913;;
98;CN;54019;B;24;0;;3.87694;1.86924;0.19867;AMARELA;913;;
92;CN;88403;D;5;0;;2.9738;1.96749;0.12076;AMARELA;913;;
121;CN;59907;A;20;0;;2.3659;2.02542;0.14126;AMARELA;913;;
108;CN;84502;C;19;0;;2.1616;2.43316;0.3388;AMARELA;913;;
115;CN;111544;A;22;0;;2.35776;1.39005;0.14902;AMARELA;913;;
106;CN;117627;C;2;0;;2.28165;0.59099;0.22224;AMARELA;913;;
91;CN;111664;A;13;0;;2.45876;0.44934;0.19743;AMARELA;913;;
101;CN;82265;C;8;0;;2.63278;0.67271;0.32905;AMARELA;913;;
103;CN;117891;C;22;0;;0.81733;2.29106;0.15388;AMARELA;913;;
102;CN;85525;D;29;0;;0.49099;1.72446;0.02266;AMARELA;913;;
111;CN;126594;A;9;0;;2.7664;0.51395;0.30712;AMARELA;913;;
122;CN;39279;B;4;0;;1.41618;0.30941;0.07884;AMARELA;913;;
95;CN;97577;C;16;0;;1.73579;-0.23373;0.13306;AMARELA;913;;
125;CN;19227;B;14;0;;2.39928;1.65732;0.14967;AMARELA;913;;
128;CN;85781;C;20;0;;0.77238;3.24395;0.19069;AMARELA;913;;
118;CN;111623;B;9;0;;2.5914;1.40589;0.13998;AMARELA;913;;
135;CN;68355;E;28;0;;1.89221;0.64628;0.16333;AMARELA;913;;
132;CN;111498;D;14;0;;0.7292;3.81485;0.10881;AMARELA;913;;
94;CN;46813;D;18;0;;2.76737;1.53283;0.1128;AMARELA;913;;
120;CN;117795;B;10;0;;3.24877;1.21839;0.09433;AMARELA;913;;
133;CN;117867;E;12;0;;2.57831;1.34841;0.19923;AMARELA;913;;
117;CN;89864;C;17;0;;2.59028;1.66716;0.26726;AMARELA;913;;
113;CN;48911;C;25;0;;1.98857;1.61387;0.29096;AMARELA;913;;
114;CN;84331;A;19;0;;2.53465;2.4095;0.0954;AMARELA;913;;
99;CN;54959;B;1;0;;2.15669;1.23172;0.29573;AMARELA;913;;
96;CN;111546;D;23;0;;3.28052;1.65567;0.21068;AMARELA;913;;
110;CN;86378;D;30;1;Não permitiu a convergência do algoritmo de estimação da TRI;;;;AMARELA;913;;
104;CN;60284;C;6;0;;1.89764;1.77374;0.22707;AMARELA;913;;
127;CN;62293;B;5;0;;3.00296;1.17427;0.16918;AMARELA;913;;
131;CN;12401;E;19;0;;1.83234;0.97623;0.19551;AMARELA;913;;
100;CN;78726;E;16;0;;1.27392;1.76469;0.13413;AMARELA;913;;
105;CN;14944;D;5;0;;1.20474;2.12158;0.23447;AMARELA;913;;
130;CN;63600;B;15;0;;2.78598;1.12828;0.24608;AMARELA;913;;
129;CN;117843;A;27;0;;4.13911;0.76309;0.13487;AMARELA;913;;
123;CN;85079;E;11;0;;0.92989;-0.72714;0.02105;AMARELA;913;;
112;CN;117898;B;3;0;;2.68999;0.6514;0.15907;AMARELA;913;;
93;CN;117980;C;6;0;;1.7383;1.40697;0.1367;AMARELA;913;;
121;CN;59907;A;20;0;;2.3659;2.02542;0.14126;AMARELA;914;;
95;CN;97577;C;16;0;;1.73579;-0.23373;0.13306;AMARELA;914;;
131;CN;12401;E;19;0;;1.83234;0.97623;0.19551;AMARELA;914;;
118;CN;111623;B;9;0;;2.5914;1.40589;0.13998;AMARELA;914;;
103;CN;117891;C;22;0;;0.81733;2.29106;0.15388;AMARELA;914;;
123;CN;85079;E;11;0;;0.92989;-0.72714;0.02105;AMARELA;914;;
104;CN;60284;C;6;0;;1.89764;1.77374;0.22707;AMARELA;914;;
113;CN;48911;C;25;0;;1.98857;1.61387;0.29096;AMARELA;914;;
135;CN;68355;E;28;0;;1.89221;0.64628;0.16333;AMARELA;914;;
124;CN;66339;E;24;0;;3.2481;1.38461;0.17112;AMARELA;914;;
119;CN;88260;E;7;0;;2.12286;1.66345;0.22982;AMARELA;914;;
109;CN;98020;B;8;0;;1.36007;1.79781;0.13996;AMARELA;914;;
106;CN;117627;C;2;0;;2.28165;0.59099;0.22224;AMARELA;914;;
107;CN;81640;B;21;0;;1.7041;1.93672;0.18178;AMARELA;914;;
105;CN;14944;D;5;0;;1.20474;2.12158;0.23447;AMARELA;914;;
101;CN;82265;C;8;0;;2.63278;0.67271;0.32905;AMARELA;914;;
114;CN;84331;A;19;0;;2.53465;2.4095;0.0954;AMARELA;914;;
111;CN;126594;A;9;0;;2.7664;0.51395;0.30712;AMARELA;914;;
126;CN;111647;B;23;0;;2.72669;1.99105;0.20284;AMARELA;914;;
99;CN;54959;B;1;0;;2.15669;1.23172;0.29573;AMARELA;914;;
102;CN;85525;D;29;0;;0.49099;1.72446;0.02266;AMARELA;914;;
94;CN;46813;D;18;0;;2.76737;1.53283;0.1128;AMARELA;914;;
122;CN;39279;B;4;0;;1.41618;0.30941;0.07884;AMARELA;914;;
108;CN;84502;C;19;0;;2.1616;2.43316;0.3388;AMARELA;914;;
97;CN;87718;B;16;0;;3.29305;1.87858;0.17777;AMARELA;914;;
92;CN;88403;D;5;0;;2.9738;1.96749;0.12076;AMARELA;914;;
125;CN;19227;B;14;0;;2.39928;1.65732;0.14967;AMARELA;914;;
130;CN;63600;B;15;0;;2.78598;1.12828;0.24608;AMARELA;914;;
127;CN;62293;B;5;0;;3.00296;1.17427;0.16918;AMARELA;914;;
133;CN;117867;E;12;0;;2.57831;1.34841;0.19923;AMARELA;914;;
98;CN;54019;B;24;0;;3.87694;1.86924;0.19867;AMARELA;914;;
91;CN;111664;A;13;0;;2.45876;0.44934;0.19743;AMARELA;914;;
93;CN;117980;C;6;0;;1.7383;1.40697;0.1367;AMARELA;914;;
132;CN;111498;D;14;0;;0.7292;3.81485;0.10881;AMARELA;914;;
112;CN;117898;B;3;0;;2.68999;0.6514;0.15907;AMARELA;914;;
129;CN;117843;A;27;0;;4.13911;0.76309;0.13487;AMARELA;914;;
96;CN;111546;D;23;0;;3.28052;1.65567;0.21068;AMARELA;914;;
117;CN;89864;C;17;0;;2.59028;1.66716;0.26726;AMARELA;914;;
116;CN;98108;D;3;0;;2.76968;0.71695;0.24269;AMARELA;914;;
100;CN;78726;E;16;0;;1.27392;1.76469;0.13413;AMARELA;914;;
134;CN;63095;D;1;0;;3.01758;1.65693;0.15293;AMARELA;914;;
128;CN;85781;C;20;0;;0.77238;3.24395;0.19069;AMARELA;914;;
120;CN;117795;B;10;0;;3.24877;1.21839;0.09433;AMARELA;914;;
110;CN;86378;D;30;1;Não permitiu a convergência do algoritmo de estimação da TRI;;;;AMARELA;914;;
115;CN;111544;A;22;0;;2.35776;1.39005;0.14902;AMARELA;914;;
107;CN;81640;B;21;0;;1.7041;1.93672;0.18178;LARANJA;915;;1
135;CN;68355;E;28;0;;1.89221;0.64628;0.16333;LARANJA;915;;1
96;CN;111546;D;23;0;;3.28052;1.65567;0.21068;LARANJA;915;;1
131;CN;12401;E;19;0;;1.83234;0.97623;0.19551;LARANJA;915;;1
126;CN;111647;B;23;0;;2.72669;1.99105;0.20284;LARANJA;915;;1
99;CN;63806;B;18;0;;2.76753;1.0015;0.14193;LARANJA;915;;1
123;CN;85079;E;11;0;;0.92989;-0.72714;0.02105;LARANJA;915;;1
109;CN;98020;B;8;0;;1.36007;1.79781;0.13996;LARANJA;915;;1
101;CN;82265;C;8;0;;2.63278;0.67271;0.32905;LARANJA;915;;1
114;CN;84331;A;19;0;;2.53465;2.4095;0.0954;LARANJA;915;;1
125;CN;19227;B;14;0;;2.39928;1.65732;0.14967;LARANJA;915;;1
120;CN;117795;B;10;0;;3.24877;1.21839;0.09433;LARANJA;915;;1
124;CN;66339;E;24;0;;3.2481;1.38461;0.17112;LARANJA;915;;1
94;CN;61725;D;8;0;;2.74396;2.11943;0.04965;LARANJA;915;;1
95;CN;97577;C;16;0;;1.73579;-0.23373;0.13306;LARANJA;915;;1
121;CN;59907;A;20;0;;2.3659;2.02542;0.14126;LARANJA;915;;1
104;CN;60284;C;6;0;;1.89764;1.77374;0.22707;LARANJA;915;;1
134;CN;63095;D;1;0;;3.01758;1.65693;0.15293;LARANJA;915;;1
103;CN;67416;C;10;0;;1.20977;0.05514;0.21406;LARANJA;915;;1
110;CN;86378;D;30;1;Não permitiu a convergência do algoritmo de estimação da TRI;;;;LARANJA;915;;1
118;CN;111623;B;9;0;;2.5914;1.40589;0.13998;LARANJA;915;;1
92;CN;88403;D;5;0;;2.9738;1.96749;0.12076;LARANJA;915;;1
122;CN;39279;B;4;0;;1.41618;0.30941;0.07884;LARANJA;915;;1
115;CN;95505;A;10;0;;1.70273;-0.0102;0.20744;LARANJA;915;;1
93;CN;117980;C;6;0;;1.7383;1.40697;0.1367;LARANJA;915;;1
106;CN;82401;C;2;0;;2.1999;1.14292;0.2572;LARANJA;915;;1
116;CN;98108;D;3;0;;2.76968;0.71695;0.24269;LARANJA;915;;1
128;CN;24000;C;28;0;;2.45118;1.21723;0.21299;LARANJA;915;;1
112;CN;117898;B;3;0;;2.68999;0.6514;0.15907;LARANJA;915;;1
127;CN;117830;B;5;0;;2.47865;2.07515;0.26191;LARANJA;915;;1
130;CN;63600;B;15;0;;2.78598;1.12828;0.24608;LARANJA;915;;1
102;CN;85525;D;29;0;;0.49099;1.72446;0.02266;LARANJA;915;;1
100;CN;78726;E;16;0;;1.27392;1.76469;0.13413;LARANJA;915;;1
129;CN;117843;A;27;0;;4.13911;0.76309;0.13487;LARANJA;915;;1
108;CN;31664;C;25;0;;1.51329;2.36189;0.2436;LARANJA;915;;1
119;CN;88260;E;7;0;;2.12286;1.66345;0.22982;LARANJA;915;;1
132;CN;111498;D;14;0;;0.7292;3.81485;0.10881;LARANJA;915;;1
97;CN;87718;B;16;0;;3.29305;1.87858;0.17777;LARANJA;915;;1
91;CN;111664;A;13;0;;2.45876;0.44934;0.19743;LARANJA;915;;1
117;CN;89864;C;17;0;;2.59028;1.66716;0.26726;LARANJA;915;;1
105;CN;66312;D;5;0;;2.62498;1.92724;0.14478;LARANJA;915;;1
113;CN;48911;C;25;0;;1.98857;1.61387;0.29096;LARANJA;915;;1
98;CN;54019;B;24;0;;3.87694;1.86924;0.19867;LARANJA;915;;1
133;CN;117867;E;12;0;;2.57831;1.34841;0.19923;LARANJA;915;;1
111;CN;126594;A;9;0;;2.7664;0.51395;0.30712;LARANJA;915;;1
107;CN;81640;B;21;0;;1.7041;1.93672;0.18178;LARANJA;916;;1
115;CN;95505;A;10;0;;1.70273;-0.0102;0.20744;LARANJA;916;;1
130;CN;63600;B;15;0;;2.78598;1.12828;0.24608;LARANJA;916;;1
134;CN;63095;D;1;0;;3.01758;1.65693;0.15293;LARANJA;916;;1
119;CN;88260;E;7;0;;2.12286;1.66345;0.22982;LARANJA;916;;1
124;CN;66339;E;24;0;;3.2481;1.38461;0.17112;LARANJA;916;;1
125;CN;19227;B;14;0;;2.39928;1.65732;0.14967;LARANJA;916;;1
104;CN;60284;C;6;0;;1.89764;1.77374;0.22707;LARANJA;916;;1
100;CN;78726;E;16;0;;1.27392;1.76469;0.13413;LARANJA;916;;1
118;CN;111623;B;9;0;;2.5914;1.40589;0.13998;LARANJA;916;;1
101;CN;82265;C;8;0;;2.63278;0.67271;0.32905;LARANJA;916;;1
110;CN;86378;D;30;1;Não permitiu a convergência do algoritmo de estimação da TRI;;;;LARANJA;916;;1
131;CN;12401;E;19;0;;1.83234;0.97623;0.19551;LARANJA;916;;1
132;CN;111498;D;14;0;;0.7292;3.81485;0.10881;LARANJA;916;;1
135;CN;68355;E;28;0;;1.89221;0.64628;0.16333;LARANJA;916;;1
109;CN;98020;B;8;0;;1.36007;1.79781;0.13996;LARANJA;916;;1
108;CN;31664;C;25;0;;1.51329;2.36189;0.2436;LARANJA;916;;1
111;CN;126594;A;9;0;;2.7664;0.51395;0.30712;LARANJA;916;;1
122;CN;39279;B;4;0;;1.41618;0.30941;0.07884;LARANJA;916;;1
113;CN;48911;C;25;0;;1.98857;1.61387;0.29096;LARANJA;916;;1
112;CN;117898;B;3;0;;2.68999;0.6514;0.15907;LARANJA;916;;1
120;CN;117795;B;10;0;;3.24877;1.21839;0.09433;LARANJA;916;;1
114;CN;84331;A;19;0;;2.53465;2.4095;0.0954;LARANJA;916;;1
127;CN;117830;B;5;0;;2.47865;2.07515;0.26191;LARANJA;916;;1
123;CN;85079;E;11;0;;0.92989;-0.72714;0.02105;LARANJA;916;;1
128;CN;24000;C;28;0;;2.45118;1.21723;0.21299;LARANJA;916;;1
