CO_POSICAO;SG_AREA;CO_ITEM;TX_GABARITO;CO_HABILIDADE;IN_ITEM_ABAN;TX_MOTIVO_ABAN;NU_PARAM_A;NU_PARAM_B;NU_PARAM_C;TX_COR;CO_PROVA;TP_LINGUA
130;LC;71563;A;25;0;;3.2395;0.14981;0.22707;Amarelo;125;
130;LC;71563;A;25;0;;3.2395;0.14981;0.22707;Rosa;128;
16;CH;71584;A;8;0;;1.86075;0.39947;0.3565;Branco;119;
45;CH;71584;A;8;0;;1.86075;0.39947;0.3565;Azul;117;
45;CH;71584;A;8;0;;1.86075;0.39947;0.3565;Amarelo;118;
16;CH;71584;A;8;0;;1.86075;0.39947;0.3565;Rosa;120;
85;CN;71603;B;10;0;;2.29778;-0.36102;0.15245;Azul;121;
86;CN;71603;B;10;0;;2.29778;-0.36102;0.15245;Amarelo;122;
85;CN;71603;B;10;0;;2.29778;-0.36102;0.15245;Rosa;124;
82;CN;71603;B;10;0;;2.29778;-0.36102;0.15245;Branco;123;
178;MT;71636;C;17;0;;3.03092;2.35596;0.17;Amarelo;129;
173;MT;71636;C;17;0;;3.03092;2.35596;0.17;Rosa;132;
177;MT;71636;C;17;0;;3.03092;2.35596;0.17;Azul;131;
175;MT;71636;C;17;0;;3.03092;2.35596;0.17;Cinza;130;
140;MT;71641;B;3;0;;2.1048;1.83073;0.18274;Cinza;136;
142;MT;71642;C;13;0;;1.80059;1.4011;0.1643;Amarelo;129;
140;MT;71642;C;13;0;;1.80059;1.4011;0.1643;Azul;131;
146;MT;71642;C;13;0;;1.80059;1.4011;0.1643;Rosa;132;
142;MT;71642;C;13;0;;1.80059;1.4011;0.1643;Cinza;130;
139;MT;71649;E;5;0;;2.41492;0.28863;0.31102;Cinza;130;
138;MT;71649;E;5;0;;2.41492;0.28863;0.31102;Amarelo;129;
137;MT;71649;E;5;0;;2.41492;0.28863;0.31102;Rosa;132;
136;MT;71649;E;5;0;;2.41492;0.28863;0.31102;Azul;131;
91;LC;71697;E;5;0;;2.4867;0.70119;0.11027;Cinza;126;0
92;LC;71697;E;5;0;;2.4867;0.70119;0.11027;Amarelo;125;0
92;LC;71697;E;5;0;;2.4867;0.70119;0.11027;Rosa;128;0
91;LC;71697;E;5;0;;2.4867;0.70119;0.11027;Azul;127;0
88;CN;71700;A;10;0;;2.32558;0.13736;0.22295;Branco;123;
90;CN;71700;A;10;0;;2.32558;0.13736;0.22295;Azul;121;
89;CN;71700;A;10;0;;2.32558;0.13736;0.22295;Amarelo;122;
88;CN;71700;A;10;0;;2.32558;0.13736;0.22295;Rosa;124;
133;LC;71724;E;29;0;;2.45232;0.65913;0.28468;Cinza;126;
135;LC;71724;E;29;0;;2.45232;0.65913;0.28468;Azul;127;
133;LC;71724;E;29;0;;2.45232;0.65913;0.28468;Rosa;128;
135;LC;71724;E;29;0;;2.45232;0.65913;0.28468;Amarelo;125;
3;CH;71745;E;13;0;;1.981;0.29799;0.14845;Azul;117;
2;CH;71745;E;13;0;;1.981;0.29799;0.14845;Rosa;120;
1;CH;71745;E;13;0;;1.981;0.29799;0.14845;Amarelo;118;
2;CH;71745;E;13;0;;1.981;0.29799;0.14845;Branco;119;
120;LC;71746;A;19;0;;2.86009;0.2211;0.25342;Azul;127;
117;LC;71746;A;19;0;;2.86009;0.2211;0.25342;Amarelo;125;
121;LC;71746;A;19;0;;2.86009;0.2211;0.25342;Rosa;128;
120;LC;71746;A;19;0;;2.86009;0.2211;0.25342;Cinza;126;
124;LC;71762;E;2;0;;0.94087;0.88261;0.1707;Cinza;135;
49;CN;71802;A;17;0;;1.36679;-0.46614;0.22207;Branco;133;
88;CN;71816;A;3;0;;3.09728;0.6031;0.25936;Branco;133;
162;MT;71832;B;25;0;;1.94736;2.51656;0.17967;Rosa;132;
156;MT;71832;B;25;0;;1.94736;2.51656;0.17967;Amarelo;129;
158;MT;71832;B;25;0;;1.94736;2.51656;0.17967;Azul;131;
156;MT;71832;B;25;0;;1.94736;2.51656;0.17967;Cinza;130;
172;MT;71837;C;27;0;;1.04193;1.66502;0.09553;Cinza;136;
126;LC;71848;D;24;0;;2.70035;2.03674;0.16129;Cinza;126;
122;LC;71848;D;24;0;;2.70035;2.03674;0.16129;Azul;127;
123;LC;71848;D;24;0;;2.70035;2.03674;0.16129;Amarelo;125;
126;LC;71848;D;24;0;;2.70035;2.03674;0.16129;Rosa;128;
123;LC;71853;A;23;0;;2.5709;0.52277;0.20592;Azul;127;
122;LC;71853;A;23;0;;2.5709;0.52277;0.20592;Amarelo;125;
127;LC;71853;A;23;0;;2.5709;0.52277;0.20592;Rosa;128;
125;LC;71853;A;23;0;;2.5709;0.52277;0.20592;Cinza;126;
180;MT;71864;D;15;0;;2.00926;1.20709;0.19016;Amarelo;129;
174;MT;71864;D;15;0;;2.00926;1.20709;0.19016;Rosa;132;
179;MT;71864;D;15;0;;2.00926;1.20709;0.19016;Azul;131;
173;MT;71864;D;15;0;;2.00926;1.20709;0.19016;Cinza;130;
34;CH;71877;D;7;0;;2.86476;0.81111;0.18059;Rosa;120;
37;CH;71877;D;7;0;;2.86476;0.81111;0.18059;Amarelo;118;
39;CH;71877;D;7;0;;2.86476;0.81111;0.18059;Azul;117;
39;CH;71877;D;7;0;;2.86476;0.81111;0.18059;Branco;119;
131;LC;71925;B;27;0;;2.49678;1.89997;0.1751;Cinza;126;
129;LC;71925;B;27;0;;2.49678;1.89997;0.1751;Azul;127;
132;LC;71925;B;27;0;;2.49678;1.89997;0.1751;Amarelo;125;
129;LC;71925;B;27;0;;2.49678;1.89997;0.1751;Rosa;128;
136;MT;71934;D;3;0;;1.97535;0.60574;0.10768;Cinza;136;
61;CN;71953;B;9;0;;2.79887;1.91559;0.11365;Amarelo;122;
59;CN;71953;B;9;0;;2.79887;1.91559;0.11365;Rosa;124;
62;CN;71953;B;9;0;;2.79887;1.91559;0.11365;Azul;121;
60;CN;71953;B;9;0;;2.79887;1.91559;0.11365;Branco;123;
51;CN;71969;D;17;0;;1.39784;3.05693;0.12168;Branco;133;
50;CN;71976;C;23;0;;2.94675;1.84632;0.05897;Amarelo;122;
49;CN;71976;C;23;0;;2.94675;1.84632;0.05897;Branco;123;
48;CN;71976;C;23;0;;2.94675;1.84632;0.05897;Rosa;124;
50;CN;71976;C;23;0;;2.94675;1.84632;0.05897;Azul;121;
123;LC;71988;C;22;0;;3.84388;-0.05869;0.2087;Cinza;135;
133;LC;72011;E;10;0;;1.77005;-0.01261;0.13218;Azul;127;
134;LC;72011;E;10;0;;1.77005;-0.01261;0.13218;Amarelo;125;
134;LC;72011;E;10;0;;1.77005;-0.01261;0.13218;Rosa;128;
135;LC;72011;E;10;0;;1.77005;-0.01261;0.13218;Cinza;126;
162;MT;72028;C;3;0;;2.27622;2.37639;0.23999;Amarelo;129;
157;MT;72028;C;3;0;;2.27622;2.37639;0.23999;Rosa;132;
160;MT;72028;C;3;0;;2.27622;2.37639;0.23999;Azul;131;
161;MT;72028;C;3;0;;2.27622;2.37639;0.23999;Cinza;130;
115;LC;72040;E;19;0;;3.08747;0.06931;0.13973;Cinza;135;
176;MT;72041;C;9;0;;1.63181;1.95549;0.17188;Cinza;136;
145;MT;72045;E;17;0;;2.69266;1.52176;0.11563;Amarelo;129;
145;MT;72045;E;17;0;;2.69266;1.52176;0.11563;Azul;131;
144;MT;72045;E;17;0;;2.69266;1.52176;0.11563;Rosa;132;
140;MT;72045;E;17;0;;2.69266;1.52176;0.11563;Cinza;130;
137;MT;72052;B;10;0;;2.23008;0.55451;0.27798;Cinza;130;
136;MT;72052;B;10;0;;2.23008;0.55451;0.27798;Amarelo;129;
139;MT;72052;B;10;0;;2.23008;0.55451;0.27798;Rosa;132;
138;MT;72052;B;10;0;;2.23008;0.55451;0.27798;Azul;131;
150;MT;72056;C;27;0;;2.29585;0.9001;0.15579;Amarelo;129;
151;MT;72056;C;27;0;;2.29585;0.9001;0.15579;Rosa;132;
154;MT;72056;C;27;0;;2.29585;0.9001;0.15579;Azul;131;
153;MT;72056;C;27;0;;2.29585;0.9001;0.15579;Cinza;130;
18;CH;72064;C;14;0;;1.38657;0.3263;0.08843;Branco;134;
15;CH;72089;B;24;0;;2.39403;1.87033;0.20668;Branco;134;
38;CH;72102;D;10;0;;1.84569;1.17157;0.13745;Rosa;120;
35;CH;72102;D;10;0;;1.84569;1.17157;0.13745;Amarelo;118;
34;CH;72102;D;10;0;;1.84569;1.17157;0.13745;Azul;117;
34;CH;72102;D;10;0;;1.84569;1.17157;0.13745;Branco;119;
175;MT;72108;C;11;0;;2.48703;1.73878;0.23381;Cinza;136;
141;MT;72124;C;10;0;;2.21598;1.31369;0.1587;Amarelo;129;
143;MT;72124;C;10;0;;2.21598;1.31369;0.1587;Rosa;132;
148;MT;72124;C;10;0;;2.21598;1.31369;0.1587;Azul;131;
148;MT;72124;C;10;0;;2.21598;1.31369;0.1587;Cinza;130;
147;MT;72128;E;5;0;;3.45373;1.09169;0.09278;Cinza;136;
170;MT;72138;E;25;0;;3.20512;1.64862;0.09406;Cinza;136;
156;MT;72156;A;17;0;;1.50909;2.79058;0.12065;Cinza;136;
58;CN;72158;C;1;0;;2.43323;1.01693;0.19322;Branco;133;
53;CN;72204;B;2;0;;1.58646;1.13389;0.14651;Amarelo;122;
57;CN;72204;B;2;0;;1.58646;1.13389;0.14651;Rosa;124;
52;CN;72204;B;2;0;;1.58646;1.13389;0.14651;Azul;121;
54;CN;72204;B;2;0;;1.58646;1.13389;0.14651;Branco;123;
39;CH;72213;D;22;0;;1.38051;1.10257;0.22227;Branco;134;
70;CN;72236;D;30;0;;1.2932;1.3179;0.17814;Branco;133;
44;CH;72253;D;22;1;Não permitiu a convergência do algoritmo de estimação da TRI;;;;Branco;134;
32;CH;72257;A;18;0;;1.62427;-0.60015;0.3426;Rosa;120;
31;CH;72257;A;18;0;;1.62427;-0.60015;0.3426;Amarelo;118;
33;CH;72257;A;18;0;;1.62427;-0.60015;0.3426;Azul;117;
33;CH;72257;A;18;0;;1.62427;-0.60015;0.3426;Branco;119;
23;CH;72260;B;11;0;;1.21648;0.85987;0.12039;Branco;134;
25;CH;72272;D;25;0;;1.99675;-0.59551;0.1232;Branco;134;
59;CN;72283;C;1;0;;1.09066;2.46768;0.20776;Branco;133;
135;LC;72291;B;4;0;;1.75371;-0.159;0.08547;Cinza;135;
150;MT;72303;C;12;0;;2.12284;1.59655;0.15959;Cinza;136;
64;CN;72346;B;19;0;;0.88285;2.97203;0.17322;Branco;133;
8;CH;72383;D;13;0;;1.46343;0.63527;0.08852;Branco;134;
30;CH;72393;D;27;0;;1.41227;-0.79401;0.11962;Rosa;120;
29;CH;72393;D;27;0;;1.41227;-0.79401;0.11962;Amarelo;118;
28;CH;72393;D;27;0;;1.41227;-0.79401;0.11962;Azul;117;
28;CH;72393;D;27;0;;1.41227;-0.79401;0.11962;Branco;119;
11;CH;72395;D;27;0;;2.0529;0.72179;0.11112;Branco;134;
118;LC;72405;D;20;0;;3.65167;0.15597;0.1502;Cinza;135;
151;MT;72421;A;30;1;Não permitiu a convergência do algoritmo de estimação da TRI;;;;Cinza;136;
113;LC;72426;A;19;0;;1.4037;0.16576;0.06382;Cinza;135;
84;CN;72446;B;4;0;;1.07305;1.18079;0.14713;Branco;133;
85;CN;72471;A;20;0;;3.29576;1.12034;0.21339;Branco;133;
128;LC;72514;C;28;0;;4.12082;-0.20207;0.15507;Cinza;135;
62;CN;72528;A;18;0;;2.54705;2.01488;0.12485;Branco;133;
57;CN;72572;A;8;0;;1.28549;1.77284;0.18055;Branco;133;
126;LC;72581;C;22;0;;2.16628;0.92225;0.12475;Azul;127;
125;LC;72581;C;22;0;;2.16628;0.92225;0.12475;Amarelo;125;
122;LC;72581;C;22;0;;2.16628;0.92225;0.12475;Rosa;128;
123;LC;72581;C;22;0;;2.16628;0.92225;0.12475;Cinza;126;
40;CH;72589;A;16;0;;4.36383;1.16894;0.19635;Branco;134;
144;MT;72599;E;7;1;Não permitiu a convergência do algoritmo de estimação da TRI;;;;Cinza;136;
116;LC;72629;A;16;0;;1.47892;0.83353;0.19512;Cinza;135;
177;MT;72644;C;25;0;;1.65137;0.45335;0.2265;Cinza;130;
172;MT;72644;C;25;0;;1.65137;0.45335;0.2265;Amarelo;129;
179;MT;72644;C;25;0;;1.65137;0.45335;0.2265;Rosa;132;
175;MT;72644;C;25;0;;1.65137;0.45335;0.2265;Azul;131;
155;MT;72656;B;18;1;Não permitiu a convergência do algoritmo de estimação da TRI;;;;Cinza;136;
9;CH;72658;D;30;0;;1.84299;0.18821;0.16329;Branco;134;
24;CH;72664;E;21;1;Não permitiu a convergência do algoritmo de estimação da TRI;;;;Branco;134;
63;CN;72671;A;14;0;;0.89672;0.49681;0.06815;Branco;133;
138;MT;72676;E;21;0;;2.96492;2.02812;0.0738;Cinza;130;
139;MT;72676;E;21;0;;2.96492;2.02812;0.0738;Amarelo;129;
136;MT;72676;E;21;0;;2.96492;2.02812;0.0738;Rosa;132;
137;MT;72676;E;21;0;;2.96492;2.02812;0.0738;Azul;131;
37;CH;72684;B;23;0;;1.38351;1.1628;0.141;Branco;134;
165;MT;72687;D;28;0;;2.45814;2.11927;0.18911;Amarelo;129;
169;MT;72687;D;28;0;;2.45814;2.11927;0.18911;Rosa;132;
171;MT;72687;D;28;0;;2.45814;2.11927;0.18911;Azul;131;
170;MT;72687;D;28;0;;2.45814;2.11927;0.18911;Cinza;130;
132;LC;72714;B;27;0;;5.15909;0.93146;0.23355;Cinza;135;
74;CN;72770;A;24;0;;1.53065;1.43777;0.18479;Branco;123;
69;CN;72770;A;24;0;;1.53065;1.43777;0.18479;Amarelo;122;
71;CN;72770;A;24;0;;1.53065;1.43777;0.18479;Rosa;124;
72;CN;72770;A;24;0;;1.53065;1.43777;0.18479;Azul;121;
146;MT;72783;C;11;0;;1.99058;1.58634;0.17168;Cinza;130;
147;MT;72783;C;11;0;;1.99058;1.58634;0.17168;Amarelo;129;
141;MT;72783;C;11;0;;1.99058;1.58634;0.17168;Rosa;132;
143;MT;72783;C;11;0;;1.99058;1.58634;0.17168;Azul;131;
13;CH;72784;E;2;0;;1.40176;0.72174;0.11263;Branco;134;
149;MT;72786;B;22;0;;1.55058;2.08849;0.12411;Cinza;130;
152;MT;72786;B;22;0;;1.55058;2.08849;0.12411;Amarelo;129;
154;MT;72786;B;22;0;;1.55058;2.08849;0.12411;Rosa;132;
150;MT;72786;B;22;0;;1.55058;2.08849;0.12411;Azul;131;
99;LC;72787;A;10;0;;1.76687;-0.19579;0.17175;Cinza;135;
165;MT;72788;B;26;0;;1.64337;1.86905;0.20692;Cinza;130;
169;MT;72788;B;26;0;;1.64337;1.86905;0.20692;Amarelo;129;
171;MT;72788;B;26;0;;1.64337;1.86905;0.20692;Rosa;132;
169;MT;72788;B;26;0;;1.64337;1.86905;0.20692;Azul;131;
64;CN;72808;A;28;0;;2.04317;0.74057;0.12969;Branco;123;
65;CN;72808;A;28;0;;2.04317;0.74057;0.12969;Amarelo;122;
67;CN;72808;A;28;0;;2.04317;0.74057;0.12969;Rosa;124;
64;CN;72808;A;28;0;;2.04317;0.74057;0.12969;Azul;121;
169;MT;72820;B;20;0;;2.05357;1.28971;0.21704;Cinza;136;
151;MT;72821;D;8;0;;1.56479;1.83743;0.12533;Cinza;130;
154;MT;72821;D;8;0;;1.56479;1.83743;0.12533;Amarelo;129;
152;MT;72821;D;8;0;;1.56479;1.83743;0.12533;Rosa;132;
151;MT;72821;D;8;0;;1.56479;1.83743;0.12533;Azul;131;
164;MT;72830;C;8;0;;2.30266;1.87808;0.17555;Cinza;136;
5;CH;72862;E;1;0;;0.98535;1.29165;0.21403;Branco;134;
23;CH;72884;C;17;0;;1.41932;2.11234;0.17222;Azul;117;
25;CH;72884;C;17;0;;1.41932;2.11234;0.17222;Branco;119;
22;CH;72884;C;17;0;;1.41932;2.11234;0.17222;Rosa;120;
23;CH;72884;C;17;0;;1.41932;2.11234;0.17222;Amarelo;118;
178;MT;72909;A;24;0;;2.87235;1.96767;0.15109;Cinza;130;
173;MT;72909;A;24;0;;2.87235;1.96767;0.15109;Amarelo;129;
180;MT;72909;A;24;0;;2.87235;1.96767;0.15109;Rosa;132;
176;MT;72909;A;24;0;;2.87235;1.96767;0.15109;Azul;131;
178;MT;72980;C;9;0;;1.37921;2.2512;0.16407;Cinza;136;
80;CN;72998;B;18;0;;3.06608;1.37136;0.17705;Branco;123;
79;CN;72998;B;18;0;;3.06608;1.37136;0.17705;Amarelo;122;
76;CN;72998;B;18;0;;3.06608;1.37136;0.17705;Rosa;124;
75;CN;72998;B;18;0;;3.06608;1.37136;0.17705;Azul;121;
112;LC;72999;E;14;0;;1.48375;0.85389;0.15417;Cinza;135;
27;CH;73010;E;3;0;;2.05985;-0.11445;0.12275;Branco;134;
14;CH;73032;C;1;1;Não permitiu a convergência do algoritmo de estimação da TRI;;;;Branco;134;
179;MT;73038;D;21;0;;2.53869;1.66527;0.23544;Amarelo;129;
175;MT;73038;D;21;0;;2.53869;1.66527;0.23544;Rosa;132;
180;MT;73038;D;21;0;;2.53869;1.66527;0.23544;Azul;131;
172;MT;73038;D;21;0;;2.53869;1.66527;0.23544;Cinza;130;
83;CN;73055;C;20;0;;2.1092;0.37061;0.23873;Branco;123;
86;CN;73055;C;20;0;;2.1092;0.37061;0.23873;Azul;121;
85;CN;73055;C;20;0;;2.1092;0.37061;0.23873;Amarelo;122;
86;CN;73055;C;20;0;;2.1092;0.37061;0.23873;Rosa;124;
153;MT;73061;A;15;1;Não permitiu a convergência do algoritmo de estimação da TRI;;;;Cinza;136;
157;MT;73071;E;4;0;;4.0236;1.01605;0.09787;Cinza;136;
139;MT;73087;D;26;0;;2.11686;0.62867;0.18648;Cinza;136;
130;LC;73105;A;23;0;;2.23701;-0.03462;0.12771;Cinza;135;
22;CH;73118;C;10;0;;2.29876;1.58987;0.19376;Branco;134;
147;MT;73124;E;7;0;;1.2623;0.61947;0.13382;Cinza;130;
140;MT;73124;E;7;0;;1.2623;0.61947;0.13382;Amarelo;129;
142;MT;73124;E;7;0;;1.2623;0.61947;0.13382;Rosa;132;
147;MT;73124;E;7;0;;1.2623;0.61947;0.13382;Azul;131;
79;CN;73197;B;10;0;;3.07184;0.81983;0.14738;Branco;133;
27;CH;73201;B;12;0;;1.98606;-0.03342;0.18076;Branco;119;
20;CH;73201;B;12;0;;1.98606;-0.03342;0.18076;Azul;117;
24;CH;73201;B;12;0;;1.98606;-0.03342;0.18076;Rosa;120;
24;CH;73201;B;12;0;;1.98606;-0.03342;0.18076;Amarelo;118;
146;MT;73225;C;8;0;;1.01305;1.44816;0.22624;Cinza;136;
61;CN;73227;B;27;0;;1.06261;1.75071;0.13927;Branco;123;
60;CN;73227;B;27;0;;1.06261;1.75071;0.13927;Amarelo;122;
60;CN;73227;B;27;0;;1.06261;1.75071;0.13927;Rosa;124;
59;CN;73227;B;27;0;;1.06261;1.75071;0.13927;Azul;121;
28;CH;73230;C;15;0;;5.26996;1.0303;0.17964;Branco;134;
104;LC;73242;A;9;0;;1.61595;0.34813;0.20191;Cinza;126;
105;LC;73242;A;9;0;;1.61595;0.34813;0.20191;Azul;127;
108;LC;73242;A;9;0;;1.61595;0.34813;0.20191;Amarelo;125;
107;LC;73242;A;9;0;;1.61595;0.34813;0.20191;Rosa;128;
18;CH;73285;C;13;0;;1.25284;-0.64144;0.0286;Branco;119;
14;CH;73285;C;13;0;;1.25284;-0.64144;0.0286;Rosa;120;
17;CH;73285;C;13;0;;1.25284;-0.64144;0.0286;Amarelo;118;
19;CH;73285;C;13;0;;1.25284;-0.64144;0.0286;Azul;117;
98;LC;73286;B;9;0;;2.25883;-0.44055;0.12428;Cinza;135;
97;LC;73296;E;10;0;;1.5098;0.51813;0.11306;Cinza;126;
96;LC;73296;E;10;0;;1.5098;0.51813;0.11306;Azul;127;
96;LC;73296;E;10;0;;1.5098;0.51813;0.11306;Amarelo;125;
97;LC;73296;E;10;0;;1.5098;0.51813;0.11306;Rosa;128;
69;CN;73305;A;19;0;;0.83048;-0.28157;0.00551;Branco;123;
72;CN;73305;A;19;0;;0.83048;-0.28157;0.00551;Amarelo;122;
74;CN;73305;A;19;0;;0.83048;-0.28157;0.00551;Rosa;124;
71;CN;73305;A;19;0;;0.83048;-0.28157;0.00551;Azul;121;
89;CN;73323;B;14;0;;0.57939;4.01115;0.13007;Branco;133;
163;MT;73332;B;10;1;Não permitiu a convergência do algoritmo de estimação da TRI;;;;Cinza;136;
47;CN;73367;C;8;0;;2.6033;0.07698;0.22333;Branco;123;
48;CN;73367;C;8;0;;2.6033;0.07698;0.22333;Amarelo;122;
46;CN;73367;C;8;0;;2.6033;0.07698;0.22333;Rosa;124;
47;CN;73367;C;8;0;;2.6033;0.07698;0.22333;Azul;121;
133;LC;73377;A;1;0;;0.86646;1.64888;0.10896;Cinza;135;
97;LC;73383;A;9;0;;2.84111;-0.35834;0.22735;Cinza;135;
124;LC;73386;B;22;0;;2.12472;0.1451;0.22866;Cinza;126;
125;LC;73386;B;22;0;;2.12472;0.1451;0.22866;Azul;127;
127;LC;73386;B;22;0;;2.12472;0.1451;0.22866;Amarelo;125;
123;LC;73386;B;22;0;;2.12472;0.1451;0.22866;Rosa;128;
100;LC;73403;A;11;0;;2.5502;-0.39041;0.15311;Cinza;135;
30;CH;73427;C;17;0;;1.7907;2.02437;0.18332;Branco;134;
78;CN;73438;B;7;0;;0.5207;5.86198;0.13508;Azul;121;
76;CN;73438;B;7;0;;0.5207;5.86198;0.13508;Amarelo;122;
78;CN;73438;B;7;0;;0.5207;5.86198;0.13508;Rosa;124;
77;CN;73438;B;7;0;;0.5207;5.86198;0.13508;Branco;123;
68;CN;73439;D;2;0;;1.89938;0.51757;0.17296;Branco;123;
67;CN;73439;D;2;0;;1.89938;0.51757;0.17296;Amarelo;122;
65;CN;73439;D;2;0;;1.89938;0.51757;0.17296;Rosa;124;
68;CN;73439;D;2;0;;1.89938;0.51757;0.17296;Azul;121;
81;CN;73450;D;2;0;;2.08347;1.50915;0.17983;Branco;133;
91;LC;73461;E;6;0;;3.17602;0.60483;0.18082;Cinza;135;0
96;LC;73490;B;30;0;;4.59718;0.92508;0.15372;Cinza;135;
45;CH;73501;B;6;0;;1.20097;0.0843;0.29128;Branco;119;
44;CH;73501;B;6;0;;1.20097;0.0843;0.29128;Azul;117;
15;CH;73501;B;6;0;;1.20097;0.0843;0.29128;Rosa;120;
16;CH;73501;B;6;0;;1.20097;0.0843;0.29128;Amarelo;118;
3;CH;73507;C;29;0;;1.26169;0.68429;0.08663;Branco;134;
47;CN;73517;D;18;0;;0.95998;2.47488;0.13616;Amarelo;122;
50;CN;73517;D;18;0;;0.95998;2.47488;0.13616;Rosa;124;
46;CN;73517;D;18;0;;0.95998;2.47488;0.13616;Azul;121;
51;CN;73517;D;18;0;;0.95998;2.47488;0.13616;Branco;123;
114;LC;73531;A;12;0;;2.11638;1.57019;0.10211;Azul;127;
111;LC;73531;A;12;0;;2.11638;1.57019;0.10211;Cinza;126;
114;LC;73531;A;12;0;;2.11638;1.57019;0.10211;Amarelo;125;
112;LC;73531;A;12;0;;2.11638;1.57019;0.10211;Rosa;128;
13;CH;73538;A;28;0;;1.87044;-0.35977;0.23781;Azul;117;
11;CH;73538;A;28;0;;1.87044;-0.35977;0.23781;Branco;119;
7;CH;73538;A;28;0;;1.87044;-0.35977;0.23781;Rosa;120;
9;CH;73538;A;28;0;;1.87044;-0.35977;0.23781;Amarelo;118;
13;CH;73555;D;27;0;;1.17341;0.49445;0.17226;Branco;119;
12;CH;73555;D;27;0;;1.17341;0.49445;0.17226;Rosa;120;
8;CH;73555;D;27;0;;1.17341;0.49445;0.17226;Amarelo;118;
9;CH;73555;D;27;0;;1.17341;0.49445;0.17226;Azul;117;
77;CN;73606;A;3;0;;1.91103;-0.04616;0.23378;Branco;133;
116;LC;73607;C;15;0;;2.3431;0.5509;0.14706;Cinza;126;
117;LC;73607;C;15;0;;2.3431;0.5509;0.14706;Azul;127;
117;LC;73607;C;15;0;;2.3431;0.5509;0.14706;Rosa;128;
119;LC;73607;C;15;0;;2.3431;0.5509;0.14706;Amarelo;125;
132;LC;73614;C;28;0;;3.13334;0.53074;0.18105;Cinza;126;
132;LC;73614;C;28;0;;3.13334;0.53074;0.18105;Azul;127;
128;LC;73614;C;28;0;;3.13334;0.53074;0.18105;Amarelo;125;
131;LC;73614;C;28;0;;3.13334;0.53074;0.18105;Rosa;128;
32;CH;73626;E;25;0;;3.20972;-0.03464;0.16333;Azul;117;
29;CH;73626;E;25;0;;3.20972;-0.03464;0.16333;Branco;119;
26;CH;73626;E;25;0;;3.20972;-0.03464;0.16333;Rosa;120;
32;CH;73626;E;25;0;;3.20972;-0.03464;0.16333;Amarelo;118;
69;CN;73629;E;22;0;;2.49676;1.38658;0.12433;Branco;133;
17;CH;73630;C;17;0;;2.27466;0.82351;0.16893;Branco;119;
17;CH;73630;C;17;0;;2.27466;0.82351;0.16893;Azul;117;
18;CH;73630;C;17;0;;2.27466;0.82351;0.16893;Rosa;120;
14;CH;73630;C;17;0;;2.27466;0.82351;0.16893;Amarelo;118;
127;LC;73670;E;24;0;;1.6751;1.03793;0.26168;Cinza;126;
124;LC;73670;E;24;0;;1.6751;1.03793;0.26168;Azul;127;
126;LC;73670;E;24;0;;1.6751;1.03793;0.26168;Amarelo;125;
125;LC;73670;E;24;0;;1.6751;1.03793;0.26168;Rosa;128;
100;LC;73671;D;2;0;;2.83869;0.96487;0.19268;Azul;127;
102;LC;73671;D;2;0;;2.83869;0.96487;0.19268;Amarelo;125;
101;LC;73671;D;2;0;;2.83869;0.96487;0.19268;Rosa;128;
98;LC;73671;D;2;0;;2.83869;0.96487;0.19268;Cinza;126;
41;CH;73674;B;20;0;;1.98481;0.51652;0.16624;Branco;119;
37;CH;73674;B;20;0;;1.98481;0.51652;0.16624;Azul;117;
39;CH;73674;B;20;0;;1.98481;0.51652;0.16624;Amarelo;118;
35;CH;73674;B;20;0;;1.98481;0.51652;0.16624;Rosa;120;
71;CN;73678;D;1;0;;;;;Branco;123;
71;CN;73678;D;1;0;;;;;Amarelo;122;
70;CN;73678;D;1;0;;;;;Rosa;124;
74;CN;73678;D;1;0;;;;;Azul;121;
93;LC;73685;A;7;1;Não permitiu a convergência do algoritmo de estimação da TRI;;;;Cinza;135;1
4;CH;73690;C;18;0;;2.93542;1.37299;0.13042;Rosa;120;
5;CH;73690;C;18;0;;2.93542;1.37299;0.13042;Amarelo;118;
5;CH;73690;C;18;0;;2.93542;1.37299;0.13042;Azul;117;
6;CH;73690;C;18;0;;2.93542;1.37299;0.13042;Branco;119;
35;CH;73692;D;18;0;;2.23324;0.71328;0.18255;Branco;134;
93;LC;73694;B;7;0;;1.44762;0.39287;0.15652;Cinza;126;1
92;LC;73694;B;7;0;;1.44762;0.39287;0.15652;Azul;127;1
91;LC;73694;B;7;0;;1.44762;0.39287;0.15652;Amarelo;125;1
92;LC;73694;B;7;0;;1.44762;0.39287;0.15652;Rosa;128;1
66;CN;73703;D;12;0;;0.80622;2.73605;0.23661;Branco;133;
94;LC;73706;C;7;0;;4.46531;0.49439;0.16947;Cinza;135;1
6;CH;73722;B;19;0;;1.943;0.5045;0.14544;Branco;134;
77;CN;73731;D;20;0;;0.77959;1.8193;0.12995;Azul;121;
81;CN;73731;D;20;0;;0.77959;1.8193;0.12995;Amarelo;122;
75;CN;73731;D;20;0;;0.77959;1.8193;0.12995;Rosa;124;
81;CN;73731;D;20;0;;0.77959;1.8193;0.12995;Branco;123;
33;CH;73742;B;6;0;;1.30788;2.39559;0.15091;Branco;134;
47;CN;73751;D;21;0;;3.21433;0.82529;0.09098;Branco;133;
