CO_POSICAO;SG_AREA;CO_ITEM;TX_GABARITO;CO_HABILIDADE;IN_ITEM_ABAN;TX_MOTIVO_ABAN;NU_PARAM_A;NU_PARAM_B;NU_PARAM_C;TX_COR;CO_PROVA;TP_LINGUA
20;CH;73755;A;20;0;;2.74211;0.54682;0.1144;Rosa;120;
27;CH;73755;A;20;0;;2.74211;0.54682;0.1144;Amarelo;118;
27;CH;73755;A;20;0;;2.74211;0.54682;0.1144;Azul;117;
24;CH;73755;A;20;0;;2.74211;0.54682;0.1144;Branco;119;
92;LC;73759;D;6;0;;3.30464;0.34683;0.22541;Cinza;126;1
93;LC;73759;D;6;0;;3.30464;0.34683;0.22541;Azul;127;1
92;LC;73759;D;6;0;;3.30464;0.34683;0.22541;Amarelo;125;1
91;LC;73759;D;6;0;;3.30464;0.34683;0.22541;Rosa;128;1
110;LC;73760;D;13;0;;2.17069;1.15121;0.20808;Azul;127;
111;LC;73760;D;13;0;;2.17069;1.15121;0.20808;Amarelo;125;
113;LC;73760;D;13;0;;2.17069;1.15121;0.20808;Rosa;128;
113;LC;73760;D;13;0;;2.17069;1.15121;0.20808;Cinza;126;
2;CH;73764;D;23;0;;0.34715;0.36053;0.02354;Azul;117;
1;CH;73764;D;23;0;;0.34715;0.36053;0.02354;Rosa;120;
2;CH;73764;D;23;0;;0.34715;0.36053;0.02354;Amarelo;118;
3;CH;73764;D;23;0;;0.34715;0.36053;0.02354;Branco;119;
122;LC;73766;D;21;0;;2.42887;0.13314;0.19659;Cinza;126;
127;LC;73766;D;21;0;;2.42887;0.13314;0.19659;Azul;127;
124;LC;73766;D;21;0;;2.42887;0.13314;0.19659;Amarelo;125;
124;LC;73766;D;21;0;;2.42887;0.13314;0.19659;Rosa;128;
107;LC;73783;B;12;0;;0.75784;0.13252;0.02344;Azul;127;
104;LC;73783;B;12;0;;0.75784;0.13252;0.02344;Amarelo;125;
109;LC;73783;B;12;0;;0.75784;0.13252;0.02344;Rosa;128;
109;LC;73783;B;12;0;;0.75784;0.13252;0.02344;Cinza;126;
5;CH;73785;E;6;0;;2.53827;1.11917;0.18589;Rosa;120;
4;CH;73785;E;6;0;;2.53827;1.11917;0.18589;Amarelo;118;
6;CH;73785;E;6;0;;2.53827;1.11917;0.18589;Azul;117;
5;CH;73785;E;6;0;;2.53827;1.11917;0.18589;Branco;119;
11;CH;73786;D;29;0;;2.01408;0.9126;0.43892;Rosa;120;
7;CH;73786;D;29;0;;2.01408;0.9126;0.43892;Amarelo;118;
11;CH;73786;D;29;0;;2.01408;0.9126;0.43892;Azul;117;
9;CH;73786;D;29;0;;2.01408;0.9126;0.43892;Branco;119;
26;CH;73794;C;5;0;;1.44474;0.81555;0.19843;Branco;134;
134;LC;73797;B;1;0;;4.97873;0.66021;0.20161;Cinza;135;
112;LC;73803;C;14;0;;2.25284;0.49594;0.28524;Azul;127;
110;LC;73803;C;14;0;;2.25284;0.49594;0.28524;Amarelo;125;
110;LC;73803;C;14;0;;2.25284;0.49594;0.28524;Rosa;128;
115;LC;73803;C;14;0;;2.25284;0.49594;0.28524;Cinza;126;
103;LC;73809;D;16;1;Não permitiu a convergência do algoritmo de estimação da TRI;;;;Cinza;135;
32;CH;73813;E;17;0;;1.53554;0.55507;0.03934;Branco;134;
116;LC;73821;E;16;0;;1.0643;1.10667;0.016;Azul;127;
121;LC;73821;E;16;0;;1.0643;1.10667;0.016;Amarelo;125;
118;LC;73821;E;16;0;;1.0643;1.10667;0.016;Rosa;128;
117;LC;73821;E;16;0;;1.0643;1.10667;0.016;Cinza;126;
107;LC;73823;B;11;0;;1.14439;1.42415;0.16054;Cinza;126;
108;LC;73823;B;11;0;;1.14439;1.42415;0.16054;Azul;127;
105;LC;73823;B;11;0;;1.14439;1.42415;0.16054;Amarelo;125;
104;LC;73823;B;11;0;;1.14439;1.42415;0.16054;Rosa;128;
92;LC;73830;E;6;0;;3.96117;0.61748;0.1347;Azul;127;0
91;LC;73830;E;6;0;;3.96117;0.61748;0.1347;Amarelo;125;0
93;LC;73830;E;6;0;;3.96117;0.61748;0.1347;Rosa;128;0
93;LC;73830;E;6;0;;3.96117;0.61748;0.1347;Cinza;126;0
95;LC;73873;D;7;0;;4.85576;0.5469;0.15842;Azul;127;0
95;LC;73873;D;7;0;;4.85576;0.5469;0.15842;Amarelo;125;0
94;LC;73873;D;7;0;;4.85576;0.5469;0.15842;Rosa;128;0
94;LC;73873;D;7;0;;4.85576;0.5469;0.15842;Cinza;126;0
4;CH;73883;D;20;0;;2.74724;0.17677;0.13645;Branco;134;
36;CH;73895;E;29;0;;1.3046;1.29343;0.12561;Branco;134;
158;MT;73897;B;4;0;;1.61484;1.80523;0.19684;Cinza;136;
34;CH;75430;C;30;0;;1.55845;2.41854;0.18747;Branco;134;
8;CH;75438;B;28;0;;1.27649;-2.10568;0.0353;Rosa;120;
10;CH;75438;B;28;0;;1.27649;-2.10568;0.0353;Amarelo;118;
12;CH;75438;B;28;0;;1.27649;-2.10568;0.0353;Branco;119;
10;CH;75438;B;28;0;;1.27649;-2.10568;0.0353;Azul;117;
42;CH;75440;A;15;0;;2.94979;0.29016;0.18183;Azul;117;
42;CH;75440;A;14;0;;2.94979;0.29016;0.18183;Branco;119;
43;CH;75440;A;15;0;;2.94979;0.29016;0.18183;Amarelo;118;
40;CH;75440;A;15;0;;2.94979;0.29016;0.18183;Rosa;120;
10;CH;75442;E;28;0;;1.19204;0.10509;0.04078;Branco;134;
27;CH;75448;D;2;0;;1.67198;1.27597;0.09005;Rosa;120;
22;CH;75448;D;2;0;;1.67198;1.27597;0.09005;Amarelo;118;
25;CH;75448;D;2;0;;1.67198;1.27597;0.09005;Azul;117;
21;CH;75448;D;2;0;;1.67198;1.27597;0.09005;Branco;119;
9;CH;75451;A;17;0;;1.14241;1.84779;0.17173;Rosa;120;
12;CH;75451;A;17;0;;1.14241;1.84779;0.17173;Amarelo;118;
8;CH;75451;A;17;0;;1.14241;1.84779;0.17173;Branco;119;
7;CH;75451;A;17;0;;1.14241;1.84779;0.17173;Azul;117;
7;CH;75481;B;11;0;;1.14429;-0.31581;0.03355;Branco;134;
29;CH;75483;C;16;0;;2.24116;0.33411;0.11526;Rosa;120;
28;CH;75483;C;16;0;;2.24116;0.33411;0.11526;Amarelo;118;
26;CH;75483;C;16;0;;2.24116;0.33411;0.11526;Azul;117;
26;CH;75483;C;16;0;;2.24116;0.33411;0.11526;Branco;119;
33;CH;75500;A;1;0;;2.86402;0.23482;0.07919;Rosa;120;
30;CH;75500;A;1;0;;2.86402;0.23482;0.07919;Amarelo;118;
31;CH;75500;A;1;0;;2.86402;0.23482;0.07919;Azul;117;
32;CH;75500;A;1;0;;2.86402;0.23482;0.07919;Branco;119;
3;CH;75504;E;21;0;;3.21898;-0.50056;0.36109;Rosa;120;
3;CH;75504;E;21;0;;3.21898;-0.50056;0.36109;Amarelo;118;
1;CH;75504;E;21;0;;3.21898;-0.50056;0.36109;Azul;117;
1;CH;75504;E;21;0;;3.21898;-0.50056;0.36109;Branco;119;
43;CH;75532;A;16;0;;1.62577;0.5133;0.1704;Azul;117;
40;CH;75532;A;16;0;;1.62577;0.5133;0.1704;Amarelo;118;
43;CH;75532;A;16;0;;1.62577;0.5133;0.1704;Rosa;120;
40;CH;75532;A;16;0;;1.62577;0.5133;0.1704;Branco;119;
60;CN;75535;B;9;1;Não permitiu a convergência do algoritmo de estimação da TRI;;;;Branco;133;
42;CH;75546;E;7;0;;0.73098;1.88783;0.0454;Branco;134;
23;CH;75588;C;4;0;;2.6007;0.28606;0.28532;Rosa;120;
21;CH;75588;C;4;0;;2.6007;0.28606;0.28532;Amarelo;118;
21;CH;75588;C;4;0;;2.6007;0.28606;0.28532;Azul;117;
20;CH;75588;C;4;0;;2.6007;0.28606;0.28532;Branco;119;
41;CH;75603;E;9;0;;1.46034;2.63845;0.1829;Branco;134;
58;CN;75610;E;11;0;;2.08059;1.55768;0.06116;Amarelo;122;
58;CN;75610;E;11;0;;2.08059;1.55768;0.06116;Rosa;124;
53;CN;75610;E;11;0;;2.08059;1.55768;0.06116;Azul;121;
55;CN;75610;E;11;0;;2.08059;1.55768;0.06116;Branco;123;
78;CN;75614;C;25;0;;0.45986;2.79133;0.09823;Branco;133;
55;CN;75618;B;25;0;;2.06293;2.23506;0.29941;Amarelo;122;
53;CN;75618;B;25;0;;2.06293;2.23506;0.29941;Rosa;124;
55;CN;75618;B;25;0;;2.06293;2.23506;0.29941;Azul;121;
57;CN;75618;B;25;0;;2.06293;2.23506;0.29941;Branco;123;
4;CH;75632;B;30;0;;2.54487;0.97652;0.12278;Branco;119;
6;CH;75632;B;30;0;;2.54487;0.97652;0.12278;Rosa;120;
6;CH;75632;B;30;0;;2.54487;0.97652;0.12278;Amarelo;118;
4;CH;75632;B;30;0;;2.54487;0.97652;0.12278;Azul;117;
75;CN;75646;C;26;1;Não permitiu a convergência do algoritmo de estimação da TRI;;;;Branco;133;
42;CH;75656;E;9;0;;3.32363;0.80883;0.09203;Amarelo;118;
43;CH;75656;E;9;0;;3.32363;0.80883;0.09203;Branco;119;
42;CH;75656;E;9;0;;3.32363;0.80883;0.09203;Rosa;120;
40;CH;75656;E;9;0;;3.32363;0.80883;0.09203;Azul;117;
73;CN;75661;B;25;1;Não permitiu a convergência do algoritmo de estimação da TRI;;;;Branco;133;
83;CN;75679;C;26;0;;2.35631;2.34929;0.18748;Azul;121;
82;CN;75679;C;26;0;;2.35631;2.34929;0.18748;Amarelo;122;
84;CN;75679;C;26;0;;2.35631;2.34929;0.18748;Rosa;124;
87;CN;75679;C;26;0;;2.35631;2.34929;0.18748;Branco;123;
38;CH;75692;B;10;0;;3.23673;0.77389;0.18346;Branco;134;
45;CH;75702;C;12;0;;6.19928;1.40247;0.16529;Branco;134;
15;CH;75706;C;7;0;;1.25147;-0.22962;0.22347;Branco;119;
44;CH;75706;C;7;0;;1.25147;-0.22962;0.22347;Amarelo;118;
44;CH;75706;C;7;0;;1.25147;-0.22962;0.22347;Rosa;120;
15;CH;75706;C;7;0;;1.25147;-0.22962;0.22347;Azul;117;
53;CN;75714;B;21;0;;1.21421;-0.08208;0.03125;Branco;133;
10;CH;75717;A;26;0;;1.97592;0.03668;0.24629;Rosa;120;
11;CH;75717;A;26;0;;1.97592;0.03668;0.24629;Amarelo;118;
12;CH;75717;A;26;0;;1.97592;0.03668;0.24629;Azul;117;
10;CH;75717;A;26;0;;1.97592;0.03668;0.24629;Branco;119;
53;CN;75742;A;4;0;;1.41684;-0.02949;0.09107;Branco;123;
54;CN;75742;A;4;0;;1.41684;-0.02949;0.09107;Amarelo;122;
55;CN;75742;A;4;0;;1.41684;-0.02949;0.09107;Rosa;124;
57;CN;75742;A;4;0;;1.41684;-0.02949;0.09107;Azul;121;
68;CN;75744;E;22;0;;2.11177;0.95099;0.18297;Amarelo;122;
68;CN;75744;E;22;0;;2.11177;0.95099;0.18297;Rosa;124;
63;CN;75744;E;22;0;;2.11177;0.95099;0.18297;Azul;121;
65;CN;75744;E;22;0;;2.11177;0.95099;0.18297;Branco;123;
92;LC;75791;D;5;0;;2.09567;0.72174;0.12996;Cinza;135;0
153;MT;75795;A;23;0;;1.91763;2.20242;0.17835;Amarelo;129;
153;MT;75795;A;23;0;;1.91763;2.20242;0.17835;Rosa;132;
149;MT;75795;A;23;0;;1.91763;2.20242;0.17835;Azul;131;
150;MT;75795;A;23;0;;1.91763;2.20242;0.17835;Cinza;130;
91;LC;75798;B;5;0;;3.77928;0.53146;0.22956;Cinza;135;1
161;MT;75805;D;22;0;;3.50021;2.06026;0.13252;Cinza;136;
120;LC;75815;B;20;0;;3.09403;-0.05655;0.19097;Cinza;135;
118;LC;75832;C;17;0;;2.68782;1.75732;0.16326;Azul;127;
120;LC;75832;C;17;0;;2.68782;1.75732;0.16326;Amarelo;125;
116;LC;75832;C;17;0;;2.68782;1.75732;0.16326;Rosa;128;
118;LC;75832;C;17;0;;2.68782;1.75732;0.16326;Cinza;126;
119;LC;75838;E;20;0;;1.47183;0.49423;0.0227;Azul;127;
118;LC;75838;E;20;0;;1.47183;0.49423;0.0227;Amarelo;125;
120;LC;75838;E;20;0;;1.47183;0.49423;0.0227;Rosa;128;
121;LC;75838;E;20;0;;1.47183;0.49423;0.0227;Cinza;126;
91;LC;75845;D;5;0;;2.84258;0.73444;0.21881;Azul;127;1
93;LC;75845;D;5;0;;2.84258;0.73444;0.21881;Amarelo;125;1
93;LC;75845;D;5;0;;2.84258;0.73444;0.21881;Rosa;128;1
91;LC;75845;D;5;0;;2.84258;0.73444;0.21881;Cinza;126;1
122;LC;75851;D;21;0;;2.80244;0.10628;0.13059;Cinza;135;
128;LC;75875;C;26;0;;2.60554;0.85151;0.26324;Azul;127;
129;LC;75875;C;26;0;;2.60554;0.85151;0.26324;Cinza;126;
131;LC;75875;C;26;0;;2.60554;0.85151;0.26324;Amarelo;125;
128;LC;75875;C;26;0;;2.60554;0.85151;0.26324;Rosa;128;
94;LC;75876;D;5;0;;3.17747;0.90967;0.16172;Cinza;135;0
149;MT;75890;E;18;0;;2.1861;0.61239;0.13381;Amarelo;129;
150;MT;75890;E;18;0;;2.1861;0.61239;0.13381;Rosa;132;
153;MT;75890;E;18;0;;2.1861;0.61239;0.13381;Azul;131;
152;MT;75890;E;18;0;;2.1861;0.61239;0.13381;Cinza;130;
93;LC;75898;D;5;0;;4.37406;0.39162;0.31211;Azul;127;0
93;LC;75898;D;5;0;;4.37406;0.39162;0.31211;Amarelo;125;0
91;LC;75898;D;5;0;;4.37406;0.39162;0.31211;Rosa;128;0
92;LC;75898;D;5;0;;4.37406;0.39162;0.31211;Cinza;126;0
109;LC;75906;E;17;0;;1.51037;-0.01073;0.02758;Cinza;135;
173;MT;75935;A;13;0;;2.03396;0.37198;0.13823;Cinza;136;
98;LC;75944;E;3;0;;3.14181;0.32133;0.19412;Azul;127;
103;LC;75944;E;3;0;;3.14181;0.32133;0.19412;Amarelo;125;
102;LC;75944;E;3;0;;3.14181;0.32133;0.19412;Rosa;128;
100;LC;75944;E;3;0;;3.14181;0.32133;0.19412;Cinza;126;
95;LC;75956;B;8;0;;1.7956;0.70373;0.21008;Cinza;126;0
94;LC;75956;B;8;0;;1.7956;0.70373;0.21008;Azul;127;0
94;LC;75956;B;8;0;;1.7956;0.70373;0.21008;Amarelo;125;0
95;LC;75956;B;8;0;;1.7956;0.70373;0.21008;Rosa;128;0
94;LC;75960;C;8;0;;3.22655;0.26588;0.24916;Amarelo;125;1
95;LC;75960;C;8;0;;3.22655;0.26588;0.24916;Rosa;128;1
95;LC;75960;C;8;0;;3.22655;0.26588;0.24916;Cinza;126;1
94;LC;75960;C;8;0;;3.22655;0.26588;0.24916;Azul;127;1
126;LC;75962;A;3;1;Não permitiu a convergência do algoritmo de estimação da TRI;;;;Cinza;135;
165;MT;75995;C;23;0;;2.10741;1.6418;0.20563;Cinza;136;
97;LC;76000;D;30;0;;1.99641;0.50613;0.26926;Azul;127;
97;LC;76000;D;30;0;;1.99641;0.50613;0.26926;Amarelo;125;
96;LC;76000;D;30;0;;1.99641;0.50613;0.26926;Rosa;128;
96;LC;76000;D;30;0;;1.99641;0.50613;0.26926;Cinza;126;
130;LC;76024;B;26;0;;2.63512;0.79926;0.19579;Cinza;126;
131;LC;76024;B;26;0;;2.63512;0.79926;0.19579;Azul;127;
129;LC;76024;B;26;0;;2.63512;0.79926;0.19579;Amarelo;125;
132;LC;76024;B;26;0;;2.63512;0.79926;0.19579;Rosa;128;
143;MT;76288;A;19;0;;1.92445;3.40137;0.15784;Cinza;136;
54;CN;76315;B;13;0;;2.19653;2.1097;0.15494;Branco;133;
90;CN;76318;E;9;0;;3.59205;1.22555;0.16848;Branco;133;
95;LC;76319;B;8;0;;4.10044;1.01647;0.21755;Cinza;135;0
