CO_POSICAO;SG_AREA;CO_ITEM;TX_GABARITO;CO_HABILIDADE;IN_ITEM_ABAN;TX_MOTIVO_ABAN;NU_PARAM_A;NU_PARAM_B;NU_PARAM_C;TX_COR;CO_PROVA;TP_LINGUA;IN_ITEM_ADAPTADO
127;LC;6830;B;21;0;;2.05141;2.39167;0.13659;Cinza;240;;0
109;LC;6830;B;21;0;;2.05141;2.39167;0.13659;Amarelo;239;;0
118;LC;6830;B;21;0;;2.05141;2.39167;0.13659;Azul;241;;0
127;LC;6830;B;21;0;;2.05141;2.39167;0.13659;Cinza;253;;1
113;LC;6830;B;21;0;;2.05141;2.39167;0.13659;Rosa;242;;0
127;LC;6851;E;;0;;1.823;0.41;0.168;Azul;281;;0
109;LC;6851;E;;0;;1.823;0.41;0.168;Cinza;280;;0
115;LC;6851;E;;0;;1.823;0.41;0.168;Rosa;282;;0
123;LC;6851;E;;0;;1.823;0.41;0.168;Amarelo;279;;0
115;LC;6851;E;;0;;1.823;0.41;0.168;Cinza;269;;0
109;LC;6851;E;;0;;1.823;0.41;0.168;Cinza;257;;1
109;LC;6851;E;;0;;1.823;0.41;0.168;Cinza;289;;1
123;LC;6851;E;;0;;1.823;0.41;0.168;Cinza;249;;0
127;LC;6851;E;;0;;1.823;0.41;0.168;Cinza;267;;0
109;LC;6851;E;;0;;1.823;0.41;0.168;Cinza;265;;0
157;MT;7025;B;;0;;1.425;2.02;0.196;Cinza;270;;0
163;MT;7025;B;;0;;1.425;2.02;0.196;Cinza;266;;0
163;MT;7025;B;;0;;1.425;2.02;0.196;Cinza;258;;1
163;MT;7025;B;;0;;1.425;2.02;0.196;Cinza;290;;1
158;MT;7025;B;;0;;1.425;2.02;0.196;Cinza;250;;0
157;MT;7025;B;;0;;1.425;2.02;0.196;Rosa;286;;0
169;MT;7025;B;;0;;1.425;2.02;0.196;Azul;285;;0
158;MT;7025;B;;0;;1.425;2.02;0.196;Amarelo;283;;0
169;MT;7025;B;;0;;1.425;2.02;0.196;Cinza;268;;0
163;MT;7025;B;;0;;1.425;2.02;0.196;Cinza;284;;0
158;MT;7290;C;;0;;1.602;1.585;0.12;Cinza;254;;1
36;CH;7402;E;;0;;2.179;1.787;0.073;Azul;271;;0
19;CH;7402;E;;0;;2.179;1.787;0.073;Rosa;274;;0
7;CH;7402;E;;0;;2.179;1.787;0.073;Branco;273;;0
33;CH;7402;E;;0;;2.179;1.787;0.073;Amarelo;272;;0
33;CH;7402;E;;0;;2.179;1.787;0.073;Branco;260;;0
7;CH;7402;E;;0;;2.179;1.787;0.073;Branco;287;;1
19;CH;7402;E;;0;;2.179;1.787;0.073;Branco;264;;0
7;CH;7402;E;;0;;2.179;1.787;0.073;Branco;262;;0
7;CH;7402;E;;0;;2.179;1.787;0.073;Branco;255;;1
36;CH;7402;E;;0;;2.179;1.787;0.073;Branco;248;;0
37;CH;7537;E;;0;;1.51615;1.0152;0.22582;Branco;264;;0
11;CH;7537;E;;0;;1.51615;1.0152;0.22582;Branco;287;;1
37;CH;7537;E;;0;;1.51615;1.0152;0.22582;Branco;260;;0
11;CH;7537;E;;0;;1.51615;1.0152;0.22582;Branco;262;;0
33;CH;7537;E;;0;;1.51615;1.0152;0.22582;Branco;248;;0
11;CH;7537;E;;0;;1.51615;1.0152;0.22582;Branco;255;;1
11;CH;7537;E;;0;;1.51615;1.0152;0.22582;Branco;273;;0
37;CH;7537;E;;0;;1.51615;1.0152;0.22582;Rosa;274;;0
33;CH;7537;E;;0;;1.51615;1.0152;0.22582;Azul;271;;0
37;CH;7537;E;;0;;1.51615;1.0152;0.22582;Amarelo;272;;0
168;MT;7830;B;;0;;2.21498;1.57441;0.32798;Cinza;266;;0
143;MT;7830;B;;0;;2.21498;1.57441;0.32798;Cinza;268;;0
168;MT;7830;B;;0;;2.21498;1.57441;0.32798;Cinza;290;;1
151;MT;7830;B;;0;;2.21498;1.57441;0.32798;Amarelo;283;;0
151;MT;7830;B;;0;;2.21498;1.57441;0.32798;Cinza;250;;0
168;MT;7830;B;;0;;2.21498;1.57441;0.32798;Cinza;258;;1
149;MT;7830;B;;0;;2.21498;1.57441;0.32798;Rosa;286;;0
149;MT;7830;B;;0;;2.21498;1.57441;0.32798;Cinza;270;;0
168;MT;7830;B;;0;;2.21498;1.57441;0.32798;Cinza;284;;0
143;MT;7830;B;;0;;2.21498;1.57441;0.32798;Azul;285;;0
95;LC;7924;B;;0;;2.609;1.334;0.097;Cinza;257;0;1
95;LC;7924;B;;0;;2.609;1.334;0.097;Cinza;289;0;1
95;LC;7924;B;;0;;2.609;1.334;0.097;Cinza;269;0;0
