CO_POSICAO;SG_AREA;CO_ITEM;TX_GABARITO;CO_HABILIDADE;IN_ITEM_ABAN;TX_MOTIVO_ABAN;NU_PARAM_A;NU_PARAM_B;NU_PARAM_C;TX_COR;CO_PROVA;TP_LINGUA;IN_ITEM_ADAPTADO
164;MT;6044;D;;0;;1.882;1.632;0.078;CINZA;190;;1
164;MT;6044;D;;0;;1.882;1.632;0.078;CINZA;186;;0
93;LC;6807;A;;0;;3.10029;0.75932;0.25308;CINZA;189;0;1
93;LC;6807;A;;0;;3.10029;0.75932;0.25308;CINZA;185;0;0
113;LC;6814;E;;0;;1.824;0.252;0.178;CINZA;185;;0
113;LC;6814;E;;0;;1.824;0.252;0.178;CINZA;189;;1
109;LC;6827;C;18;0;;1.446;2.384;0.182;AMARELO;175;;0
119;LC;6827;C;18;0;;1.446;2.384;0.182;ROSA;178;;0
109;LC;6827;C;18;0;;1.446;2.384;0.182;CINZA;189;;1
102;LC;6827;C;18;0;;1.446;2.384;0.182;CINZA;176;;0
112;LC;6827;C;18;0;;1.446;2.384;0.182;AZUL;177;;0
133;LC;6831;E;;0;;0.84933;1.86123;0.06238;CINZA;189;;1
133;LC;6831;E;;0;;0.84933;1.86123;0.06238;CINZA;185;;0
130;LC;6847;C;;0;;1.348;2.491;0.223;CINZA;189;;1
130;LC;6847;C;;0;;1.348;2.491;0.223;CINZA;185;;0
129;LC;6850;C;;0;;2.056;1.614;0.156;CINZA;185;;0
129;LC;6850;C;;0;;2.056;1.614;0.156;CINZA;189;;1
25;CH;6981;A;;0;;0.774;1.57;0.188;BRANCO;184;;0
25;CH;6981;A;;0;;0.774;1.57;0.188;BRANCO;187;;1
16;CH;6983;D;;0;;2.362;1.991;0.103;BRANCO;187;;1
16;CH;6983;D;;0;;2.362;1.991;0.103;BRANCO;184;;0
42;CH;7014;C;9;0;;0.8512;2.1432;0.1505;AMARELO;168;;0
1;CH;7014;C;9;0;;0.8512;2.1432;0.1505;ROSA;170;;0
34;CH;7014;C;9;0;;0.8512;2.1432;0.1505;BRANCO;187;;1
34;CH;7014;C;9;0;;0.8512;2.1432;0.1505;AZUL;167;;0
34;CH;7014;C;9;0;;0.8512;2.1432;0.1505;BRANCO;169;;0
130;LC;7036;B;21;0;;2.1508;0.3599;0.1249;CINZA;189;;1
133;LC;7036;B;21;0;;2.1508;0.3599;0.1249;AZUL;177;;0
121;LC;7036;B;21;0;;2.1508;0.3599;0.1249;CINZA;176;;0
130;LC;7036;B;21;0;;2.1508;0.3599;0.1249;ROSA;178;;0
130;LC;7036;B;21;0;;2.1508;0.3599;0.1249;AMARELO;175;;0
135;LC;7166;E;;0;;0.807;1.752;0.258;CINZA;185;;0
135;LC;7166;E;;0;;0.807;1.752;0.258;CINZA;189;;1
75;CN;7224;A;18;0;;3.25253;1.14479;0.29109;BRANCO;188;;1
49;CN;7231;A;;0;;2.83439;0.59939;0.12438;BRANCO;188;;1
49;CN;7231;A;;0;;2.83439;0.59939;0.12438;BRANCO;183;;0
110;LC;7242;E;4;0;;2.4322;0.4237;0.1634;AZUL;177;;0
100;LC;7242;E;4;0;;2.4322;0.4237;0.1634;CINZA;176;;0
107;LC;7242;E;4;0;;2.4322;0.4237;0.1634;AMARELO;175;;0
117;LC;7242;E;4;0;;2.4322;0.4237;0.1634;ROSA;178;;0
107;LC;7242;E;4;0;;2.4322;0.4237;0.1634;CINZA;189;;1
37;CH;7397;B;;0;;2.258;1.142;0.295;BRANCO;187;;1
37;CH;7397;B;;0;;2.258;1.142;0.295;BRANCO;184;;0
42;CH;7406;B;;0;;1.928;1.466;0.38;BRANCO;184;;0
42;CH;7406;B;;0;;1.928;1.466;0.38;BRANCO;187;;1
76;CN;7444;B;21;0;;3.2309;1.8499;0.2774;AMARELO;172;;0
89;CN;7444;B;21;0;;3.2309;1.8499;0.2774;AZUL;171;;0
47;CN;7444;B;21;0;;3.2309;1.8499;0.2774;ROSA;174;;0
74;CN;7444;B;21;0;;3.2309;1.8499;0.2774;BRANCO;173;;0
