CO_ITEM,NSE_LEVEL,TX_GABARITO,answer_distribution,correct_probability
42940,2,D,[0.12309501 0.12695094 0.1076215  0.55466082 0.08282789 0.00484385],0.5546608157576315
42940,3,D,[0.10622105 0.11874143 0.0997102  0.59724882 0.07370559 0.00437291],0.5972488162082439
42940,4,D,[0.09168639 0.10838779 0.09257256 0.63868189 0.06432826 0.0043431 ],0.6386818948822777
42940,5,D,[0.07908763 0.10170223 0.08621409 0.67361546 0.0551927  0.00418789],0.6736154588064096
42940,6,D,[0.067      0.09709905 0.08156997 0.70315624 0.04736298 0.00381175],0.7031562393114172
42940,7,D,[0.05269961 0.09286389 0.07764789 0.73535092 0.03769775 0.00373995],0.7353509164400901
42940,8,D,[0.04269972 0.08911846 0.07361275 0.76040929 0.03051948 0.0036403 ],0.760409287682015
43073,1,A,[0.38144563 0.1565949  0.15686629 0.10932694 0.1926452  0.00312104],0.38144563054098063
43073,2,A,[0.40060347 0.16556388 0.12952794 0.10158296 0.20004135 0.00268039],0.40060347072248004
43073,3,A,[0.4221285  0.16731247 0.10247885 0.09300528 0.21269762 0.00237729],0.42212849639040545
43073,4,A,[0.44913421 0.16282941 0.08065594 0.08547185 0.21964361 0.00226498],0.44913421139058446
43073,5,A,[0.47642656 0.15544538 0.06236146 0.07600523 0.2276237  0.00213766],0.47642656108112375
43073,6,A,[0.51227975 0.14576318 0.04635804 0.06480675 0.22880707 0.00198521],0.5122797490805615
43073,7,A,[0.56765749 0.12550621 0.03235552 0.05076845 0.22172764 0.0019847 ],0.5676574850574185
43073,8,A,[0.62451791 0.10694608 0.0240063  0.04191263 0.2004329  0.00218418],0.6245179063360882
43182,1,C,[0.26352452 0.24520536 0.23276642 0.15347386 0.100778   0.00425185],0.23276641939569387
43182,2,C,[0.24859854 0.25655547 0.24750341 0.15187857 0.09194122 0.0035228 ],0.24750340792476527
43182,3,C,[0.22407949 0.26414405 0.27141822 0.14999547 0.08704104 0.00332173],0.27141822133671434
43182,4,C,[0.20007135 0.26939106 0.30032786 0.14638566 0.08046341 0.00336066],0.30032785585667204
43182,5,C,[0.17281454 0.26940388 0.33826573 0.14065946 0.07551453 0.00334185],0.33826573489681155
43182,6,C,[0.14098175 0.25971713 0.39574114 0.13111916 0.06946477 0.00297605],0.3957411397158644
43182,7,C,[0.10359807 0.23159758 0.48739393 0.11382366 0.06045866 0.0031281 ],0.48739392965992484
43182,8,C,[0.07365211 0.19317198 0.58632428 0.09393939 0.04988194 0.0030303 ],0.5863242817788272
44230,1,A,[0.34892347 0.10254207 0.11620228 0.1222182  0.30029853 0.00981545],0.34892346661841867
44230,2,A,[0.36215136 0.10004365 0.10518617 0.11962582 0.30503224 0.00796076],0.3621513578091256
44230,3,A,[0.39098442 0.09731027 0.09349691 0.11267692 0.29784653 0.00768494],0.39098442311175513
44230,4,A,[0.42833886 0.09410992 0.08010951 0.10637479 0.28392374 0.00714318],0.4283388636595282
44230,5,A,[0.46402646 0.08957004 0.06935256 0.1045703  0.2654275  0.00705314],0.46402646406876596
44230,6,A,[0.50686009 0.08616452 0.05795195 0.1027056  0.24042567 0.00589216],0.506860086672285
44230,7,A,[0.57183338 0.07806471 0.04549887 0.10293268 0.19627458 0.00539577],0.5718333773102207
44230,8,A,[0.63046045 0.06883117 0.03335301 0.10001968 0.1633412  0.00399449],0.6304604486422668
44570,1,A,[0.42143116 0.0843586  0.20137507 0.06563235 0.22204632 0.0051565 ],0.4214311561425728
44570,2,A,[0.44110034 0.07447656 0.18845441 0.05555683 0.23703457 0.00337729],0.44110033849499913
44570,3,A,[0.47433177 0.06099115 0.16561117 0.04918881 0.24690144 0.00297565],0.47433177219447825
44570,4,A,[0.50794442 0.05167835 0.1407855  0.04299498 0.25363812 0.00295863],0.5079444173905165
44570,5,A,[0.54129229 0.04407858 0.11584516 0.03793634 0.2582954  0.00255221],0.5412922948498846
44570,6,A,[0.57623318 0.03708784 0.09053692 0.03236635 0.26160714 0.00216857],0.5762331759503803
44570,7,A,[0.61157319 0.03175514 0.06378943 0.02673795 0.26418637 0.00195793],0.6115731871006229
44570,8,A,[0.64136167 0.0274695  0.04305392 0.02298308 0.26330185 0.00182999],0.6413616686343959
44969,1,B,[0.18522707 0.25294011 0.23796816 0.22186539 0.09801882 0.00398046],0.2529401121765877
44969,2,B,[0.17707807 0.25755487 0.24533612 0.22564291 0.09126346 0.00312457],0.2575548714178499
44969,3,B,[0.17153337 0.25958677 0.25223174 0.22983996 0.08363521 0.00317295],0.25958677258260665
44969,4,B,[0.16641941 0.26166748 0.25795008 0.23179522 0.07869107 0.00347674],0.26166747828450415
44969,5,B,[0.16100385 0.26336881 0.26511447 0.23311449 0.07334021 0.00405816],0.26336881052696887
44969,6,B,[0.15547061 0.26878634 0.26819395 0.23390586 0.06925673 0.00438651],0.2687863411813242
44969,7,B,[0.14690192 0.28203334 0.26394163 0.23630502 0.06558292 0.00523516],0.2820333383046336
44969,8,B,[0.13902007 0.30466352 0.25338449 0.2330185  0.06402991 0.00588351],0.3046635182998819
45201,1,C,[0.1835987  0.2335806  0.18898136 0.25434232 0.13402388 0.00547313],0.18898136421204995
45201,2,C,[0.17420239 0.23659805 0.20914319 0.25310159 0.12262403 0.00433074],0.20914319410620472
45201,3,C,[0.16120915 0.24301369 0.24119919 0.23787745 0.11258312 0.0041174 ],0.2411991875177892
45201,4,C,[0.14970669 0.24694794 0.27937962 0.21485317 0.10494502 0.00416756],0.27937962197483607
45201,5,C,[0.1379324  0.25275385 0.32107142 0.19070543 0.09352104 0.00401586],0.32107142252829995
45201,6,C,[0.1226776  0.25850062 0.36754973 0.16514632 0.08227167 0.00385406],0.3675497272538144
45201,7,C,[0.10090592 0.2649053  0.43174978 0.13159032 0.06719286 0.00365582],0.4317497829836215
45201,8,C,[0.08079496 0.28105077 0.4774695  0.10224321 0.05499803 0.00344353],0.4774695001967729
47309,1,B,[0.14971956 0.24733128 0.22602678 0.17613534 0.19540438 0.00538267],0.2473312827935589
47309,2,B,[0.14920584 0.25735193 0.21922912 0.17380416 0.19603609 0.00437287],0.25735192758351333
47309,3,B,[0.15343364 0.27357557 0.21136181 0.16628716 0.19083952 0.00450229],0.2735755686081714
47309,4,B,[0.1567168  0.29251934 0.20166816 0.15936399 0.1851423  0.00458942],0.29251933726684864
47309,5,B,[0.16010423 0.31710914 0.1893292  0.14934263 0.17926981 0.00484498],0.31710914454277284
47309,6,B,[0.16208916 0.35391418 0.17633473 0.13523415 0.16707864 0.00534914],0.35391418103858646
47309,7,B,[0.15814089 0.41301563 0.1578732  0.11757125 0.14755967 0.00583937],0.4130156290033308
47309,8,B,[0.15078709 0.46892956 0.1388233  0.10045258 0.13502558 0.0059819 ],0.46892955529319164
49544,1,C,[0.19802786 0.17165732 0.17233581 0.17541162 0.27763705 0.00493034],0.17233580604306134
49544,2,C,[0.18147774 0.16752439 0.18342293 0.19414067 0.26889675 0.00453752],0.1834229349507574
49544,3,C,[0.16888116 0.15698178 0.20848643 0.2107311  0.25078596 0.00413357],0.20848642844205242
49544,4,C,[0.15799934 0.14482282 0.23754544 0.22025515 0.23533709 0.00404016],0.23754544116148174
49544,5,C,[0.15008714 0.13196783 0.27111852 0.2265154  0.21668443 0.00362668],0.2711185186438575
49544,6,C,[0.14222647 0.11886938 0.31787008 0.22583455 0.19181444 0.00338509],0.3178700761996777
49544,7,C,[0.13470312 0.09861148 0.3871534  0.21685959 0.1595252  0.00314722],0.3871533952069017
49544,8,C,[0.12902401 0.08061787 0.45436836 0.20118064 0.13168044 0.00312869],0.45436835891381344
53461,1,C,[0.12325855 0.15804234 0.23670165 0.19992763 0.27759182 0.00447802],0.23670164646281888
53461,2,C,[0.11848091 0.15480785 0.23101901 0.20635176 0.28546922 0.00387125],0.23101900779610654
53461,3,C,[0.11651616 0.15569126 0.23050301 0.20962494 0.28380922 0.00385541],0.23050301446425336
53461,4,C,[0.11296588 0.15095809 0.23189998 0.21209556 0.28803468 0.00404582],0.2318999784826899
53461,5,C,[0.11002724 0.1468722  0.23728828 0.21199456 0.28930834 0.00450938],0.2372882789894922
53461,6,C,[0.10700395 0.14009316 0.25771077 0.20276308 0.28802843 0.00440061],0.25771076562869144
53461,7,C,[0.09970516 0.12820601 0.30765083 0.18408725 0.27583451 0.00451624],0.30765083116316955
53461,8,C,[0.09140102 0.11475797 0.3759937  0.15739866 0.25539158 0.00505706],0.37599370326643056
54528,1,E,[0.42812557 0.1385019  0.1744165  0.11602135 0.13786864 0.00506604],0.13786864483444908
54528,2,E,[0.46927124 0.12507467 0.15790179 0.11259554 0.13108257 0.00407419],0.13108257133667234
54528,3,E,[0.51905711 0.10860157 0.13760447 0.10794822 0.12331811 0.00347052],0.1233181100732269
54528,4,E,[0.56669517 0.09206861 0.11783842 0.09933353 0.12088198 0.0031823 ],0.12088198321649811
54528,5,E,[0.6117588  0.0783403  0.10041625 0.08783285 0.11878656 0.00286525],0.11878655589209067
54528,6,E,[0.64575084 0.06449292 0.08629499 0.07603395 0.12483559 0.00259171],0.12483559417060124
54528,7,E,[0.66527853 0.052126   0.07438977 0.06129613 0.14457306 0.00233651],0.14457306090607683
54528,8,E,[0.67016922 0.04362456 0.06650925 0.04984258 0.16774892 0.00210547],0.16774891774891776
60382,1,E,[0.12942933 0.2013848  0.16029325 0.20075123 0.30207721 0.00606417],0.3020772050504593
60382,2,E,[0.11338358 0.19687049 0.15161744 0.19618083 0.33656068 0.00538699],0.33656067647768767
60382,3,E,[0.0976227  0.18544624 0.14903594 0.18866948 0.37442639 0.00479926],0.37442638654265614
60382,4,E,[0.08446978 0.17194237 0.14380372 0.17612648 0.41899196 0.0046657 ],0.4189919603854936
60382,5,E,[0.07364712 0.1546945  0.14035385 0.16353362 0.46340073 0.00437019],0.4634007341012902
60382,6,E,[0.06485861 0.13470119 0.13567118 0.15114864 0.50953585 0.00408453],0.5095358524773465
60382,7,E,[0.05633927 0.11014252 0.13500539 0.1369141  0.55818677 0.00341195],0.5581867698922098
60382,8,E,[0.05046449 0.09213116 0.13905291 0.12675169 0.58850968 0.00309006],0.5885096835144071
60441,1,E,[0.09304324 0.14999095 0.09467161 0.19287136 0.4640854  0.00533743],0.46408539895060613
60441,2,E,[0.0693417  0.15328386 0.08520578 0.16792645 0.51993062 0.0043116 ],0.5199306161834306
60441,3,E,[0.05468406 0.14658964 0.0745433  0.1395904  0.58044285 0.00414974],0.5804428545553342
60441,4,E,[0.04320166 0.13799957 0.0639234  0.11406156 0.6364792  0.00433461],0.6364792018210439
60441,5,E,[0.0338246  0.12622887 0.05454125 0.09211662 0.68936587 0.0039228 ],0.6893658663147149
60441,6,E,[0.02523299 0.10752229 0.04568455 0.07097043 0.7470213  0.00356844],0.7470213013536815
60441,7,E,[0.01830203 0.08510484 0.0359272  0.05120057 0.80609634 0.00336901],0.8060963437998325
60441,8,E,[0.01284927 0.06676505 0.02939787 0.03766234 0.85062967 0.00269579],0.8506296733569461
61248,1,D,[0.22172969 0.24398408 0.18979555 0.19400217 0.14524154 0.00524697],0.19400217115976118
61248,2,D,[0.23301781 0.24315735 0.17890839 0.19917214 0.14163182 0.00411248],0.1991721423210648
61248,3,D,[0.24545243 0.23644461 0.17149779 0.20858023 0.13400458 0.00402036],0.20858022614950708
61248,4,D,[0.2545158  0.23336372 0.16449984 0.21801282 0.12557332 0.0040345 ],0.21801281978686537
61248,5,D,[0.2582813  0.22379961 0.16263107 0.23445123 0.11645995 0.00437684],0.23445123154932118
61248,6,D,[0.24713237 0.2110918  0.16598201 0.26497107 0.10666544 0.00415731],0.2649710681001562
61248,7,D,[0.2095709  0.19047346 0.17212936 0.32941365 0.09434381 0.00406882],0.32941365424988817
61248,8,D,[0.16458087 0.16824085 0.17131051 0.4077135  0.08376623 0.00438804],0.40771349862258954
63204,1,E,[0.12547494 0.21444726 0.2444364  0.24298896 0.16808395 0.00456848],0.16808395151076533
63204,2,E,[0.12203817 0.21858583 0.23389468 0.25519613 0.16637182 0.00391337],0.16637182373753617
63204,3,E,[0.11936243 0.21331539 0.22371077 0.26465832 0.17491008 0.004043  ],0.17491008357699175
63204,4,E,[0.11743355 0.20573663 0.21040532 0.27045277 0.19177586 0.00419588],0.19177585757805687
63204,5,E,[0.11596925 0.19124407 0.19635696 0.27510618 0.21669853 0.00462501],0.21669853409815168
63204,6,E,[0.11343561 0.17239604 0.17292849 0.27357483 0.26291533 0.0047497 ],0.2629153340832237
63204,7,E,[0.10302829 0.1418006  0.14581971 0.25157456 0.35231605 0.00546078],0.3523160523286718
63204,8,E,[0.09248327 0.10792995 0.12034632 0.21786698 0.45594254 0.00543093],0.45594254230617864
63646,1,C,[0.11427279 0.35774712 0.23139561 0.1343135  0.15774712 0.00452386],0.23139561185252205
63646,2,C,[0.11172949 0.36854261 0.2459083  0.13505594 0.13520915 0.00355451],0.2459082952538906
63646,3,C,[0.11573066 0.37593053 0.25825873 0.13287415 0.11395775 0.00324817],0.25825873431317675
63646,4,C,[0.11720914 0.38166666 0.27212308 0.12708629 0.09894715 0.00296768],0.27212307936274205
63646,5,C,[0.11748613 0.38837323 0.29028009 0.11834917 0.08271637 0.00279501],0.29028009284721107
63646,6,C,[0.11482636 0.38966274 0.31402869 0.10979773 0.06910317 0.00258132],0.31402869072135864
63646,7,C,[0.11172896 0.38011557 0.35189172 0.09855783 0.05544189 0.00226403],0.3518917244465181
63646,8,C,[0.1074816  0.36538234 0.38805148 0.08957456 0.04685348 0.00265654],0.3880514778228187
64203,1,A,[0.21091912 0.15175502 0.28193414 0.20264158 0.14809119 0.00465895],0.21091912429889634
64203,2,A,[0.19514007 0.15669561 0.3002688  0.2071329  0.13652376 0.00423885],0.19514006953698174
64203,3,A,[0.18150503 0.1667141  0.30576435 0.21120009 0.13088015 0.00393627],0.1815050327321655
64203,4,A,[0.17072853 0.17709312 0.30669245 0.21454457 0.12672563 0.00421569],0.1707285308207155
64203,5,A,[0.15792145 0.18860725 0.30648009 0.21890387 0.1237105  0.00437684],0.1579214538317061
64203,6,A,[0.14483581 0.20149014 0.29958356 0.22428305 0.12527283 0.0045346 ],0.14483580573842458
64203,7,A,[0.13139912 0.21926494 0.28359739 0.23568935 0.12489436 0.00515486],0.13139911510854643
64203,8,A,[0.1210547  0.23246753 0.265427   0.24504132 0.13008658 0.00592287],0.1210547028728847
66576,1,A,[0.6710693  0.08128279 0.08214221 0.09078162 0.07069839 0.00402569],0.6710692961823774
66576,2,A,[0.74423716 0.06728162 0.06143072 0.06775261 0.05591677 0.00338112],0.7442371609306315
66576,3,A,[0.80273695 0.0531736  0.04520403 0.05152729 0.04441483 0.00294331],0.8027369524154527
66576,4,A,[0.8491042  0.04250235 0.0322335  0.03749674 0.03604433 0.00261888],0.8491042004054314
66576,5,A,[0.88652656 0.03250196 0.02286559 0.02690119 0.02893732 0.00226738],0.8865265627731997
66576,6,A,[0.91632845 0.0242633  0.01584643 0.01928793 0.02212647 0.00214741],0.9163284519934978
66576,7,A,[0.94452794 0.01602288 0.00967492 0.01200378 0.0162638  0.00150669],0.9445279367956528
66576,8,A,[0.96035026 0.01186541 0.00657222 0.00826446 0.01190476 0.0010429 ],0.9603502558048013
67229,1,A,[0.20183735 0.17373399 0.24559895 0.18862289 0.18373535 0.00647147],0.20183735348689869
67229,2,A,[0.20031878 0.17950643 0.24976341 0.18510033 0.18000452 0.00530653],0.20031877516772095
67229,3,A,[0.20128412 0.18812903 0.24264577 0.18270195 0.17971496 0.00552416],0.2012841174605024
67229,4,A,[0.20205268 0.19386292 0.24026493 0.18033609 0.17791117 0.00557221],0.20205267958821763
67229,5,A,[0.20999755 0.19937537 0.22999489 0.1776006  0.17728179 0.0057498 ],0.20999754547224267
67229,6,A,[0.22662067 0.20460373 0.21309729 0.17165593 0.17839998 0.0056224 ],0.22662067165416266
67229,7,A,[0.26016126 0.20204335 0.18772616 0.16194145 0.18260058 0.00552721],0.2601612644109029
67229,8,A,[0.29513069 0.19658322 0.16558416 0.14936624 0.18829712 0.00503858],0.2951306880806172
67980,1,E,[0.22358422 0.20521983 0.28478379 0.1851366  0.0914601  0.00981545],0.09146010493938846
67980,2,E,[0.21635344 0.21217586 0.29622524 0.18152752 0.08574951 0.00796842],0.08574951370062338
67980,3,E,[0.20782984 0.21560535 0.30270461 0.17441522 0.09211582 0.00732916],0.09211581752788056
67980,4,E,[0.19874916 0.21464366 0.30442747 0.16691487 0.10807352 0.00719131],0.10807352125117496
67980,5,E,[0.18385252 0.20994433 0.30616141 0.1571713  0.13601189 0.00685855],0.13601188965408326
67980,6,E,[0.16279086 0.19379965 0.29944957 0.14514963 0.19288286 0.00592743],0.19288285842233874
67980,7,E,[0.12486377 0.15898601 0.27811366 0.1286802  0.30428564 0.00507073],0.3042856432671386
67980,8,E,[0.09085006 0.12146793 0.24208973 0.11194412 0.42953562 0.00411255],0.42953561589925227
68123,1,B,[0.08096617 0.11950425 0.09611905 0.10204451 0.59516917 0.00619685],0.1195042518545323
68123,2,B,[0.07452634 0.13455559 0.09862305 0.11186417 0.5756521  0.00477875],0.13455559129409242
68123,3,B,[0.07468238 0.17402386 0.09965521 0.11865087 0.52858566 0.00440202],0.17402385696173053
68123,4,B,[0.07408466 0.22280042 0.09871349 0.11972967 0.48054099 0.00413076],0.22280042128628214
68123,5,B,[0.07305256 0.28622312 0.09443194 0.11994845 0.42266085 0.00368309],0.28622311714242205
68123,6,B,[0.06995137 0.37825153 0.08470823 0.11496243 0.3492209  0.00290553],0.3782515329851867
68123,7,B,[0.06626361 0.51702288 0.06784295 0.10084091 0.24528778 0.00274186],0.5170228794536158
68123,8,B,[0.06064542 0.63270366 0.0519087  0.08750492 0.16507281 0.0021645 ],0.6327036599763872
68369,1,A,[0.18065859 0.20594355 0.16677221 0.18825764 0.2534829  0.00488511],0.18065858512755564
68369,2,A,[0.18419259 0.19919895 0.15360934 0.19261284 0.26613212 0.00425416],0.18419258986965645
68369,3,A,[0.20052009 0.1908654  0.14202914 0.19709162 0.26558659 0.00390716],0.20052009211581753
68369,4,A,[0.22743514 0.1825036  0.13136884 0.19679562 0.25782267 0.00407413],0.2274351366349192
68369,5,A,[0.26377491 0.17119861 0.12198176 0.19386679 0.24504081 0.00413713],0.2637749087689019
68369,6,A,[0.32138563 0.15906727 0.1084144  0.18438488 0.22257288 0.00417494],0.3213856281977595
68369,7,A,[0.42048788 0.13917346 0.09108952 0.16177376 0.1833492  0.00412618],0.4204878757633814
68369,8,A,[0.52239276 0.11747344 0.07390791 0.13693428 0.1454939  0.00379772],0.5223927587563951
68538,1,D,[0.66666667 0.         0.33333333 0.         0.         0.        ],0.0
68538,2,D,[0.26582278 0.15189873 0.20253165 0.24050633 0.12658228 0.01265823],0.24050632911392406
68538,3,D,[0.30379747 0.18987342 0.24050633 0.12658228 0.13924051 0.        ],0.12658227848101267
68538,4,D,[0.28787879 0.16666667 0.25757576 0.15151515 0.12121212 0.01515152],0.15151515151515152
68538,5,D,[0.33333333 0.27272727 0.09090909 0.12121212 0.18181818 0.        ],0.12121212121212122
68538,6,D,[0.23809524 0.19047619 0.0952381  0.28571429 0.19047619 0.        ],0.2857142857142857
68538,7,D,[0.3 0.3 0.2 0.2 0.  0. ],0.2
68538,8,D,[0.5 0.  0.  0.  0.5 0. ],0.0
75825,1,B,[0.15510223 0.23670165 0.25502081 0.14234666 0.20291297 0.00791569],0.23670164646281888
75825,2,B,[0.14436965 0.24803566 0.26753741 0.14385655 0.18960315 0.00659759],0.24803565684878004
75825,3,B,[0.12708619 0.28152897 0.27440358 0.14017259 0.17096411 0.00584457],0.281528967319585
75825,4,B,[0.11196362 0.32434797 0.27293575 0.13511738 0.15007758 0.00555769],0.32434796887917466
75825,5,B,[0.0984337  0.3700401  0.27057987 0.12486111 0.13102591 0.00505931],0.3700401022013909
75825,6,B,[0.08459187 0.42932401 0.26182929 0.11117184 0.10889396 0.00418904],0.429324005543077
75825,7,B,[0.06943759 0.51126    0.23796085 0.09396905 0.08381612 0.00355639],0.5112599951816628
75825,8,B,[0.05899252 0.57528532 0.21898859 0.07975207 0.06426604 0.00271547],0.5752853207398662
75829,1,C,[0.24561245 0.25940836 0.21150715 0.15193595 0.12647006 0.00506604],0.21150714673421386
75829,2,C,[0.24636616 0.25536461 0.22235752 0.14965002 0.12191181 0.00434989],0.22235751811177992
75829,3,C,[0.2396305  0.24409074 0.24054907 0.15366005 0.11784873 0.0042209 ],0.24054907237301731
75829,4,C,[0.23094586 0.23457549 0.26085492 0.15483686 0.11448341 0.00430346],0.2608549167053601
75829,5,C,[0.21748817 0.22301844 0.28653615 0.15627168 0.11178982 0.00489574],0.28653615120391207
75829,6,C,[0.19949788 0.20573913 0.32320159 0.159099   0.10754698 0.00491543],0.323201585348223
75829,7,C,[0.16878329 0.18291708 0.38132933 0.16044298 0.10144129 0.00508602],0.38132932570047534
75829,8,C,[0.1441952  0.15905155 0.4433294  0.15523416 0.09242424 0.00576545],0.4433293978748524
75845,1,D,[0.11707472 0.19418926 0.28003801 0.27935919 0.12535638 0.00398244],0.2793591890301851
75845,2,D,[0.10527243 0.20897781 0.29859118 0.28162177 0.10201572 0.00352109],0.2816217686657803
75845,3,D,[0.09825991 0.22612756 0.30946225 0.27514911 0.08739284 0.00360833],0.2751491066545418
75845,4,D,[0.09577849 0.24054821 0.31327585 0.27018261 0.07605623 0.00415862],0.27018260519770426
75845,5,D,[0.09541933 0.25957974 0.31275568 0.26209634 0.06575614 0.00439277],0.2620963418969321
75845,6,D,[0.09832845 0.2784603  0.31070266 0.25212603 0.05578659 0.00459597],0.2521260347996007
75845,7,D,[0.10367817 0.29932985 0.30661276 0.23656449 0.04853998 0.00527475],0.23656448663907526
75845,8,D,[0.10842781 0.31676114 0.29570146 0.23128248 0.04190285 0.00592426],0.2312824752007558
76318,1,C,[0.19365289 0.17950413 0.32905785 0.10393388 0.18201653 0.01183471],0.3290578512396694
76318,2,C,[0.20351688 0.16043654 0.34867459 0.08642402 0.19216455 0.00878343],0.34867458599098833
76318,3,C,[0.2177195  0.14970497 0.35756986 0.07192983 0.19556598 0.00750986],0.3575698588168933
76318,4,C,[0.2341736  0.13930479 0.36466511 0.06368635 0.1914342  0.00673595],0.3646651063305598
76318,5,C,[0.24862785 0.12958055 0.3703051  0.05461687 0.19084293 0.00602669],0.37030510116229015
76318,6,C,[0.26551713 0.12167374 0.37867738 0.04524682 0.1835586  0.00532633],0.37867738415497143
76318,7,C,[0.28376303 0.11066008 0.38917535 0.03766685 0.17456573 0.00416895],0.3891753519839093
76318,8,C,[0.30059578 0.1083228  0.39971114 0.02996931 0.15760968 0.0037913 ],0.3997111391948005
78112,1,E,[0.12348471 0.19300706 0.14338701 0.11624751 0.41740546 0.00646825],0.41740546408539897
78112,2,E,[0.12061756 0.17622034 0.14556817 0.10584095 0.44661046 0.00514252],0.4466104550536844
78112,3,E,[0.11888698 0.16641331 0.14753409 0.0956769  0.46644306 0.00504567],0.4664430615571713
78112,4,E,[0.11979479 0.15702823 0.15008324 0.08300869 0.48539371 0.00469134],0.4853937101505079
78112,5,E,[0.1224781  0.1513562  0.15393379 0.07254776 0.49522835 0.0044558 ],0.4952283456572869
78112,6,E,[0.12692659 0.14516021 0.16068224 0.06387938 0.49907086 0.00428072],0.4990708646424327
78112,7,E,[0.13537233 0.13614097 0.16875652 0.05376652 0.50202867 0.00393498],0.502028672930505
78112,8,E,[0.14171586 0.1287682  0.17752853 0.04700905 0.50096419 0.00401417],0.5009641873278237
78377,1,B,[0.24506966 0.23842048 0.22801701 0.1728786  0.1114981  0.00411616],0.23842048127374707
78377,2,B,[0.23461839 0.25579347 0.23361516 0.16842807 0.10426335 0.00328156],0.2557934721009665
78377,3,B,[0.23323932 0.27161552 0.23615675 0.16361231 0.0920673  0.00330879],0.2716155199627397
78377,4,B,[0.22875166 0.28893218 0.23989253 0.15650446 0.08216215 0.00375704],0.2889321751735541
78377,5,B,[0.22075106 0.3077294  0.2399674  0.15344027 0.07377733 0.00433453],0.307729403204792
78377,6,B,[0.20600712 0.32052878 0.24451246 0.15506158 0.06914036 0.0047497 ],0.32052877851317185
78377,7,B,[0.18224404 0.33733332 0.24676005 0.16142577 0.06650453 0.00573229],0.3373333180370247
78377,8,B,[0.16416765 0.34582841 0.24102715 0.17396694 0.0680244  0.00698544],0.3458284140102322
78716,1,C,[0.13452144 0.14420119 0.37230867 0.08015198 0.2660123  0.00280441],0.37230866654604666
78716,2,C,[0.13549373 0.15135398 0.38974023 0.07797638 0.2429276  0.00250808],0.3897402318920492
78716,3,C,[0.1416119  0.15698502 0.41662678 0.07193314 0.21064701 0.00219616],0.41662677568763423
78716,4,C,[0.15061834 0.15389973 0.44544796 0.06471048 0.18338128 0.00194222],0.4454479564217846
78716,5,C,[0.155279   0.14552418 0.4852169  0.05794796 0.15423837 0.0017936 ],0.48521689594296574
78716,6,C,[0.15714553 0.12959587 0.53629622 0.04945045 0.12588638 0.00162555],0.5362962231617401
78716,7,C,[0.14924226 0.10186577 0.61526725 0.03967098 0.09252355 0.0014302 ],0.6152672456319479
78716,8,C,[0.1354388  0.07544274 0.68815427 0.03260527 0.06678473 0.00157418],0.6881542699724518
81969,1,A,[0.16365117 0.13343586 0.270038   0.12732947 0.30111272 0.00443278],0.16365116699837162
81969,2,A,[0.16953468 0.1308107  0.26554626 0.12670971 0.3038835  0.00351514],0.1695346842500268
81969,3,A,[0.18642133 0.12783657 0.25424354 0.12127397 0.30693521 0.00328939],0.18642132636427147
81969,4,A,[0.20810919 0.12107734 0.24002843 0.1157603  0.31189907 0.00312567],0.20810919468635689
81969,5,A,[0.23791717 0.11270636 0.22481768 0.10852411 0.31279435 0.00324033],0.23791716723915238
81969,6,A,[0.28356435 0.10261392 0.20275602 0.09771613 0.3103171  0.00303247],0.283564353642669
81969,7,A,[0.35360477 0.08715837 0.17737599 0.08367081 0.29526465 0.00292542],0.35360476632976545
81969,8,A,[0.42630854 0.07420307 0.1525974  0.07223534 0.2716647  0.00299095],0.4263085399449036
81994,1,C,[0.19721368 0.13538086 0.28297449 0.16206803 0.21698028 0.00538267],0.28297448887280624
81994,2,C,[0.18196404 0.11942287 0.3158189  0.16355741 0.21489455 0.00434223],0.3158188975171928
81994,3,C,[0.16937278 0.10764096 0.34876575 0.16464732 0.20530054 0.00427265],0.34876575154604494
81994,4,C,[0.15829945 0.09533584 0.37916332 0.16169975 0.20144732 0.00405431],0.3791633163837329
81994,5,C,[0.14957388 0.08476455 0.40509428 0.15847702 0.1981703  0.00391998],0.40509427683491545
81994,6,C,[0.13839357 0.07474691 0.4339926  0.15407074 0.19522774 0.00356844],0.4339926021784434
81994,7,C,[0.12948708 0.06213743 0.46116076 0.14695929 0.19692468 0.00333077],0.46116076037950143
81994,8,C,[0.12408501 0.055549   0.46869343 0.14167651 0.20708383 0.00291224],0.46869342778433687
82581,1,A,[0.14958386 0.14759363 0.35665822 0.22394608 0.1170617  0.0051565 ],0.14958386104577528
82581,2,A,[0.14114169 0.14155524 0.36194458 0.23156657 0.11995512 0.00383679],0.14114169308765642
82581,3,A,[0.14254987 0.13825459 0.35399578 0.24292312 0.11863793 0.0036387 ],0.14254987450513623
82581,4,A,[0.15194335 0.13816944 0.34090214 0.24659404 0.11868212 0.0037089 ],0.1519433528499111
82581,5,A,[0.16672871 0.1384372  0.32209795 0.25126483 0.11770081 0.00377051],0.16672870945362867
82581,6,A,[0.19498091 0.14012137 0.29015117 0.25460072 0.1165245  0.00362134],0.19498090600394222
82581,7,A,[0.25522273 0.14269544 0.23913102 0.25106214 0.10786957 0.00401911],0.2552227333738685
82581,8,A,[0.33541913 0.14323101 0.18207399 0.23713105 0.09844549 0.00369933],0.33541912632821724
