CO_ITEM,NSE_CLASS,TP_COR_RACA,TX_GABARITO,answer_distribution,correct_probability
44570,Very High,1,A,[0.62625858 0.02931967 0.05529662 0.02478922 0.26261731 0.0017186 ],0.6262585817504521
44570,Very High,2,A,[0.57425461 0.03728741 0.084039   0.03202163 0.26827012 0.00412723],0.5742546075571052
44570,Very High,3,A,[0.59300997 0.03522801 0.0734663  0.02928463 0.26680354 0.00220754],0.5930099725215351
44570,Very High,4,A,[0.60655738 0.03199109 0.05331848 0.02514722 0.28187172 0.00111412],0.6065573770491803
44570,Very High,5,A,[0.53366584 0.05486284 0.09975062 0.04738155 0.25935162 0.00498753],0.5336658354114713
44570,Very Low,0,A,[0.43741007 0.07733813 0.18417266 0.06043165 0.2381295  0.00251799],0.437410071942446
44570,Very Low,1,A,[0.46919647 0.06790627 0.17495494 0.04931221 0.2355564  0.00307371],0.4691964709230623
44570,Very Low,2,A,[0.43369849 0.07223267 0.19815907 0.05764785 0.23428621 0.00397571],0.4336984939824118
44570,Very Low,3,A,[0.43326992 0.07803195 0.19154693 0.0576614  0.23600411 0.00348568],0.4332699215426789
44570,Very Low,4,A,[0.43019802 0.0689769  0.19834983 0.05825083 0.24042904 0.00379538],0.4301980198019802
44570,Very Low,5,A,[0.39363583 0.09929287 0.18503241 0.07189157 0.24337065 0.00677666],0.3936358279316441
44969,Medium,0,B,[0.16553063 0.26535807 0.25608283 0.2244176  0.08304573 0.00556514],0.26535806729939604
44969,Medium,1,B,[0.15877923 0.26647115 0.2646759  0.23436941 0.07203063 0.00367369],0.2664711492516236
44969,Medium,2,B,[0.16914367 0.25907025 0.25654315 0.23099618 0.0803273  0.00391945],0.2590702495813731
44969,Medium,3,B,[0.16649126 0.26114013 0.25932216 0.2307626  0.07856871 0.00371514],0.2611401298097906
44969,Medium,4,B,[0.16562097 0.26871508 0.24735711 0.23223034 0.08212291 0.00395359],0.2687150837988827
44969,Medium,5,B,[0.17638166 0.25650932 0.24794221 0.23332773 0.08214346 0.00369562],0.25650932303040486
44969,Very High,0,B,[0.15026478 0.30538394 0.24249779 0.22065313 0.0739188  0.00728155],0.3053839364518976
44969,Very High,1,B,[0.14355255 0.28795541 0.26250934 0.23688331 0.06399759 0.00510181],0.28795540639031103
44969,Very High,2,B,[0.15569629 0.27211272 0.26264854 0.23190778 0.07258237 0.0050523 ],0.2721127161460186
44969,Very High,3,B,[0.15230479 0.27498533 0.26399395 0.23460125 0.0679243  0.00619037],0.2749853345271543
44969,Very High,4,B,[0.124622   0.33646347 0.24510584 0.22807576 0.06175394 0.00397899],0.3364634728632819
44969,Very High,5,B,[0.13466334 0.23690773 0.29426434 0.23441397 0.08977556 0.00997506],0.23690773067331672
44969,Very Low,0,B,[0.17967626 0.26115108 0.23597122 0.22446043 0.0955036  0.00323741],0.26115107913669067
44969,Very Low,1,B,[0.17370268 0.25940613 0.25096291 0.22715112 0.08536192 0.00341524],0.2594061284508111
44969,Very Low,2,B,[0.1809814  0.25286835 0.24498174 0.22484389 0.09252177 0.00380286],0.2528683477020808
44969,Very Low,3,B,[0.17821273 0.25757397 0.2428514  0.22519851 0.09325669 0.0029067 ],0.2575739672936951
44969,Very Low,4,B,[0.17689769 0.25561056 0.2529703  0.22310231 0.08778878 0.00363036],0.25561056105610563
44969,Very Low,5,B,[0.16882734 0.25928108 0.24042428 0.21714791 0.10960519 0.0047142 ],0.2592810842663524
45201,Medium,0,C,[0.14620362 0.24827437 0.30517688 0.19900777 0.09654875 0.00478861],0.30517687661777393
45201,Medium,1,C,[0.13232828 0.25385409 0.33855401 0.1811367  0.09046292 0.00366402],0.3385540094289434
45201,Medium,2,C,[0.14598885 0.24541657 0.28131728 0.21651445 0.10602148 0.00474137],0.2813172793238179
45201,Medium,3,C,[0.15189118 0.24842313 0.27399616 0.21807024 0.10348881 0.00413047],0.2739961563912315
45201,Medium,4,C,[0.15066609 0.24529437 0.27447357 0.21637301 0.10889557 0.00429738],0.2744735711216158
45201,Medium,5,C,[0.17033429 0.24155888 0.22140097 0.23517554 0.12531497 0.00621535],0.22140097429867295
45201,Very High,0,C,[0.09355693 0.26213592 0.44947043 0.12202118 0.06796117 0.00485437],0.44947043248014124
45201,Very High,1,C,[0.09310131 0.26898783 0.45294096 0.11913224 0.06253993 0.00329773],0.45294096475521206
45201,Very High,2,C,[0.10922935 0.2627197  0.38924073 0.15541166 0.07841742 0.00498114],0.3892407315164022
45201,Very High,3,C,[0.1112106  0.26627867 0.39905523 0.14813671 0.07096545 0.00435333],0.39905523480193894
45201,Very High,4,C,[0.09247175 0.24431004 0.47891135 0.1155499  0.06509629 0.00366067],0.4789113480821264
45201,Very High,5,C,[0.13715711 0.25685786 0.3117207  0.16957606 0.12219451 0.00249377],0.3117206982543641
45201,Very Low,0,C,[0.17823741 0.23848921 0.21241007 0.24478417 0.12032374 0.0057554 ],0.21241007194244604
45201,Very Low,1,C,[0.16816241 0.24111564 0.23098378 0.24077412 0.11515037 0.00381368],0.23098377763020586
45201,Very Low,2,C,[0.16667747 0.23703031 0.213673   0.24900067 0.12873533 0.00488321],0.21367299755839328
45201,Very Low,3,C,[0.1790103  0.23542513 0.19935131 0.25746762 0.12434422 0.00440141],0.1993513091974667
45201,Very Low,4,C,[0.17359736 0.23184818 0.2009901  0.26386139 0.12590759 0.00379538],0.200990099009901
45201,Very Low,5,C,[0.1865056  0.20477313 0.17442546 0.28520919 0.14172068 0.00736594],0.17442545668827342
47309,Medium,0,B,[0.16445211 0.29141501 0.19805867 0.1539258  0.18559103 0.00655738],0.2914150129421915
47309,Medium,1,B,[0.15894173 0.32994918 0.18417973 0.14564564 0.17654797 0.00473575],0.3299491796587086
47309,Medium,2,B,[0.15675967 0.28592371 0.20703784 0.16126183 0.18393822 0.00507873],0.2859237086970123
47309,Medium,3,B,[0.1574982  0.29560414 0.20134245 0.15715679 0.18371183 0.0046866 ],0.2956041364551509
47309,Medium,4,B,[0.15195531 0.31151697 0.19428449 0.15371723 0.18302535 0.00550064],0.31151697464546624
47309,Medium,5,B,[0.163447   0.26423652 0.20880228 0.16563077 0.19301193 0.00487149],0.2642365194019822
47309,Very High,0,B,[0.16328332 0.39916152 0.15357458 0.12047661 0.15710503 0.00639894],0.39916151809355693
47309,Very High,1,B,[0.1553848  0.43624985 0.14990057 0.11010285 0.14275624 0.00560569],0.43624985378406833
47309,Very High,2,B,[0.16516046 0.35423041 0.18302142 0.13740838 0.15292108 0.00725824],0.3542304134348538
47309,Very High,3,B,[0.16068727 0.38553213 0.16768039 0.12694125 0.15279879 0.00636018],0.38553212510420204
47309,Very High,4,B,[0.14976922 0.47493236 0.12891931 0.0974057  0.14244788 0.00652555],0.4749323571542257
47309,Very High,5,B,[0.16957606 0.30673317 0.19950125 0.16209476 0.159601   0.00249377],0.30673316708229426
47309,Very Low,0,B,[0.15467626 0.24586331 0.22895683 0.1721223  0.19388489 0.0044964 ],0.245863309352518
47309,Very Low,1,B,[0.1499668  0.27141637 0.21146001 0.16759321 0.1948392  0.00472441],0.27141637415804953
47309,Very Low,2,B,[0.15088265 0.24880621 0.22454139 0.17601175 0.19444264 0.00531536],0.24880620557032043
47309,Very Low,3,B,[0.14848402 0.25507491 0.22071439 0.17508153 0.19660412 0.00404102],0.25507491256262405
47309,Very Low,4,B,[0.14768977 0.25660066 0.219967   0.17656766 0.19438944 0.00478548],0.2566006600660066
47309,Very Low,5,B,[0.14761344 0.22392457 0.22038892 0.18945197 0.21037124 0.00824985],0.22392457277548616
49544,Medium,0,C,[0.15655738 0.13528904 0.26962899 0.21423641 0.22057808 0.00371009],0.26962899050905953
49544,Medium,1,C,[0.14756471 0.12719788 0.28556118 0.22742248 0.20882769 0.00342607],0.285561180765265
49544,Medium,2,C,[0.15682101 0.14757748 0.23463961 0.22065471 0.23579275 0.00451442],0.23463961283911847
49544,Medium,3,C,[0.16088248 0.14568756 0.23887395 0.21583694 0.23479099 0.00392808],0.23887394934320752
49544,Medium,4,C,[0.15737    0.14899012 0.23996562 0.21581435 0.23403524 0.00382467],0.23996562097120758
49544,Medium,5,C,[0.17167815 0.16747858 0.20376281 0.19351587 0.25734924 0.00621535],0.20376280866789853
49544,Very High,0,C,[0.13018535 0.09267432 0.41968226 0.20609003 0.14739629 0.00397176],0.41968225948808474
49544,Very High,1,C,[0.13188227 0.09118475 0.41144713 0.2137407  0.14881633 0.00292882],0.4114471328180534
49544,Very High,2,C,[0.13861809 0.11477976 0.33772148 0.22002419 0.18515619 0.00370028],0.33772148295737564
49544,Very High,3,C,[0.13989317 0.10704251 0.36226805 0.21683288 0.17022755 0.00373584],0.3622680539689401
49544,Very High,4,C,[0.12860099 0.09485914 0.42002228 0.20181442 0.15263409 0.00206908],0.42002228234919625
49544,Very High,5,C,[0.14962594 0.13216958 0.30922693 0.20947631 0.18453865 0.01496259],0.3092269326683292
49544,Very Low,0,C,[0.19658273 0.15701439 0.19100719 0.18597122 0.26510791 0.00431655],0.19100719424460433
49544,Very Low,1,C,[0.17427189 0.1570629  0.20153686 0.20599564 0.25671189 0.00442083],0.20153685608576036
49544,Very Low,2,C,[0.17812925 0.16855729 0.1846114  0.19537175 0.26836067 0.00496964],0.18461139560510792
49544,Very Low,3,C,[0.18581624 0.17121774 0.1765526  0.18878202 0.27311773 0.00451366],0.1765526042158994
49544,Very Low,4,C,[0.18712871 0.16930693 0.17755776 0.18861386 0.27326733 0.00412541],0.17755775577557756
49544,Very Low,5,C,[0.19563936 0.17265763 0.1543901  0.16175604 0.31025339 0.00530348],0.15439010017678256
53461,Medium,0,C,[0.10918896 0.14378775 0.24555651 0.20789474 0.28805004 0.005522  ],0.2455565142364107
53461,Medium,1,C,[0.10859535 0.14263357 0.24293942 0.20697633 0.2949437  0.00391164],0.24293941604003721
53461,Medium,2,C,[0.11760196 0.15699889 0.23389743 0.21184668 0.27478486 0.00487018],0.2338974318082842
53461,Medium,3,C,[0.11274234 0.15167472 0.23578182 0.21134745 0.28422466 0.00422903],0.23578181536598758
53461,Medium,4,C,[0.11559948 0.14847443 0.24297379 0.20206274 0.28663515 0.0042544 ],0.24297378599054575
53461,Medium,5,C,[0.11657988 0.16243911 0.22963212 0.21149001 0.27616328 0.00369562],0.22963211825970098
53461,Very High,0,C,[0.10260371 0.1266549  0.3201677  0.1798323  0.26544572 0.00529568],0.3201676963812886
53461,Very High,1,C,[0.09659699 0.12251995 0.32629547 0.17643539 0.27379271 0.00435948],0.32629547315475493
53461,Very High,2,C,[0.1096563  0.14409735 0.27026258 0.19860528 0.27140112 0.00597737],0.2702625773856116
53461,Very High,3,C,[0.10250394 0.13518478 0.29815678 0.18858254 0.27049307 0.00507888],0.29815678162339065
53461,Very High,4,C,[0.086742   0.11220754 0.37832246 0.16329779 0.25481458 0.00461563],0.3783224574247971
53461,Very High,5,C,[0.13965087 0.159601   0.22942643 0.18204489 0.28179551 0.0074813 ],0.22942643391521197
53461,Very Low,0,C,[0.1221223  0.15179856 0.22877698 0.20485612 0.28866906 0.00377698],0.22877697841726619
53461,Very Low,1,C,[0.11674414 0.14973911 0.2303956  0.20791196 0.29122474 0.00398444],0.23039559814059388
53461,Very Low,2,C,[0.12236123 0.15868283 0.23430782 0.20425228 0.27587995 0.00451589],0.23430781530217584
53461,Very Low,3,C,[0.11848355 0.15568579 0.23110053 0.20586776 0.28517582 0.00368655],0.23110052935060024
53461,Very Low,4,C,[0.1189769  0.15709571 0.23168317 0.20643564 0.28184818 0.0039604 ],0.2316831683168317
53461,Very Low,5,C,[0.11667649 0.15880966 0.23129051 0.19534473 0.29139658 0.00648203],0.2312905126694166
54528,Medium,0,E,[0.57368421 0.08740293 0.11389129 0.09098361 0.13067299 0.00336497],0.13067299396031062
54528,Medium,1,E,[0.62414227 0.07243688 0.09452545 0.08452968 0.12161673 0.00274898],0.12161673298911435
54528,Medium,2,E,[0.5565499  0.09526906 0.12424478 0.10114517 0.11907405 0.00371704],0.11907405249244019
54528,Medium,3,E,[0.55988392 0.09544786 0.12100504 0.09849423 0.12212785 0.0030411 ],0.12212785278837625
54528,Medium,4,E,[0.55302965 0.09518694 0.12440911 0.0981951  0.12526859 0.00391061],0.1252685861624409
54528,Medium,5,E,[0.50881908 0.11977154 0.14026541 0.10465312 0.12245926 0.00403158],0.1224592642365194
54528,Very High,0,E,[0.63967343 0.05692851 0.08053839 0.05207414 0.16879965 0.00198588],0.16879964695498675
54528,Very High,1,E,[0.67350657 0.04730198 0.06943682 0.0562369  0.15144821 0.00206952],0.151448212566472
54528,Very High,2,E,[0.63751512 0.0643279  0.0906568  0.07735003 0.12652103 0.00362912],0.12652102753860386
54528,Very High,3,E,[0.64890858 0.05924851 0.08195684 0.06715243 0.13992405 0.0028096 ],0.139924048287999
54528,Very High,4,E,[0.66592392 0.04711125 0.06557377 0.05650167 0.16266115 0.00222823],0.16266114913257998
54528,Very High,5,E,[0.62094763 0.09476309 0.09725686 0.08478803 0.09725686 0.00498753],0.09725685785536159
54528,Very Low,0,E,[0.47356115 0.13345324 0.15197842 0.10539568 0.13129496 0.00431655],0.13129496402877697
54528,Very Low,1,E,[0.504658   0.11558676 0.14213073 0.10562565 0.12837492 0.00362394],0.12837491699079784
54528,Very Low,2,E,[0.45638599 0.12482444 0.16596443 0.11711069 0.13122016 0.00449428],0.131220155139258
54528,Very Low,3,E,[0.45807142 0.12932461 0.16220224 0.11363905 0.13255624 0.00420645],0.13255624350127612
54528,Very Low,4,E,[0.45264026 0.11930693 0.1630363  0.12590759 0.1369637  0.00214521],0.13696369636963696
54528,Very Low,5,E,[0.40866235 0.14790807 0.1865056  0.1175604  0.13111373 0.00824985],0.13111373011196228
60382,Medium,0,E,[0.08727555 0.16423515 0.14830801 0.16794717 0.42727037 0.00496374],0.4272703729281768
60382,Medium,1,E,[0.07088611 0.14829065 0.13716788 0.15823476 0.48147044 0.00395016],0.4814704425107608
60382,Medium,2,E,[0.08522466 0.17473202 0.14960026 0.17854842 0.40651978 0.00537486],0.4065197783790749
60382,Medium,3,E,[0.08670955 0.17080781 0.14428642 0.17862406 0.41492009 0.00465207],0.4149200854347187
60382,Medium,4,E,[0.08882201 0.16895959 0.14995701 0.17317283 0.41362855 0.00546002],0.4136285468615649
60382,Medium,5,E,[0.10558171 0.19872226 0.15232011 0.17955615 0.35776732 0.00605245],0.3577673167451244
60382,Very High,0,E,[0.06023831 0.10569285 0.14033539 0.13636364 0.55383936 0.00353045],0.5538393645189762
60382,Very High,1,E,[0.05257379 0.10146206 0.13500524 0.13040622 0.57740718 0.00314552],0.5774071757394665
60382,Very High,2,E,[0.06676632 0.13516976 0.13879991 0.15275109 0.50160154 0.00491138],0.5016015374759769
60382,Very High,3,E,[0.06187748 0.12123786 0.13508964 0.14843183 0.5295026  0.00386059],0.5295026020353012
60382,Very High,4,E,[0.05842089 0.10283349 0.15329513 0.12957657 0.55380452 0.0020694 ],0.5538045208532315
60382,Very High,5,E,[0.06234414 0.13466334 0.15461347 0.16209476 0.48129676 0.00498753],0.48129675810473815
60382,Very Low,0,E,[0.12698127 0.18731988 0.15886167 0.19182277 0.32979107 0.00522334],0.3297910662824208
60382,Very Low,1,E,[0.10376911 0.19018323 0.14793506 0.18917687 0.36434064 0.00459508],0.36434064369125607
60382,Very Low,2,E,[0.1130134  0.19844358 0.1538262  0.19740597 0.33132296 0.00598789],0.33132295719844357
60382,Very Low,3,E,[0.11762654 0.19869836 0.15312908 0.19855058 0.32648622 0.00550922],0.3264862180870244
60382,Very Low,4,E,[0.11309229 0.20125475 0.14413076 0.20108965 0.33580981 0.00462275],0.33580980683506684
60382,Very Low,5,E,[0.13889708 0.22530227 0.16130935 0.19817163 0.26688293 0.00943674],0.2668829253907402
60441,Medium,0,E,[0.04417601 0.1313201  0.06535807 0.11410699 0.63986195 0.00517688],0.6398619499568594
60441,Medium,1,E,[0.0310687  0.11998398 0.05055337 0.08600187 0.70865842 0.00373366],0.708658416502392
60441,Medium,2,E,[0.04818656 0.14198966 0.06958714 0.12062589 0.61483258 0.00477817],0.6148325799071354
60441,Medium,3,E,[0.04393752 0.13556464 0.06478522 0.11580455 0.6359131  0.00399496],0.6359131034676954
60441,Medium,4,E,[0.04447787 0.13545337 0.07039106 0.11920928 0.62634293 0.00412548],0.6263429308122046
60441,Medium,5,E,[0.06299345 0.15454393 0.08046363 0.1500084  0.54829498 0.00369562],0.5482949773223584
60441,Very High,0,E,[0.0211827  0.08561342 0.04060018 0.05913504 0.78817299 0.00529568],0.7881729920564872
60441,Very High,1,E,[0.01535492 0.07733248 0.03186608 0.04451713 0.82794209 0.0029873 ],0.8279420894931481
60441,Very High,2,E,[0.02988686 0.10332313 0.04931331 0.07058991 0.74240376 0.00448303],0.7424037572048673
60441,Very High,3,E,[0.02155053 0.09334959 0.04140295 0.05941832 0.78048103 0.00379759],0.7804810275093396
60441,Very High,4,E,[0.01559764 0.08308133 0.03676588 0.04185898 0.81951297 0.00318319],0.8195129715104249
60441,Very High,5,E,[0.03990025 0.12468828 0.03990025 0.08977556 0.7032419  0.00249377],0.7032418952618454
60441,Very Low,0,E,[0.07266187 0.15359712 0.09118705 0.16780576 0.50917266 0.00557554],0.5091726618705036
60441,Very Low,1,E,[0.05988047 0.14626696 0.07631155 0.15006166 0.56358979 0.00388957],0.5635897922398254
60441,Very Low,2,E,[0.07540892 0.15122837 0.08956159 0.17357015 0.50456991 0.00566107],0.5045699098982304
60441,Very Low,3,E,[0.07274435 0.15546129 0.08724832 0.17410672 0.50629195 0.00414737],0.5062919463087249
60441,Very Low,4,E,[0.07541254 0.1549505  0.09059406 0.17211221 0.50363036 0.00330033],0.5036303630363036
60441,Very Low,5,E,[0.10194461 0.1567472  0.10430171 0.21538008 0.4145551  0.0070713 ],0.4145550972304066
61248,Medium,0,D,[0.2435289  0.2255824  0.17208801 0.22899051 0.12467645 0.00513374],0.22899050905953408
61248,Medium,1,D,[0.25488133 0.21934578 0.16293655 0.2454756  0.11357485 0.00378589],0.2454755967569387
61248,Medium,2,D,[0.24764925 0.23399557 0.17084885 0.21395055 0.12891255 0.00464323],0.21395054988867285
61248,Medium,3,D,[0.25104362 0.23083651 0.16713187 0.22159179 0.12508799 0.00430822],0.22159178903797147
61248,Medium,4,D,[0.2416416  0.22866352 0.16415986 0.23876235 0.12303395 0.00373872],0.23876235496347228
61248,Medium,5,D,[0.23719133 0.25247774 0.16966236 0.20544263 0.13001848 0.00520746],0.20544263396606752
61248,Very High,0,D,[0.18512798 0.18270079 0.18336275 0.34664607 0.09730803 0.00485437],0.34664607237422773
61248,Very High,1,D,[0.19680664 0.18200959 0.17127509 0.35515625 0.09095531 0.00379712],0.3551562485940776
61248,Very High,2,D,[0.22706895 0.21532769 0.17654593 0.27182808 0.10389241 0.00533694],0.27182807941364834
61248,Very High,3,D,[0.21913304 0.19949674 0.17343851 0.30655469 0.09639075 0.00498626],0.30655469449504463
61248,Very High,4,D,[0.17268821 0.16584434 0.16552602 0.40919943 0.08355881 0.00318319],0.4091994270253064
61248,Very High,5,D,[0.27930175 0.20947631 0.1521197  0.24937656 0.10224439 0.0074813 ],0.24937655860349128
61248,Very Low,0,D,[0.24190647 0.23741007 0.18345324 0.19892086 0.13453237 0.00377698],0.19892086330935252
61248,Very Low,1,D,[0.24274737 0.24033773 0.17351295 0.20455365 0.13463618 0.00421212],0.20455364766151218
61248,Very Low,2,D,[0.22525442 0.2378946  0.1867289  0.19880729 0.14625872 0.00505607],0.19880728592727037
61248,Very Low,3,D,[0.2309292  0.24601215 0.17915209 0.19713584 0.14288331 0.00388742],0.19713583514509878
61248,Very Low,4,D,[0.22260726 0.24207921 0.1839934  0.20148515 0.1460396  0.00379538],0.2014851485148515
61248,Very Low,5,D,[0.22245138 0.23305834 0.1982911  0.18473777 0.152033   0.0094284 ],0.18473777253977608
63204,Medium,0,E,[0.11673857 0.1880069  0.20560828 0.26328732 0.22053494 0.00582399],0.22053494391716996
63204,Medium,1,E,[0.11497546 0.18651858 0.1880875  0.27275066 0.23328026 0.00438753],0.2332802624782606
63204,Medium,2,E,[0.12009225 0.20582949 0.21710942 0.26839352 0.18374808 0.00482724],0.18374807554298822
63204,Medium,3,E,[0.11712623 0.20254445 0.20877448 0.27093042 0.19639714 0.00422727],0.19639714474777198
63204,Medium,4,E,[0.11718951 0.20073055 0.20446927 0.26373012 0.20971208 0.00416846],0.20971207563386335
63204,Medium,5,E,[0.11355619 0.20729044 0.23114396 0.26087687 0.18209306 0.00503948],0.18209306232151856
63204,Very High,0,E,[0.10370697 0.12599294 0.14805825 0.23631951 0.37886143 0.0070609 ],0.37886142983230364
63204,Very High,1,E,[0.09966528 0.13057308 0.13586834 0.24197612 0.38683337 0.00508382],0.3868333678252967
63204,Very High,2,E,[0.11065253 0.1654451  0.17519391 0.26627766 0.27467445 0.00775635],0.2746744467373515
63204,Very High,3,E,[0.1055914  0.15215042 0.156689   0.25900769 0.32046374 0.00609775],0.3204637376887215
63204,Very High,4,E,[0.09167595 0.1139583  0.11125259 0.21645711 0.46092631 0.00572975],0.4609263090880153
63204,Very High,5,E,[0.11970075 0.18703242 0.16458853 0.30673317 0.21695761 0.00498753],0.2169576059850374
63204,Very Low,0,E,[0.11690647 0.21348921 0.23039568 0.26600719 0.16978417 0.00341727],0.1697841726618705
63204,Very Low,1,E,[0.11981785 0.2174936  0.22521582 0.26024096 0.1731904  0.00404136],0.17319039939284697
63204,Very Low,2,E,[0.12341998 0.21416996 0.24254014 0.25265228 0.16218319 0.00503446],0.16218318532443118
63204,Very Low,3,E,[0.12264274 0.22001134 0.23557283 0.25271174 0.16541615 0.00364519],0.1654161546459968
63204,Very Low,4,E,[0.12689769 0.21105611 0.23613861 0.24983498 0.17260726 0.00346535],0.1726072607260726
63204,Very Low,5,E,[0.12964054 0.21950501 0.2374779  0.24779022 0.15969358 0.00589275],0.1596935769004125
63646,Medium,0,C,[0.11714199 0.37252449 0.2963714  0.11964448 0.09095224 0.00336541],0.29637140268369505
63646,Medium,1,C,[0.11677808 0.38526416 0.30087552 0.11542562 0.07910068 0.00255594],0.30087552120115707
63646,Medium,2,C,[0.11902089 0.38098218 0.25807184 0.1329039  0.10560412 0.00341707],0.2580718382871691
63646,Medium,3,C,[0.11537263 0.38391011 0.27308042 0.125666   0.09893458 0.00303626],0.2730804230699502
63646,Medium,4,C,[0.1139284  0.38789806 0.28793674 0.12024582 0.08672483 0.00326615],0.28793673986849455
63646,Medium,5,C,[0.11960356 0.36771376 0.27078784 0.12800269 0.11086847 0.00302369],0.27078783806484125
63646,Very High,0,C,[0.11120918 0.36518094 0.3770962  0.08759929 0.05317741 0.00573698],0.37709620476610767
63646,Very High,1,C,[0.11039224 0.37500787 0.36779566 0.0944201  0.050265   0.00211912],0.3677956645760409
63646,Very High,2,C,[0.12176203 0.38763165 0.29910333 0.11557074 0.073655   0.00227726],0.29910333048676346
63646,Very High,3,C,[0.112197   0.38872935 0.32708044 0.10501776 0.06408831 0.00288714],0.32708043847460244
63646,Very High,4,C,[0.09837631 0.34829672 0.43919134 0.07370264 0.03884113 0.00159185],0.43919134033747215
63646,Very High,5,C,[0.10224439 0.35660848 0.32418953 0.12718204 0.0872818  0.00249377],0.32418952618453867
63646,Very Low,0,C,[0.10813242 0.3747751  0.24829075 0.12990284 0.13548039 0.0034185 ],0.2482907520690896
63646,Very Low,1,C,[0.11251969 0.37447099 0.25293682 0.13223768 0.1245896  0.00324521],0.25293682272787654
63646,Very Low,2,C,[0.11574124 0.36144552 0.24023602 0.13912724 0.1393866  0.00406337],0.24023602135431302
63646,Very Low,3,C,[0.1108977  0.36711187 0.24368536 0.13463743 0.1400981  0.00356953],0.24368536138526092
63646,Very Low,4,C,[0.10874587 0.36914191 0.24257426 0.14488449 0.12953795 0.00511551],0.24257425742574257
63646,Very Low,5,C,[0.11402475 0.36299352 0.23246906 0.13022982 0.15586329 0.00441956],0.2324690630524455
64203,Medium,0,A,[0.16829163 0.1836497  0.29965487 0.21647972 0.12648835 0.00543572],0.1682916307161346
64203,Medium,1,A,[0.15438396 0.19389692 0.30249033 0.21940768 0.1257934  0.00402771],0.15438395570679353
64203,Medium,2,A,[0.17236388 0.17199585 0.30711574 0.21636724 0.12742819 0.0047291 ],0.1723638772518447
64203,Medium,3,A,[0.17000049 0.17698551 0.30672491 0.21523857 0.12676693 0.00428358],0.17000049277035492
64203,Medium,4,A,[0.17017619 0.17662226 0.30330898 0.21319295 0.13235926 0.00434035],0.17017619252256125
64203,Medium,5,A,[0.18965228 0.15320007 0.29800101 0.22375273 0.13035444 0.00503948],0.189652276163279
64203,Very High,0,A,[0.13172992 0.21557811 0.28596646 0.23940865 0.12157988 0.00573698],0.131729920564872
64203,Very High,1,A,[0.12645654 0.22494759 0.2772479  0.23997409 0.12638455 0.00498934],0.12645653562719886
64203,Very High,2,A,[0.14402619 0.20408454 0.30150146 0.22557461 0.11961859 0.00519462],0.14402618657937807
64203,Very High,3,A,[0.13679027 0.21170768 0.29009849 0.22986199 0.12533576 0.00620581],0.13679026830096638
64203,Very High,4,A,[0.13735477 0.24064937 0.25242718 0.23905777 0.12430368 0.00620723],0.13735476683113162
64203,Very High,5,A,[0.14962594 0.20199501 0.28428928 0.24688279 0.11720698 0.        ],0.14962593516209477
64203,Very Low,0,A,[0.20125899 0.16115108 0.29568345 0.20989209 0.12859712 0.00341727],0.2012589928057554
64203,Very Low,1,A,[0.18707902 0.16605635 0.30027512 0.20870885 0.13334598 0.00453467],0.18707902476045915
64203,Very Low,2,A,[0.19364318 0.15308658 0.29884834 0.20991336 0.13938765 0.00512089],0.19364317970657505
64203,Very Low,3,A,[0.19928632 0.15413791 0.29900629 0.20551919 0.13815105 0.00389923],0.19928632195859722
64203,Very Low,4,A,[0.19273927 0.15792079 0.30759076 0.19983498 0.13646865 0.00544554],0.19273927392739273
64203,Very Low,5,A,[0.23099588 0.14643489 0.25751326 0.20447849 0.15409546 0.00648203],0.2309958750736594
66576,Medium,0,A,[0.84266609 0.04361519 0.03360656 0.04037964 0.03692839 0.00280414],0.8426660914581536
66576,Medium,1,A,[0.8968407  0.02987315 0.02011727 0.02403858 0.02693459 0.0021957 ],0.8968407042496019
66576,Medium,2,A,[0.84346727 0.04420577 0.03409126 0.03956254 0.03571056 0.00296259],0.8434672734967767
66576,Medium,3,A,[0.84055007 0.04353274 0.03537739 0.04068523 0.0372816  0.00257297],0.8405500725076379
66576,Medium,4,A,[0.84224323 0.04550924 0.03257413 0.03876235 0.03760206 0.00330898],0.8422432316287065
66576,Medium,5,A,[0.75020998 0.06769696 0.06164959 0.05912985 0.05694608 0.00436755],0.7502099781622711
66576,Very High,0,A,[0.93402471 0.02074139 0.01125331 0.01456311 0.0178729  0.00154457],0.9340247131509267
66576,Very High,1,A,[0.95496099 0.01327641 0.00744127 0.0094208  0.01364982 0.00125071],0.9549609940883774
66576,Very High,2,A,[0.91574753 0.02426528 0.01722052 0.01963993 0.02049384 0.00263289],0.9157475272183875
66576,Very High,3,A,[0.92863318 0.0201766  0.01301368 0.01602396 0.02036185 0.00179073],0.9286331779307789
66576,Very High,4,A,[0.94429413 0.01321025 0.01018622 0.01145949 0.01957664 0.00127328],0.9442941270093904
66576,Very High,5,A,[0.86533666 0.04239401 0.02493766 0.03241895 0.03241895 0.00249377],0.8653366583541147
66576,Very Low,0,A,[0.71870504 0.07679856 0.06942446 0.07194245 0.06097122 0.00215827],0.718705035971223
66576,Very Low,1,A,[0.78423299 0.05754672 0.05157006 0.05593397 0.04754767 0.00316858],0.784232994972014
66576,Very Low,2,A,[0.74080076 0.06696052 0.06168838 0.07030963 0.05624338 0.00399732],0.7408007605712927
66576,Very Low,3,A,[0.72691181 0.07148596 0.06595614 0.07290977 0.05939834 0.00333798],0.7269118064089234
