CO_ITEM,SG_UF_PROVA,TX_GABARITO,answer_distribution,correct_probability
44570,PI,A,[0.4731946  0.07095609 0.15243275 0.04758405 0.25324962 0.00258289],0.4731945990214401
44570,PR,A,[0.576103   0.03758326 0.10539438 0.03618164 0.24276553 0.00197219],0.5761030004589375
44570,RJ,A,[0.53760426 0.04479148 0.12276841 0.03469033 0.25721384 0.00293168],0.5376042590949424
44570,RN,A,[0.49345037 0.05364007 0.15589085 0.04296942 0.25177366 0.00227564],0.4934503662058019
44570,RO,A,[0.51433346 0.05437717 0.1523332  0.04441445 0.23235634 0.00218537],0.514333461884561
44570,RR,A,[0.49937044 0.05439436 0.14605893 0.04029212 0.2573659  0.00251826],0.4993704356585243
44570,RS,A,[0.54998094 0.03771203 0.12444016 0.03594911 0.24914237 0.0027754 ],0.5499809414903755
44570,SC,A,[0.54776489 0.03513981 0.12162162 0.03726737 0.25556439 0.00264192],0.5477648929206023
44570,SE,A,[0.48095368 0.05697256 0.15690902 0.04390185 0.25893316 0.00232973],0.4809536776496929
44570,SP,A,[0.58109275 0.03717238 0.08919881 0.03253599 0.25777839 0.00222167],0.5810927514537394
44570,TO,A,[0.50848035 0.05837477 0.13827396 0.0464546  0.24589606 0.00252026],0.5084803487500852
44969,AC,B,[0.17229948 0.25760026 0.25582147 0.22630983 0.08505821 0.00291074],0.25760025873221215
44969,AL,B,[0.16383144 0.26122971 0.2545308  0.23148766 0.08272181 0.00619858],0.26122970869468537
44969,AM,B,[0.17817972 0.26386102 0.24159543 0.22411281 0.08886995 0.00338107],0.26386101871959095
44969,AP,B,[0.17188023 0.25142188 0.24464704 0.23594848 0.09183673 0.00426564],0.25142188022750084
44969,BA,B,[0.16727144 0.26008536 0.25915988 0.2292983  0.0808027  0.00338231],0.26008535684086476
44969,CE,B,[0.16618835 0.26834504 0.25293015 0.22595799 0.08329639 0.00328208],0.2683450383816701
44969,DF,B,[0.1570997  0.26064027 0.25412095 0.22966025 0.07301108 0.02546775],0.2606402713732973
44969,ES,B,[0.15610636 0.26717868 0.26400768 0.23840694 0.07086752 0.00343283],0.2671786815616454
44969,GO,B,[0.16660553 0.26550646 0.25827232 0.22801508 0.07564308 0.00595753],0.26550646377789844
44969,MA,B,[0.1714926  0.26114356 0.24549776 0.22963466 0.08865951 0.00357191],0.2611435556159174
44969,MG,B,[0.15713446 0.26639633 0.26740715 0.23607193 0.06994593 0.00304419],0.2663963328631876
44969,MS,B,[0.16494204 0.26730914 0.25580672 0.23480037 0.07452147 0.00262024],0.26730914420215834
44969,MT,B,[0.16833723 0.26060839 0.2559634  0.23350679 0.07823141 0.00335277],0.2606083889218734
44969,PA,B,[0.17127295 0.2612839  0.24469231 0.23126828 0.08757022 0.00391235],0.26128389655605605
44969,PB,B,[0.16643309 0.26574944 0.25171766 0.23466074 0.07836267 0.0030764 ],0.265749444539395
44969,PE,B,[0.16020593 0.26152159 0.26010106 0.23746782 0.07699495 0.00370865],0.26152159405091047
44969,PI,B,[0.16788812 0.27095189 0.24659289 0.22805065 0.08391256 0.00260389],0.27095189097247013
44969,PR,B,[0.15789931 0.27748353 0.26656826 0.22469332 0.07016782 0.00318776],0.2774835340668064
44969,RJ,B,[0.16242059 0.26422005 0.26575333 0.23075067 0.0734126  0.00344277],0.2642200532386868
44969,RN,B,[0.16705869 0.26885052 0.25668828 0.22484845 0.07915017 0.0034039 ],0.26885051536534527
44969,RO,B,[0.17797917 0.26475125 0.25678108 0.22412907 0.07372413 0.0026353 ],0.26475125337446975
44969,RR,B,[0.16670864 0.27096449 0.24880383 0.22538403 0.08536892 0.00277008],0.27096449257114075
44969,RS,B,[0.1505384  0.26524681 0.26371022 0.24229322 0.07478083 0.00343053],0.2652468076996379
44969,SC,B,[0.1515945  0.26769849 0.2710418  0.23629945 0.06967175 0.00369401],0.267698494342093
44969,SE,B,[0.1674382  0.25944752 0.25956855 0.22831382 0.08054219 0.00468972],0.25944752049862335
44969,SP,B,[0.15810115 0.2729237  0.26236398 0.23350594 0.06996576 0.00313947],0.27292370111727116
44969,TO,B,[0.16858525 0.25543219 0.26163068 0.23009332 0.08078469 0.00347388],0.25543219126762484
45201,AC,C,[0.15831177 0.24498706 0.2403784  0.24765524 0.10470569 0.00396184],0.24037839586028462
45201,AL,C,[0.14904381 0.2477207  0.27793529 0.2183678  0.10095619 0.00597621],0.2779352901934623
45201,AM,C,[0.17144506 0.24885236 0.22669672 0.23260672 0.11605597 0.00434317],0.22669672063553148
45201,AP,C,[0.15122114 0.25351288 0.2361994  0.2391268  0.11533958 0.0046002 ],0.23619939779190366
45201,BA,C,[0.14292277 0.23696843 0.29276331 0.21518979 0.1076415  0.00451419],0.29276331120624793
45201,CE,C,[0.15691764 0.2451916  0.28017453 0.22082488 0.09324374 0.00364762],0.28017452577054996
45201,DF,C,[0.11655271 0.25186834 0.3633593  0.16899878 0.08644724 0.01277363],0.3633593046059257
45201,ES,C,[0.13004015 0.24844359 0.32224937 0.20285681 0.09309362 0.00331646],0.322249374527259
45201,GO,C,[0.14854216 0.24738441 0.29475121 0.20397952 0.10089656 0.00444614],0.2947512069142614
45201,MA,C,[0.16979492 0.24868939 0.23967133 0.22963466 0.10778215 0.00442754],0.23967132962107837
45201,MG,C,[0.12387753 0.24211331 0.35937353 0.17601081 0.09547485 0.00314998],0.3593735307945463
45201,MS,C,[0.1464227  0.25522938 0.2891593  0.20131456 0.10432118 0.00355287],0.2891593018608163
45201,MT,C,[0.15510076 0.25023574 0.26986344 0.21157406 0.10886041 0.00436559],0.2698634442775818
45201,PA,C,[0.15863857 0.24260153 0.23197717 0.24689973 0.11480411 0.00507888],0.2319771719818381
45201,PB,C,[0.14465903 0.25754572 0.28149034 0.21442488 0.09835925 0.00352077],0.2814903435310203
45201,PE,C,[0.14213938 0.25744113 0.2843169  0.21846697 0.09315473 0.00448088],0.2843169034226332
45201,PI,C,[0.15486865 0.24814683 0.26370719 0.22880662 0.10127885 0.00319187],0.2637071880052918
45201,PR,C,[0.14446608 0.27449424 0.3170762  0.17435904 0.08692524 0.0026792 ],0.3170761960283301
45201,RJ,C,[0.12198758 0.26424135 0.34275067 0.17557409 0.0912937  0.00415262],0.34275066548358474
45201,RN,C,[0.13659572 0.25588511 0.30067122 0.20637561 0.09659037 0.00388197],0.3006712179450404
45201,RO,C,[0.16062476 0.24784677 0.23698419 0.23987659 0.11235377 0.00231392],0.2369841881989973
45201,RR,C,[0.14731806 0.25358852 0.28003022 0.20171242 0.11432888 0.00302191],0.2800302190883908
45201,RS,C,[0.13032447 0.26631885 0.34615018 0.15886459 0.09480417 0.00353774],0.34615018105584144
45201,SC,C,[0.1341298  0.27443187 0.33694941 0.1623492  0.08907697 0.00306275],0.3369494061535584
45201,SE,C,[0.14725727 0.2359384  0.2933648  0.21609028 0.10311337 0.00423588],0.2933647998547699
45201,SP,C,[0.1274617  0.24867834 0.3703488  0.16573137 0.08445405 0.00332574],0.37034879586010233
45201,TO,C,[0.16906205 0.237586   0.25604523 0.21933111 0.11395681 0.0040188 ],0.2560452285266671
47309,AC,B,[0.14545602 0.27191138 0.21240298 0.17011643 0.19518111 0.00493208],0.2719113842173351
47309,AL,B,[0.15018346 0.30256282 0.20427507 0.15952302 0.17675673 0.00669891],0.3025628196575495
47309,AM,B,[0.15816817 0.26666483 0.22108909 0.17364414 0.1760906  0.00434317],0.26666483410758957
47309,AP,B,[0.1519739  0.25577116 0.2211442  0.18367347 0.18216795 0.00526932],0.25577116092338575
47309,BA,B,[0.14839573 0.29591925 0.20708688 0.16171193 0.18231209 0.00457411],0.295919250564274
47309,CE,B,[0.15756317 0.30402016 0.20359007 0.1549344  0.17533462 0.00455758],0.30402015912643787
47309,DF,B,[0.15566863 0.34745853 0.17101288 0.13571315 0.16589813 0.02424869],0.3474585254677479
47309,ES,B,[0.1527899  0.33400244 0.18345261 0.14249142 0.18307442 0.00418921],0.3340024437074533
47309,GO,B,[0.16132298 0.3119048  0.18854275 0.14681066 0.18439009 0.00702872],0.3119047968422134
47309,MA,B,[0.15389108 0.27977726 0.21546924 0.16679343 0.17942415 0.00464485],0.2797772647018878
47309,MG,B,[0.15374941 0.35019981 0.17751528 0.13286319 0.18162318 0.00404913],0.3501998119417019
47309,MS,B,[0.15588222 0.31274148 0.19229915 0.15934627 0.17644446 0.00328641],0.31274148421192877
47309,MT,B,[0.15761534 0.30384521 0.19264485 0.15695177 0.18436769 0.00457514],0.3038452135647679
47309,PA,B,[0.15128946 0.27681664 0.21325891 0.16748623 0.18610578 0.00504298],0.2768166400459432
47309,PB,B,[0.15241839 0.3070928  0.20133311 0.15754572 0.17803794 0.00357204],0.307092804648778
47309,PE,B,[0.15361808 0.32106969 0.19558585 0.1472495  0.17759558 0.0048813 ],0.32106969205834684
47309,PI,B,[0.1511728  0.29963671 0.20648453 0.16179837 0.17714874 0.00375885],0.2996367148946893
47309,PR,B,[0.16046688 0.32456804 0.18435643 0.15076717 0.17564902 0.00419246],0.32456804058495925
47309,RJ,B,[0.16220763 0.33849867 0.18185626 0.13763265 0.1750701  0.00473469],0.33849866903283055
47309,RN,B,[0.15480083 0.30246878 0.20281873 0.15749718 0.17763372 0.00478075],0.3024687816724992
47309,RO,B,[0.16557398 0.27683507 0.20259673 0.16653812 0.18421391 0.00424219],0.2768350687749068
47309,RR,B,[0.14908084 0.30067993 0.20876354 0.1614203  0.17501889 0.00503651],0.30067992948879374
47309,RS,B,[0.16005575 0.32254145 0.18516533 0.15463598 0.17301553 0.00458595],0.3225414522584334
47309,SC,B,[0.16057234 0.33940428 0.17932292 0.14631067 0.16912934 0.00526045],0.3394042831759095
47309,SE,B,[0.14665214 0.30171553 0.20338265 0.16193156 0.18102327 0.00529485],0.3017155305437052
47309,SP,B,[0.16378741 0.35553539 0.17263346 0.13407254 0.17015101 0.00382019],0.3555353858971189
47309,TO,B,[0.15073905 0.30140999 0.20216606 0.16054765 0.18145903 0.00367822],0.3014099856957973
49544,AC,C,[0.17852523 0.1419793  0.22509702 0.20771345 0.2415912  0.00509379],0.22509702457956016
49544,AL,C,[0.15796642 0.14573605 0.24558039 0.212336   0.2342117  0.00416945],0.24558038692461642
49544,AM,C,[0.1732593  0.15508947 0.21748811 0.20797713 0.24231012 0.00387586],0.21748811127298717
49544,AP,C,[0.16794915 0.15858147 0.23151556 0.20249247 0.23527936 0.004182  ],0.23151555704248913
49544,BA,C,[0.15710453 0.1447937  0.2523553  0.20975678 0.2315554  0.00443429],0.25235530284367447
49544,CE,C,[0.16514618 0.14161942 0.24837257 0.20839653 0.23308212 0.00338319],0.24837257052194406
49544,DF,C,[0.13306302 0.11941485 0.32527694 0.21667462 0.19229342 0.01327715],0.3252769385699899
49544,ES,C,[0.16143015 0.12343632 0.27855356 0.2145226  0.21868273 0.00337464],0.278553557921685
49544,GO,C,[0.1689093  0.13502766 0.26309997 0.20318713 0.22601946 0.00375647],0.2630999721199137
49544,MA,C,[0.17059622 0.16032867 0.22488116 0.20241749 0.23745756 0.00431889],0.22488116256960478
49544,MG,C,[0.15604725 0.12247884 0.30490715 0.21007287 0.20346145 0.00303244],0.3049071462153268
49544,MS,C,[0.16023449 0.14531243 0.25536261 0.21250611 0.22209886 0.0044855 ],0.2553626149131767
49544,MT,C,[0.1625048  0.14790626 0.24768624 0.21143436 0.22676632 0.00370202],0.24768623616107288
49544,PA,C,[0.16723497 0.15520181 0.21780837 0.20407925 0.25113512 0.00454048],0.21780836668401501
49544,PB,C,[0.1560417  0.14764997 0.2487609  0.21423688 0.23002905 0.00328149],0.24876089557340625
49544,PE,C,[0.15420917 0.13803985 0.25572505 0.21816188 0.22948804 0.00437601],0.25572504528553724
49544,PI,C,[0.1683711  0.15096281 0.24037714 0.20367065 0.23357342 0.00304488],0.24037714453707398
49544,PR,C,[0.15075477 0.13531214 0.2817132  0.22033961 0.20921348 0.0026668 ],0.281713201275102
49544,RJ,C,[0.14504348 0.12303106 0.29068323 0.23384561 0.20359184 0.00380479],0.2906832298136646
49544,RN,C,[0.15493469 0.14043945 0.26399327 0.21448377 0.22268755 0.00346127],0.2639932686975312
49544,RO,C,[0.17020183 0.15895359 0.21885847 0.21024553 0.23904101 0.00269958],0.2188584650983417
49544,RR,C,[0.16293125 0.13472677 0.26265424 0.22135482 0.215311   0.00302191],0.26265424326366155
49544,RS,C,[0.14947827 0.1296336  0.28422194 0.2275586  0.20580808 0.0032995 ],0.2842219363445779
49544,SC,C,[0.14694192 0.1303189  0.28951183 0.22566165 0.20417563 0.00339007],0.2895118301692696
49544,SE,C,[0.15352032 0.14674291 0.25808599 0.20353393 0.23436507 0.00375178],0.25808598832107954
49544,SP,C,[0.14287117 0.1197231  0.30576788 0.22726765 0.2012375  0.00313269],0.3057678826035567
49544,TO,C,[0.177304   0.14787821 0.23288604 0.19923711 0.23935699 0.00333765],0.23288604318506914
53461,AC,C,[0.11384217 0.15823092 0.23479948 0.20916882 0.28032018 0.00363842],0.23479948253557567
53461,AL,C,[0.11485435 0.15332444 0.25155659 0.20583167 0.26870692 0.00572604],0.2515565932844118
53461,AM,C,[0.1233129  0.16509525 0.23936887 0.2094615  0.25866571 0.00409577],0.23936886665383875
53461,AP,C,[0.11634326 0.15707595 0.23051188 0.21654399 0.27525928 0.00426564],0.2305118768819003
53461,BA,C,[0.11164968 0.15076601 0.24517787 0.20686716 0.28161765 0.00392162],0.2451778711391343
53461,CE,C,[0.12005258 0.15600768 0.25733218 0.2046478  0.25824214 0.00371762],0.25733218227210153
53461,DF,C,[0.10332856 0.14220597 0.2673451  0.1980442  0.26588753 0.02318864],0.2673450999098956
53461,ES,C,[0.10542852 0.14368418 0.25522197 0.20591144 0.28623378 0.0035201 ],0.2552219700936755
53461,GO,C,[0.10899646 0.14397864 0.24588769 0.20264421 0.29272623 0.00576678],0.2458876872734743
53461,MA,C,[0.12090181 0.16066821 0.24343338 0.20679071 0.26418579 0.0040201 ],0.2434333831318756
53461,MG,C,[0.10556535 0.1363834  0.26434532 0.19499295 0.29558651 0.00312647],0.26434532204983546
53461,MS,C,[0.11307012 0.15046409 0.24941156 0.20779855 0.27579162 0.00346405],0.24941155571346094
53461,MT,C,[0.11581043 0.15733594 0.24258722 0.21167883 0.268676   0.00391157],0.2425872245311354
53461,PA,C,[0.11255182 0.15233933 0.23400513 0.2098042  0.28696542 0.00433409],0.2340051327147754
53461,PB,C,[0.11568963 0.14911981 0.24922236 0.20160656 0.28070415 0.00365749],0.2492223551529653
53461,PE,C,[0.10732196 0.14649633 0.25087234 0.20409953 0.28669082 0.00451902],0.2508723424539994
53461,PI,C,[0.11721719 0.15554062 0.25902438 0.20079377 0.26484114 0.00258289],0.25902438000042
53461,PR,C,[0.10724253 0.14198534 0.25524367 0.20474814 0.28765458 0.00312574],0.2552436710038328
53461,RJ,C,[0.10993434 0.14314818 0.25325998 0.19875067 0.29057675 0.00433008],0.25325998225377105
53461,RN,C,[0.11427916 0.1473811  0.24687817 0.20605052 0.28191154 0.00349951],0.24687816724991873
53461,RO,C,[0.11659596 0.15528988 0.23672709 0.21705875 0.27111454 0.00321378],0.23672708574366885
53461,RR,C,[0.11558801 0.16721229 0.25157391 0.21153362 0.25232939 0.00176278],0.25157391085368924
53461,RS,C,[0.10467886 0.13699495 0.24589051 0.20950067 0.29873023 0.00420478],0.24589050886220698
53461,SC,C,[0.1030347  0.13557935 0.24609558 0.21109604 0.30043019 0.00376414],0.24609557654540354
53461,SE,C,[0.1150646  0.14819521 0.25372909 0.20516777 0.27306284 0.00478049],0.2537290853529394
53461,SP,C,[0.10537367 0.13548818 0.2533215  0.20212481 0.30041013 0.00328171],0.2533215024739817
53461,TO,C,[0.11749881 0.16075199 0.2452149  0.20645733 0.26639875 0.00367822],0.24521490361691983
54528,AC,E,[0.53492885 0.0964586  0.12855757 0.10721216 0.12993208 0.00291074],0.1299320827943079
54528,AL,E,[0.54030465 0.09606404 0.13606293 0.09364576 0.12986435 0.00405826],0.12986435401378696
54528,AM,E,[0.52750213 0.11031089 0.13425328 0.10434591 0.12009676 0.00349103],0.1200967591192721
54528,AP,E,[0.49155236 0.11249582 0.14285714 0.10530278 0.14335898 0.00443292],0.14335898293743726
54528,BA,E,[0.53106337 0.10132962 0.13666416 0.10035088 0.12694999 0.00364198],0.12694999101156512
54528,CE,E,[0.55018394 0.10858085 0.11538611 0.0965647  0.12651563 0.00276877],0.12651562876719788
54528,DF,E,[0.59280755 0.0795039  0.09914136 0.07942439 0.14058939 0.00853342],0.14058938888005512
54528,ES,E,[0.60609763 0.07150753 0.10377029 0.08936987 0.12652004 0.00273463],0.1265200442194682
54528,GO,E,[0.57598791 0.08727934 0.10989156 0.09215102 0.13125651 0.00343365],0.1312565114675197
54528,MA,E,[0.4917425  0.11673231 0.14153198 0.10789081 0.13838109 0.00372131],0.1383810946625017
54528,MG,E,[0.60029972 0.07281382 0.0985543  0.08961566 0.13644805 0.00226845],0.1364480488951575
54528,MS,E,[0.57671981 0.08295954 0.11631212 0.09539459 0.12470578 0.00390816],0.12470577785673047
54528,MT,E,[0.54660706 0.09719554 0.12220166 0.100234   0.1301645  0.00359725],0.13016449551217127
54528,PA,E,[0.49573769 0.11160065 0.1515766  0.1065487  0.13042659 0.00410976],0.1304265896161232
54528,PB,E,[0.53218253 0.10346949 0.13336182 0.09454794 0.13346437 0.00297385],0.13346436506580073
54528,PE,E,[0.56765183 0.09437506 0.12225188 0.08650014 0.12582706 0.00339403],0.12582705691676996
54528,PI,E,[0.49058189 0.1170912  0.14306713 0.10163583 0.14481006 0.00281388],0.14481006278742573
54528,PR,E,[0.63757582 0.06593816 0.0901254  0.08283202 0.12159363 0.00193498],0.12159362945138363
54528,RJ,E,[0.63839574 0.07078616 0.09489264 0.08129902 0.11173736 0.00288909],0.11173735581188997
54528,RN,E,[0.54678446 0.09259365 0.12865967 0.09066223 0.13846978 0.00283021],0.1384697760694548
54528,RO,E,[0.51979689 0.10264816 0.13285769 0.11203239 0.13002957 0.0026353 ],0.13002956678236277
54528,RR,E,[0.56761521 0.09468648 0.11080332 0.1027449  0.12314279 0.0010073 ],0.1231427851926467
54528,RS,E,[0.63818611 0.06750286 0.09331523 0.08403612 0.11445826 0.00250143],0.11445826186392224
54528,SC,E,[0.64189189 0.06731039 0.08676237 0.08133826 0.11970448 0.00299261],0.11970447956607126
54528,SE,E,[0.51214789 0.1010862  0.15143263 0.09237239 0.13945115 0.00350973],0.13945115125109678
54528,SP,E,[0.6588005  0.06087587 0.07758583 0.07593989 0.124434   0.00236391],0.12443399836761235
54528,TO,E,[0.5198556  0.10755398 0.1339827  0.10557864 0.12989578 0.0031333 ],0.1298957836659628
60382,AC,E,[0.10039641 0.16964647 0.1420597  0.182914   0.39988674 0.00509668],0.39988674055497125
60382,AL,E,[0.09872939 0.17782968 0.14466038 0.18611505 0.38638196 0.00628354],0.3863819612422498
60382,AM,E,[0.10134763 0.19955996 0.15489549 0.18336084 0.35583058 0.0050055 ],0.35583058305830584
60382,AP,E,[0.10039321 0.19392621 0.14992052 0.1847235  0.36635154 0.00468502],0.36635154354555344
60382,BA,E,[0.09105804 0.17489643 0.14878185 0.18713119 0.39292422 0.00520826],0.39292422042545255
60382,CE,E,[0.09431583 0.16232816 0.15026233 0.18029456 0.40875901 0.00404011],0.40875901044666907
60382,DF,E,[0.07280923 0.14980777 0.12907331 0.15211454 0.48208935 0.01410579],0.4820893543682885
60382,ES,E,[0.06996448 0.15026495 0.13806557 0.16543411 0.47187445 0.00439644],0.4718744540849007
60382,GO,E,[0.07928002 0.15001542 0.13219209 0.16732489 0.46691527 0.00427231],0.46691527314903175
60382,MA,E,[0.10468245 0.18388727 0.15230861 0.19201294 0.36126586 0.00584287],0.3612658640650053
60382,MG,E,[0.06640878 0.12781455 0.13513974 0.15777375 0.50935343 0.00350974],0.5093534315512234
60382,MS,E,[0.08009062 0.1624467  0.13415068 0.15920398 0.45962154 0.0044865 ],0.45962153518123666
60382,MT,E,[0.08758997 0.17748585 0.1397177  0.16130948 0.4297743  0.0041227 ],0.42977429948990287
60382,PA,E,[0.10337583 0.18742144 0.14998204 0.19905728 0.3545879  0.00557551],0.35458789728856166
60382,PB,E,[0.0955158  0.18205295 0.13863046 0.17986387 0.39972979 0.00420714],0.3997297851963333
60382,PE,E,[0.08537714 0.165231   0.15046409 0.18255445 0.41151781 0.00485553],0.4115178051874958
60382,PI,E,[0.09993488 0.17169807 0.14869436 0.19405055 0.3817987  0.00382345],0.38179870170794733
60382,PR,E,[0.06703723 0.14628336 0.13252354 0.14043947 0.51044084 0.00327556],0.5104408352668214
60382,RJ,E,[0.07625337 0.15399801 0.14573924 0.17596932 0.44358756 0.00445249],0.4435875585854282
60382,RN,E,[0.09435262 0.17894858 0.13406795 0.1698041  0.41919192 0.00363483],0.41919191919191917
60382,RO,E,[0.09156967 0.17915247 0.14076265 0.17458684 0.41090605 0.00302231],0.4109060510578098
60382,RR,E,[0.08738353 0.16444221 0.13296399 0.1888693  0.42331906 0.00302191],0.4233190632082599
60382,RS,E,[0.06526687 0.15367566 0.12842451 0.13499053 0.51392447 0.00371796],0.5139244729911698
60382,SC,E,[0.06507146 0.15877248 0.1204126  0.13657521 0.51591701 0.00325123],0.5159170116716956
60382,SE,E,[0.09320136 0.17374985 0.14496307 0.19905558 0.38439884 0.00463131],0.38439883763167454
60382,SP,E,[0.06274202 0.13203942 0.14670181 0.14318189 0.51192335 0.00341151],0.5119233544618992
60382,TO,E,[0.094706   0.16536077 0.13899298 0.17578524 0.42045377 0.00470123],0.42045377120664984
60441,AC,E,[0.0551423  0.12807245 0.07381953 0.13348965 0.60575679 0.00371928],0.6057567917205692
60441,AL,E,[0.05011674 0.13219924 0.07288192 0.12505559 0.6144374  0.00530909],0.6144374027129197
60441,AM,E,[0.06399296 0.15377003 0.08100827 0.14733775 0.5505374  0.00335358],0.5505373979493664
60441,AP,E,[0.06423553 0.15289394 0.07937437 0.16017063 0.53839077 0.00493476],0.5383907661425226
60441,BA,E,[0.04901693 0.12933359 0.06981684 0.12493924 0.62222607 0.00466733],0.6222260691243933
60441,CE,E,[0.05055336 0.13262092 0.06931255 0.11628829 0.62779502 0.00342985],0.6277950177714521
60441,DF,E,[0.03299412 0.11679122 0.05453967 0.08684476 0.70074734 0.0080829 ],0.7007473366194944
60441,ES,E,[0.0317682  0.11747251 0.0511724  0.08643161 0.70876244 0.00439286],0.708762436725432
60441,GO,E,[0.04082232 0.12490279 0.06212857 0.10883505 0.66014175 0.00316953],0.6601417482281472
60441,MA,E,[0.06187695 0.13578704 0.07881298 0.14851283 0.5707592  0.00425098],0.5707592014124677
60441,MG,E,[0.02524683 0.10520099 0.04143159 0.0761401  0.74831923 0.00366126],0.7483192289609779
60441,MS,E,[0.04330062 0.13598614 0.06457343 0.1068526  0.64542346 0.00386375],0.6454234578318604
60441,MT,E,[0.04920895 0.13281878 0.06943038 0.11312122 0.63210282 0.00331785],0.6321028184262913
60441,PA,E,[0.06119775 0.1444608  0.07774448 0.16233556 0.54975682 0.00450459],0.5497568241775991
60441,PB,E,[0.04939327 0.13102034 0.06716801 0.12090241 0.62792685 0.00358913],0.6279268501110922
60441,PE,E,[0.04087139 0.12623701 0.06173134 0.1109448  0.65660215 0.00361331],0.6566021546381924
60441,PI,E,[0.05264484 0.12696079 0.07026312 0.13748136 0.609773   0.00287688],0.6097729993070284
60441,PR,E,[0.0300418  0.12233785 0.05281502 0.08104588 0.71042284 0.0033366 ],0.7104228426836681
60441,RJ,E,[0.03545697 0.127063   0.05401952 0.08973203 0.68951198 0.0042165 ],0.6895119787045253
60441,RN,E,[0.04767368 0.12883177 0.06522862 0.11544566 0.63874706 0.0040732 ],0.6387470598359245
60441,RO,E,[0.05347731 0.13690706 0.06999614 0.1178172  0.6178172  0.00398509],0.6178172001542614
60441,RR,E,[0.0430622  0.12616469 0.07277764 0.12314279 0.63082347 0.00402921],0.6308234701586503
60441,RS,E,[0.03189918 0.12134315 0.05417381 0.09107585 0.69698161 0.0045264 ],0.6969816085382123
60441,SC,E,[0.02688675 0.11839521 0.04685308 0.07843917 0.72554475 0.00388104],0.7255447489011503
60441,SE,E,[0.05279719 0.13267375 0.07228223 0.13100965 0.60727361 0.00396357],0.607273607455145
60441,SP,E,[0.02493625 0.11734226 0.04362065 0.07170991 0.73890603 0.00348491],0.738906029335564
60441,TO,E,[0.05244874 0.12839725 0.07404128 0.13125809 0.61106192 0.00279273],0.6110619167631632
61248,AC,D,[0.25137451 0.23682083 0.16906533 0.20739004 0.13187257 0.00347671],0.2073900388098318
61248,AL,D,[0.23579609 0.22759618 0.17411608 0.22990327 0.126501   0.00608739],0.22990326884589726
61248,AM,D,[0.22042937 0.23546552 0.18777317 0.21707579 0.13557272 0.00368344],0.21707578548063444
61248,AP,D,[0.22900636 0.235363   0.17756775 0.20993643 0.14335898 0.00476748],0.20993643358982939
61248,BA,D,[0.23051008 0.23260072 0.17542096 0.22885221 0.12856791 0.00404812],0.2288522101562656
61248,CE,D,[0.23375876 0.23221883 0.16863047 0.23930407 0.12216804 0.00391983],0.23930407460121172
61248,DF,D,[0.2244925  0.21299094 0.15993534 0.26344941 0.11490963 0.02422219],0.263449409021042
61248,ES,D,[0.24879269 0.21522081 0.16777215 0.25376738 0.11110141 0.00334555],0.25376738232384943
61248,GO,D,[0.25276967 0.22378905 0.16892398 0.23568945 0.1132225  0.00560536],0.235689445186283
61248,MA,D,[0.23021866 0.23465979 0.18120331 0.21614831 0.13361402 0.00415591],0.21614830911313324
61248,MG,D,[0.2399859  0.21438058 0.16798307 0.2651622  0.10962623 0.00286201],0.2651622002820874
61248,MS,D,[0.23946352 0.22582937 0.17231425 0.24408225 0.11515744 0.00315317],0.24408224896744682
61248,MT,D,[0.23881535 0.22784899 0.17270283 0.23053819 0.12618308 0.00391157],0.23053819020011873
61248,PA,D,[0.23956856 0.23500117 0.1712909  0.21197574 0.13765008 0.00451356],0.21197573625742538
61248,PB,D,[0.23760041 0.2272603  0.1704324  0.23753205 0.12358571 0.00358913],0.23753204580413603
61248,PE,D,[0.2425398  0.22900181 0.1665173  0.23875489 0.11860044 0.00458576],0.23875488607112214
61248,PI,D,[0.22653871 0.23227148 0.17162596 0.23957918 0.12702379 0.00296088],0.2395791772537326
61248,PR,D,[0.24723087 0.21835502 0.16416318 0.25538011 0.1121544  0.00271641],0.2553801118815197
61248,RJ,D,[0.23982964 0.21462289 0.17220941 0.25472937 0.1148039  0.00380479],0.25472937000887313
61248,RN,D,[0.23670472 0.22720058 0.16761326 0.23517488 0.12965406 0.0036525 ],0.2351748800030597
61248,RO,D,[0.24701118 0.22817843 0.17669366 0.21461627 0.13060805 0.0028924 ],0.2146162745854223
61248,RR,D,[0.23016872 0.23394611 0.18282548 0.22462856 0.12515739 0.00327373],0.22462855703852933
61248,RS,D,[0.24064942 0.21507528 0.16378407 0.25526491 0.12125977 0.00396655],0.2552649132837812
61248,SC,D,[0.24707753 0.21147012 0.16566913 0.25752829 0.11470121 0.00355373],0.25752828953520995
61248,SE,D,[0.22955433 0.22549998 0.17137152 0.23696711 0.13191734 0.00468972],0.23696711143384466
61248,SP,D,[0.2556143  0.20987357 0.16105096 0.26484643 0.10559381 0.00302093],0.2648464302526814
61248,TO,D,[0.24323956 0.22982086 0.17778081 0.22069341 0.12485526 0.00361011],0.22069341325522784
63204,AC,E,[0.11845084 0.21693079 0.21911384 0.26568564 0.17666559 0.0031533 ],0.17666558861578266
63204,AL,E,[0.12283189 0.19749277 0.20983433 0.25822771 0.20583167 0.00578163],0.20583166555481433
63204,AM,E,[0.11979439 0.20338657 0.21550895 0.2693587  0.18782814 0.00412326],0.1878281426097474
