CO_ITEM,SG_UF_PROVA,TX_GABARITO,answer_distribution,correct_probability
111613,CE,A,[0.15585214 0.3098999  0.17942556 0.23775636 0.11397839 0.00308764],0.15585213529635938
111613,DF,A,[0.1959771  0.28523348 0.15219696 0.25528701 0.09654423 0.01476122],0.19597710287804102
111613,ES,A,[0.17696515 0.30659801 0.15441904 0.25958573 0.09917379 0.00325828],0.17696514807703498
111613,GO,A,[0.16603325 0.32016611 0.16082408 0.24690017 0.10176231 0.00431408],0.16603325067132313
111613,MA,A,[0.13679207 0.32095613 0.18739644 0.2321608  0.11939427 0.00330029],0.1367920684503599
111613,MG,A,[0.19140809 0.29207804 0.14971204 0.263311   0.10055242 0.00293841],0.19140808650681712
111613,MS,A,[0.15983479 0.32673091 0.16125594 0.2467469  0.10290003 0.00253142],0.15983479149087357
111613,MT,A,[0.14947788 0.32399679 0.16606713 0.25114379 0.10652045 0.00279398],0.14947787517898928
111613,PA,A,[0.13389027 0.34230362 0.18182552 0.22604584 0.11244414 0.0034906 ],0.1338902747617595
111613,PB,A,[0.14652196 0.32676466 0.17137241 0.242027   0.11044266 0.0028713 ],0.1465219620577679
111613,PE,A,[0.14880351 0.31879111 0.17303842 0.2486033  0.10714081 0.00362284],0.1488035084374106
111613,PI,A,[0.14949287 0.3145671  0.18428844 0.23479137 0.11431931 0.0025409 ],0.1494928707922975
111613,PR,A,[0.17778246 0.31738629 0.14750499 0.25983305 0.09518612 0.00230709],0.1777824636261024
111613,RJ,A,[0.1811748  0.29477906 0.16009228 0.25524756 0.10551908 0.00318722],0.1811748003549246
111613,RN,A,[0.1572677  0.31860861 0.16703957 0.24504236 0.10926893 0.00277284],0.15726770313426272
111613,RO,A,[0.12443759 0.34008227 0.17752925 0.24938938 0.10618331 0.0023782 ],0.12443758837896902
111613,RR,A,[0.17048602 0.32258877 0.16419038 0.23419794 0.10576681 0.00277008],0.17048602367161925
111613,RS,A,[0.16758386 0.31267867 0.14738184 0.26366257 0.10548885 0.00320421],0.16758385744234802
111613,SC,A,[0.18081923 0.31022632 0.1408398  0.26510334 0.10006546 0.00294585],0.1808192275320303
111613,SE,A,[0.15212853 0.31039908 0.1753956  0.24761732 0.11034462 0.00411485],0.15212852863756013
111613,SP,A,[0.20341514 0.29780237 0.13748971 0.25992217 0.09860028 0.00277032],0.20341514462886887
111613,TO,A,[0.15162455 0.33035897 0.16558818 0.24146856 0.10775833 0.00320142],0.15162454873646208
111668,AC,B,[0.10737387 0.20949224 0.41235446 0.16146507 0.10575679 0.00355757],0.20949223803363518
111668,AL,B,[0.10248499 0.21656104 0.39648655 0.17139204 0.10707138 0.006004  ],0.21656104069379586
111668,AM,B,[0.10786443 0.21968718 0.3983342  0.16295115 0.10717722 0.00398582],0.21968718216553507
111668,AP,B,[0.11701238 0.21704583 0.38934426 0.16485447 0.10655738 0.00518568],0.21704583472733355
111668,BA,B,[0.10232168 0.22246709 0.39802121 0.16645916 0.10649631 0.00423455],0.22246709234118767
111668,CE,B,[0.10364995 0.22924007 0.38599438 0.16956376 0.10746868 0.00408316],0.22924006626379523
111668,DF,B,[0.08904436 0.23360895 0.3714422  0.173398   0.10886733 0.02363916],0.2336089468383951
111668,ES,B,[0.08471519 0.22822482 0.39311689 0.1834817  0.10598126 0.00448013],0.2282248210857043
111668,GO,B,[0.09460153 0.22970256 0.39035056 0.17394239 0.10509325 0.0063097 ],0.22970256350056495
111668,MA,B,[0.10643759 0.21568654 0.39858753 0.16758115 0.10805378 0.0036534 ],0.21568654081216895
111668,MG,B,[0.08558416 0.23933945 0.38990362 0.17683357 0.10470733 0.00363188],0.2393394452280207
111668,MS,B,[0.09588311 0.24608074 0.38224453 0.16409824 0.10831816 0.00337523],0.24608073899720212
111668,MT,B,[0.09457619 0.2321098  0.39611637 0.16735934 0.10519331 0.00464499],0.2321098033737296
111668,PA,B,[0.10934836 0.2140037  0.40462303 0.16063962 0.10684482 0.00454048],0.2140036969903627
111668,PB,B,[0.10035891 0.22838831 0.39220646 0.17231243 0.10346949 0.0032644 ],0.22838830969065116
111668,PE,B,[0.09137191 0.22199447 0.40280294 0.17490705 0.10444275 0.00448088],0.22199447039755935
111668,PI,B,[0.10352576 0.22571975 0.38959703 0.16742614 0.10999349 0.00373785],0.2257197454904349
111668,PR,B,[0.07891244 0.24306322 0.38839756 0.18409596 0.10239268 0.00313814],0.24306322174123368
111668,RJ,B,[0.08849689 0.23163088 0.39263886 0.17773203 0.10544099 0.00406034],0.23163087843833186
111668,RN,B,[0.10165797 0.23590155 0.39010957 0.17009925 0.09857916 0.0036525 ],0.23590155470139407
111668,RO,B,[0.10245533 0.23094228 0.39118139 0.16840211 0.10393367 0.00308523],0.23094228049877877
111668,RR,B,[0.09519013 0.23419794 0.38025686 0.17527071 0.11130698 0.00377739],0.23419793502895997
111668,RS,B,[0.08470316 0.2354798  0.39112826 0.18248523 0.10230846 0.00389508],0.23547979797979798
111668,SC,B,[0.07738708 0.2346161  0.39603011 0.18787992 0.10027588 0.0038109 ],0.23461610399326663
111668,SE,B,[0.0965175  0.22317025 0.38948897 0.17618226 0.11034462 0.00429639],0.2231702520347342
111668,SP,B,[0.07963478 0.24069251 0.38547378 0.18364361 0.10695865 0.00359667],0.24069251167563577
111668,TO,B,[0.10578298 0.22389483 0.40119883 0.15782304 0.10769021 0.00361011],0.22389483005244876
111694,AC,A,[0.23528461 0.32600259 0.12006792 0.20407503 0.11133571 0.00323415],0.23528460543337645
111694,AL,A,[0.23259951 0.31785079 0.12600067 0.2101123  0.11015677 0.00327996],0.23259951078496777
111694,AM,A,[0.23354133 0.30611067 0.13271393 0.2144369  0.11069573 0.00250144],0.23354132878858683
111694,AP,A,[0.22900636 0.31607561 0.12495818 0.21972232 0.10731014 0.0029274 ],0.22900635664101707
111694,BA,A,[0.22624889 0.33578795 0.12287523 0.20490968 0.10762819 0.00255005],0.22624889309088972
111694,CE,A,[0.23545424 0.31887507 0.12918329 0.20614107 0.10775644 0.00258989],0.23545424142731594
111694,DF,A,[0.21190438 0.3611332  0.11960036 0.19070334 0.10640271 0.010256  ],0.21190438331478242
111694,ES,A,[0.22377378 0.35061384 0.11534881 0.20317682 0.10484669 0.00224007],0.22377378251003666
111694,GO,A,[0.23256394 0.35014454 0.1132225  0.19794861 0.10308295 0.00303746],0.23256394077682724
111694,MA,A,[0.22983838 0.31078365 0.13422518 0.20851555 0.11379872 0.00283852],0.2298383810946625
111694,MG,A,[0.22011636 0.3706394  0.11214739 0.18952163 0.10562412 0.0019511 ],0.2201163610719323
111694,MS,A,[0.22862726 0.35120131 0.11160457 0.19904961 0.10734112 0.00217613],0.22862725940400586
111694,MT,A,[0.23113191 0.3324835  0.12136346 0.20081724 0.11151469 0.0026892 ],0.23113191073237174
111694,PA,A,[0.22915059 0.32426733 0.12557205 0.20908634 0.10915992 0.00276377],0.22915058954433695
111694,PB,A,[0.23264399 0.3295505  0.12086823 0.20664844 0.10796445 0.00232439],0.23264399247991796
111694,PE,A,[0.22986939 0.32821051 0.12290971 0.2088283  0.10754123 0.00264086],0.22986938697683287
111694,PI,A,[0.22599273 0.31786397 0.13063564 0.21326726 0.11051847 0.00172193],0.2259927342978938
111694,PR,A,[0.22501581 0.34887932 0.11506927 0.19921609 0.10989693 0.00192258],0.22501581473809554
111694,RJ,A,[0.22538421 0.35364685 0.11796983 0.19492458 0.10551908 0.00255546],0.22538420585625554
111694,RN,A,[0.23098694 0.33675635 0.12156503 0.19924273 0.10919243 0.00225652],0.23098693897844835
111694,RO,A,[0.22869263 0.3215709  0.1281013  0.2097956  0.10958992 0.00224965],0.22869263401465484
111694,RR,A,[0.22362125 0.34424578 0.13170486 0.19138756 0.10727776 0.00176278],0.2236212540921682
111694,RS,A,[0.22003049 0.35570326 0.11265962 0.19932819 0.10952687 0.00275157],0.22003049361539928
111694,SC,A,[0.21661367 0.36451417 0.1091602  0.1962265  0.1111241  0.00236136],0.21661367249602545
111694,SE,A,[0.22171795 0.32700977 0.1268948  0.20870775 0.11279538 0.00287435],0.22171795104535416
111694,SP,A,[0.22556075 0.36167885 0.11029793 0.19282495 0.1076055  0.00203202],0.22556075225299976
111694,TO,A,[0.2407193  0.32593148 0.12253934 0.20073564 0.10734964 0.00272461],0.24071929705060963
111738,AC,B,[0.11246766 0.28412031 0.18361902 0.15321798 0.26366429 0.00291074],0.2841203104786546
111738,AL,B,[0.11360351 0.28735824 0.17403269 0.14779297 0.27240382 0.00480876],0.2873582388258839
111738,AM,B,[0.12199346 0.29033233 0.17826218 0.16641469 0.24019352 0.00280382],0.2903323345886363
111738,AP,B,[0.11701238 0.28111408 0.19178655 0.16602543 0.23921044 0.00485112],0.2811140849782536
111738,BA,B,[0.11407988 0.29653845 0.16863635 0.14578576 0.27099798 0.00396157],0.29653845385603855
111738,CE,B,[0.11384618 0.29306175 0.15552548 0.13402086 0.30046587 0.00307987],0.29306174510215666
111738,DF,B,[0.10515715 0.32387237 0.15940531 0.13383156 0.26586103 0.01187258],0.32387236974611755
111738,ES,B,[0.10333392 0.30784896 0.14688427 0.1326875  0.30674347 0.00250189],0.30784895560598124
111738,GO,B,[0.11272359 0.29953484 0.15265081 0.13731676 0.29457512 0.00319887],0.2995348427709871
111738,MA,B,[0.11760152 0.28992259 0.17260627 0.1560641  0.25996197 0.00384354],0.2899225859024854
111738,MG,B,[0.09891279 0.31529737 0.15348496 0.1328338  0.29689116 0.00257992],0.315297367183827
111738,MS,B,[0.10774082 0.29328951 0.16933872 0.15117467 0.27543634 0.00301994],0.29328951458897723
111738,MT,B,[0.11319107 0.28931652 0.17249328 0.15744072 0.26357699 0.00398142],0.28931652289316523
111738,PA,B,[0.11845624 0.29641428 0.17244845 0.15588378 0.25286696 0.0039303 ],0.2964142782792843
111738,PB,B,[0.10938301 0.30731499 0.16354469 0.14561613 0.27072295 0.00341822],0.3073149888907879
111738,PE,B,[0.1089141  0.30494804 0.15603966 0.13825913 0.28823529 0.00360378],0.3049480408046525
111738,PI,B,[0.11404632 0.30224061 0.16156738 0.14403309 0.27542471 0.00268789],0.3022406081350665
111738,PR,B,[0.10204537 0.30846802 0.16625941 0.14912988 0.27134369 0.00275362],0.30846801701789855
111738,RJ,B,[0.10707365 0.30941615 0.15722449 0.13781721 0.28493345 0.00353505],0.309416149068323
111738,RN,B,[0.11217563 0.30554759 0.16508902 0.14070717 0.27319144 0.00328916],0.3055475876312317
111738,RO,B,[0.11775292 0.2830698  0.17399409 0.16563826 0.25633115 0.00321378],0.2830698033166217
111738,RR,B,[0.11911357 0.28657769 0.18735835 0.14530345 0.25912868 0.00251826],0.2865776882397381
111738,RS,B,[0.09919954 0.30318515 0.17778016 0.14933533 0.26705737 0.00344244],0.3031851534210025
111738,SC,B,[0.09735341 0.30482559 0.16952679 0.14065276 0.28476573 0.00287571],0.30482558683250727
111738,SE,B,[0.11343076 0.30368219 0.16462437 0.14686394 0.26794953 0.00344921],0.3036821881334907
111738,SP,B,[0.09897281 0.30879898 0.15958452 0.13582346 0.29421247 0.00260776],0.3087989758630149
111738,TO,B,[0.1210408  0.29201008 0.16844902 0.15101151 0.26401471 0.00347388],0.2920100810571487
111835,AC,C,[0.0652304  0.11071215 0.42998205 0.34320766 0.04667864 0.00418911],0.42998204667863554
111835,AL,C,[0.07550686 0.13000508 0.40243971 0.31902637 0.06697916 0.00604281],0.40243971310781046
111835,AM,C,[0.07448254 0.13516621 0.39771064 0.31800125 0.07019653 0.00444282],0.3977106418565754
111835,AP,C,[0.07348633 0.12084961 0.39355469 0.34082031 0.06542969 0.00585938],0.3935546875
111835,BA,C,[0.07303046 0.1347923  0.39579305 0.32733162 0.06401557 0.00503701],0.395793051638567
111835,CE,C,[0.05945559 0.11065345 0.4629497  0.31341531 0.0508397  0.00268625],0.4629496975485514
111835,DF,C,[0.03186263 0.06735035 0.56546625 0.29573098 0.032912   0.0066778 ],0.565466253279275
111835,ES,C,[0.05132987 0.10530965 0.45769948 0.33698106 0.04485229 0.00382766],0.4576994798311905
111835,GO,C,[0.0578603  0.10932887 0.451986   0.32698219 0.0499163  0.00392634],0.45198599908689696
111835,MA,C,[0.09086481 0.15669146 0.36436853 0.30373786 0.07930374 0.00503361],0.3643685253141948
111835,MG,C,[0.051991   0.10272082 0.47343123 0.32728315 0.04131058 0.00326322],0.47343122988049563
111835,MS,C,[0.05850746 0.11753731 0.44604478 0.3208209  0.05335821 0.00373134],0.44604477611940296
111835,MT,C,[0.06174675 0.11676319 0.43363594 0.33385506 0.04953827 0.00446079],0.4336359367663171
111835,PA,C,[0.07866442 0.14247237 0.37141147 0.32359291 0.07813001 0.00572882],0.37141147046878004
111835,PB,C,[0.06010093 0.11649335 0.43848448 0.32508793 0.05639241 0.00344089],0.43848447774889127
111835,PE,C,[0.0679954  0.12147431 0.43526047 0.31330047 0.05750827 0.00446107],0.43526046913224925
111835,PI,C,[0.05945494 0.12463042 0.43643142 0.31514333 0.06196169 0.0023782 ],0.43643141792004114
111835,PR,C,[0.04537133 0.09185619 0.49700859 0.32118524 0.04161555 0.0029631 ],0.4970085873360385
111835,RJ,C,[0.04216121 0.08114604 0.51578134 0.31793493 0.03937658 0.0035999 ],0.515781337681451
111835,RN,C,[0.05408418 0.09144819 0.47525415 0.32579811 0.05051721 0.00289816],0.47525414660246124
111835,RO,C,[0.06882513 0.12155874 0.42245056 0.32551377 0.05913145 0.00252036],0.4224505622334238
111835,RR,C,[0.04127257 0.07652623 0.5494411  0.30094583 0.02923474 0.00257954],0.5494411006018917
111835,RS,C,[0.03255659 0.06361056 0.55751664 0.31068285 0.03267584 0.00295752],0.5575166360579101
111835,SC,C,[0.04374937 0.08559805 0.49994998 0.32808697 0.03901431 0.00360132],0.499949981659942
111835,SE,C,[0.05564989 0.11477308 0.44064526 0.32463723 0.06089843 0.00339611],0.44064526088298855
111835,SP,C,[0.04307047 0.08035212 0.51932525 0.31942204 0.03470526 0.00312486],0.519325252339033
111835,TO,C,[0.08452346 0.15068493 0.37540076 0.3160886  0.06965899 0.00364325],0.3754007577965608
111893,AC,C,[0.12572768 0.10365459 0.31621928 0.27312419 0.17238034 0.00889392],0.31621927554980594
111893,AL,C,[0.11871803 0.10645986 0.33530687 0.27418279 0.15677118 0.00856126],0.3353068712474983
111893,AM,C,[0.12339537 0.10945875 0.32172407 0.26606009 0.17177493 0.00758679],0.3217240715797576
111893,AP,C,[0.11885246 0.1109903  0.33430913 0.26104048 0.16652727 0.00828036],0.33430913348946134
111893,BA,C,[0.11258181 0.10467199 0.3464276  0.27788246 0.1517381  0.00669805],0.346427596492513
111893,CE,C,[0.11562721 0.10751534 0.32929684 0.28629537 0.15579769 0.00546754],0.32929684158130923
111893,DF,C,[0.08838183 0.07836434 0.36834155 0.31411989 0.12556315 0.02522924],0.36834154873588804
111893,ES,C,[0.08584977 0.07854774 0.35404666 0.32530401 0.15054983 0.00570198],0.35404666317565603
111893,GO,C,[0.10328838 0.09276732 0.34345332 0.2982729  0.15495458 0.0072635 ],0.34345331552920805
111893,MA,C,[0.12592693 0.11656933 0.3317262  0.25533071 0.16316719 0.00727964],0.3317261985603694
111893,MG,C,[0.08678303 0.08005407 0.36582628 0.32705101 0.13540785 0.00487776],0.3658262811471556
111893,MS,C,[0.09921393 0.08828885 0.34831461 0.30603544 0.15179642 0.00635076],0.34831460674157305
111893,MT,C,[0.10707924 0.09730032 0.3320644  0.29616177 0.16012992 0.00726435],0.33206440121538083
111893,PA,C,[0.12707956 0.10851385 0.33620179 0.25667163 0.16307137 0.0084618 ],0.33620179106620485
111893,PB,C,[0.11753546 0.10213639 0.33948043 0.28007178 0.15513587 0.00564006],0.33948043069560757
111893,PE,C,[0.1150634  0.10224044 0.34553342 0.28121842 0.14827915 0.00766517],0.3455334159595767
111893,PI,C,[0.11639823 0.10749459 0.33203839 0.27216984 0.16675416 0.00514479],0.3320383864261565
111893,PR,C,[0.10656033 0.09165106 0.35733866 0.3134171  0.12718771 0.00384515],0.35733865866213516
111893,RJ,C,[0.10096894 0.09000887 0.3797693  0.29861934 0.12433008 0.00630346],0.3797692990239574
111893,RN,C,[0.11665041 0.0991911  0.34595453 0.27931081 0.15229572 0.00659744],0.345954525462299
111893,RO,C,[0.11119681 0.09859879 0.32079959 0.2880833  0.17560098 0.00572053],0.3207995886360715
111893,RR,C,[0.10677411 0.09443465 0.32963989 0.30773105 0.15487283 0.00654747],0.3296398891966759
111893,RS,C,[0.09492329 0.08009339 0.38109872 0.30723509 0.13099152 0.005658  ],0.38109872307985515
111893,SC,C,[0.0940101  0.07829889 0.37293089 0.32119143 0.12882259 0.0047461 ],0.3729308893668755
111893,SE,C,[0.11228102 0.10293183 0.35115428 0.28077819 0.1461983  0.00665638],0.351154276723851
111893,SP,C,[0.08485029 0.0734676  0.37989251 0.33132051 0.12454237 0.00592672],0.37989250625692156
111893,TO,C,[0.10891629 0.09965261 0.32811116 0.28908113 0.16844902 0.0057898 ],0.3281111640896397
111914,AC,B,[0.28571429 0.42857143 0.14285714 0.         0.14285714 0.        ],0.42857142857142855
111914,AL,B,[0.22222222 0.33333333 0.         0.44444444 0.         0.        ],0.3333333333333333
111914,AM,B,[0.15789474 0.21052632 0.15789474 0.31578947 0.15789474 0.        ],0.21052631578947367
111914,AP,B,[0.         0.         0.         0.66666667 0.33333333 0.        ],0.0
111914,BA,B,[0.17021277 0.27659574 0.10638298 0.23404255 0.21276596 0.        ],0.2765957446808511
111914,CE,B,[0.11304348 0.28695652 0.14782609 0.27826087 0.17391304 0.        ],0.28695652173913044
111914,DF,B,[0.26315789 0.15789474 0.21052632 0.26315789 0.10526316 0.        ],0.15789473684210525
111914,ES,B,[0.28571429 0.35714286 0.07142857 0.17857143 0.10714286 0.        ],0.35714285714285715
111914,GO,B,[0.16666667 0.38888889 0.08333333 0.30555556 0.05555556 0.        ],0.3888888888888889
111914,MA,B,[0.16666667 0.5        0.08333333 0.11111111 0.13888889 0.        ],0.5
111914,MG,B,[0.24193548 0.19354839 0.09677419 0.33870968 0.12903226 0.        ],0.1935483870967742
111914,MS,B,[0.2 0.6 0.  0.  0.2 0. ],0.6
111914,MT,B,[0.         0.27272727 0.27272727 0.27272727 0.18181818 0.        ],0.2727272727272727
111914,PA,B,[0.12903226 0.33870968 0.0483871  0.30645161 0.17741935 0.        ],0.3387096774193548
111914,PB,B,[0.18421053 0.39473684 0.13157895 0.15789474 0.10526316 0.02631579],0.39473684210526316
111914,PE,B,[0.14754098 0.40983607 0.14754098 0.13114754 0.16393443 0.        ],0.4098360655737705
111914,PI,B,[0.05 0.35 0.2  0.25 0.15 0.  ],0.35
111914,PR,B,[0.04166667 0.25       0.20833333 0.29166667 0.20833333 0.        ],0.25
111914,RJ,B,[0.09090909 0.27272727 0.16363636 0.30909091 0.16363636 0.        ],0.2727272727272727
111914,RN,B,[0.19047619 0.23809524 0.14285714 0.19047619 0.23809524 0.        ],0.23809523809523808
111914,RO,B,[0.         0.57142857 0.28571429 0.14285714 0.         0.        ],0.5714285714285714
111914,RS,B,[0.17142857 0.28571429 0.14285714 0.28571429 0.11428571 0.        ],0.2857142857142857
111914,SC,B,[0.15789474 0.21052632 0.26315789 0.21052632 0.15789474 0.        ],0.21052631578947367
111914,SE,B,[0.2        0.26666667 0.         0.2        0.33333333 0.        ],0.26666666666666666
111914,SP,B,[0.20833333 0.28125    0.08333333 0.32291667 0.10416667 0.        ],0.28125
111914,TO,B,[0.   0.25 0.   0.5  0.25 0.  ],0.25
111918,AC,D,[0.10562537 0.1385398  0.07660084 0.59754638 0.07809695 0.00359066],0.5975463794135248
111918,AL,D,[0.12814141 0.14655221 0.09775795 0.5315412  0.08939967 0.00660756],0.5315411983961146
111918,AM,D,[0.12361489 0.16704997 0.09303784 0.52017562 0.09115618 0.0049655 ],0.5201756219945641
111918,AP,D,[0.11401367 0.14257812 0.08691406 0.56665039 0.0847168  0.00512695],0.566650390625
111918,BA,D,[0.1202601  0.15444771 0.09107255 0.53636129 0.09269819 0.00516016],0.5363612852375029
111918,CE,D,[0.10456463 0.14229147 0.07794094 0.59873448 0.07402101 0.00244747],0.5987344794651385
111918,DF,D,[0.04970188 0.09139041 0.04302409 0.76327212 0.0459814  0.0066301 ],0.7632721202003339
111918,ES,D,[0.0909314  0.12871724 0.06830896 0.64545098 0.06242026 0.00417116],0.6454509765433311
111918,GO,D,[0.09681936 0.13480444 0.06909146 0.62660173 0.06903059 0.00365241],0.6266017348957541
111918,MA,D,[0.1394148  0.17426038 0.10879096 0.47101614 0.10145163 0.00506609],0.4710161400318254
111918,MG,D,[0.08847731 0.12332319 0.06516735 0.65439873 0.06536138 0.00327204],0.6543987299907396
111918,MS,D,[0.10029851 0.14619403 0.06731343 0.60843284 0.07335821 0.00440299],0.6084328358208955
111918,MT,D,[0.09641571 0.13765848 0.06933792 0.62012835 0.07207701 0.00438253],0.6201283455939897
111918,PA,D,[0.13488382 0.16857271 0.10162245 0.49470939 0.09435455 0.00585708],0.49470939056454544
111918,PB,D,[0.10800581 0.14482337 0.07818474 0.5869399  0.07776418 0.004282  ],0.5869398990671356
111918,PE,D,[0.10931429 0.15187437 0.08441862 0.57308606 0.07704346 0.0042632 ],0.5730860555475608
111918,PI,D,[0.11190384 0.15226893 0.08304409 0.5677465  0.08214423 0.0028924 ],0.5677464969790461
111918,PR,D,[0.08032462 0.12507313 0.05705388 0.67749363 0.05728036 0.00277437],0.6774936302727187
111918,RJ,D,[0.07252745 0.11893443 0.05461264 0.70098574 0.04930808 0.00363167],0.7009857380329708
111918,RN,D,[0.0876137  0.12346174 0.06576601 0.64918851 0.0709827  0.00298734],0.6491885143570537
111918,RO,D,[0.10275301 0.14579294 0.07774331 0.59538581 0.0756107  0.00271423],0.5953858084528887
111918,RR,D,[0.06104901 0.11263972 0.03783319 0.74032674 0.0455718  0.00257954],0.7403267411865864
111918,RS,D,[0.05635986 0.10212989 0.04386195 0.74939776 0.04534071 0.00290982],0.7493977627781621
111918,SC,D,[0.07192637 0.11374171 0.05275268 0.7040915  0.05348628 0.00400147],0.7040915002167462
111918,SE,D,[0.10643717 0.131908   0.07911392 0.59686632 0.08235567 0.00331893],0.5968663167644335
111918,SP,D,[0.06906946 0.11450892 0.04904826 0.71351339 0.05079965 0.00306033],0.7135133889477808
111918,TO,D,[0.1369863  0.16248907 0.09997085 0.50510055 0.09122705 0.00422617],0.5051005537744098
111926,AC,B,[0.09823739 0.41251617 0.09306274 0.04010349 0.35195666 0.00412354],0.41251617076326
111926,AL,B,[0.09436847 0.41355348 0.09331221 0.04094396 0.35395819 0.00386369],0.413553480097843
111926,AM,B,[0.09739135 0.38986778 0.0991781  0.04296435 0.36743726 0.00316116],0.38986778086258556
111926,AP,B,[0.09476414 0.40306122 0.09108397 0.04089997 0.36508866 0.00510204],0.4030612244897959
111926,BA,B,[0.09329995 0.42021932 0.09096296 0.03843721 0.35312565 0.00395491],0.42021931781108307
111926,CE,B,[0.10491768 0.4354278  0.10185336 0.04194374 0.31273867 0.00311875],0.43542779812874777
111926,DF,B,[0.08957439 0.47021254 0.05785233 0.03400117 0.34128372 0.00707585],0.4702125404144803
111926,ES,B,[0.08515157 0.49051609 0.07377669 0.02952813 0.31774015 0.00328737],0.4905160877407343
111926,GO,B,[0.09879822 0.45490029 0.08557719 0.03583325 0.32178022 0.00311083],0.4549002920072195
111926,MA,B,[0.10522885 0.38578025 0.11388021 0.0441532  0.34701888 0.00393861],0.38578025261442345
111926,MG,B,[0.08322167 0.50501293 0.06265867 0.03246944 0.31420428 0.002433  ],0.5050129290079924
111926,MS,B,[0.09272994 0.46147355 0.08038371 0.03512901 0.32646445 0.00381934],0.4614735533152729
111926,MT,B,[0.09426187 0.44036601 0.08734677 0.03551846 0.3393986  0.0031083 ],0.44036601124576535
111926,PA,B,[0.09475781 0.41356939 0.09335798 0.04294611 0.35150123 0.00386748],0.41356939035552126
111926,PB,B,[0.08875406 0.43879679 0.09218937 0.03683131 0.34091608 0.00251239],0.4387967868740386
111926,PE,B,[0.09120031 0.45399943 0.08571837 0.03472209 0.33090857 0.00345123],0.4539994279721613
111926,PI,B,[0.09863296 0.41597195 0.1048277  0.04092732 0.33644821 0.00319187],0.4159719451502488
111926,PR,B,[0.08961685 0.48074323 0.06495826 0.03019065 0.33224594 0.00224507],0.4807432306719093
111926,RJ,B,[0.08786513 0.47941083 0.06392192 0.03312156 0.33243656 0.00324401],0.47941082519964506
111926,RN,B,[0.09148452 0.45640908 0.07874859 0.03560706 0.33459545 0.0031553 ],0.4564090796091255
111926,RO,B,[0.09487081 0.45494279 0.08510091 0.03567297 0.32677722 0.0026353 ],0.4549427947036894
111926,RR,B,[0.07907328 0.45454545 0.06900025 0.03198187 0.36237723 0.00302191],0.45454545454545453
111926,RS,B,[0.09538784 0.47210311 0.0609515  0.02946922 0.33915809 0.00293025],0.47210310653706883
111926,SC,B,[0.09312167 0.46965304 0.0594314  0.02835967 0.34709623 0.00233798],0.46965304404750774
111926,SE,B,[0.08774318 0.43251339 0.09185804 0.04018033 0.3442861  0.00341896],0.43251338839974585
111926,SP,B,[0.08899222 0.48545583 0.05910801 0.03074782 0.33324754 0.00244858],0.48545583239916956
111926,TO,B,[0.10026565 0.43607384 0.10190042 0.03909815 0.31966487 0.00299707],0.4360738369320891
111929,AC,A,[0.23900388 0.19784929 0.30320181 0.11440815 0.14157503 0.00396184],0.2390038809831824
111929,AL,A,[0.2439682  0.21016789 0.28574605 0.12630643 0.13080943 0.003002  ],0.24396820102290415
111929,AM,A,[0.23332142 0.21001127 0.28766596 0.12611672 0.13983342 0.00305121],0.23332142169933204
111929,AP,A,[0.22984276 0.20416527 0.29700569 0.11910338 0.14603546 0.00384744],0.2298427567748411
111929,BA,A,[0.25384006 0.2050029  0.28578562 0.12426012 0.12770236 0.00340895],0.2538400591239272
111929,CE,A,[0.26175755 0.20691881 0.27952122 0.13551413 0.11376063 0.00252767],0.2617575460618929
111929,DF,A,[0.27693857 0.18124238 0.28094027 0.13987385 0.1143001  0.00670483],0.2769385699899295
111929,ES,A,[0.27474254 0.19692209 0.26936056 0.14493513 0.1115087  0.00253098],0.2747425379647408
111929,GO,A,[0.26694449 0.19530734 0.28613773 0.12835111 0.12072077 0.00253856],0.2669444892808405
111929,MA,A,[0.23775635 0.21063425 0.29599348 0.11785957 0.13470053 0.00305582],0.23775634931413825
111929,MG,A,[0.30440762 0.20115773 0.24720851 0.15235073 0.09255407 0.00232134],0.30440761636107194
111929,MS,A,[0.26051428 0.2002487  0.28858196 0.11986499 0.12768131 0.00310876],0.26051427810099037
111929,MT,A,[0.24587015 0.20832606 0.28655747 0.12199211 0.13411099 0.00314323],0.24587014982712255
111929,PA,A,[0.24267332 0.20870946 0.29625276 0.11425674 0.13481452 0.00329319],0.2426733188564455
111929,PB,A,[0.24821398 0.20073492 0.29195009 0.12804649 0.12869595 0.00235857],0.2482139805161511
111929,PE,A,[0.25594432 0.20195443 0.28605205 0.1328344  0.12046906 0.00274573],0.25594432262370104
111929,PI,A,[0.23584133 0.20385964 0.30289158 0.12645682 0.12845173 0.0024989 ],0.23584133050544928
111929,PR,A,[0.28392106 0.19988589 0.26183004 0.13890922 0.11336997 0.00208382],0.2839210627504
111929,RJ,A,[0.28464951 0.1910559  0.2748252  0.1435386  0.10311269 0.0028181 ],0.28464951197870453
111929,RN,A,[0.25825636 0.19518865 0.28185417 0.13112654 0.13116478 0.0024095 ],0.258256363184365
111929,RO,A,[0.22419334 0.20510348 0.29991001 0.12366628 0.14494151 0.00218537],0.22419334104640698
111929,RR,A,[0.22336943 0.19717955 0.30345001 0.1380005  0.13623772 0.00176278],0.22336942835557794
