CO_ITEM,RENDA,TX_GABARITO,answer_distribution,correct_probability
63646,Q,C,[0.10584367 0.35873637 0.40539416 0.08503288 0.04191293 0.00308   ],0.4053941563306418
64203,A,A,[0.19981556 0.15191947 0.29645145 0.21202013 0.13556495 0.00422843],0.19981555788833405
64203,B,A,[0.18451889 0.16337559 0.30415047 0.21103842 0.13277203 0.00414459],0.1845188929637339
64203,C,A,[0.16959772 0.17792823 0.30990599 0.21248504 0.1256525  0.00443052],0.1695977162129303
64203,D,A,[0.16160635 0.18557582 0.30791248 0.21655355 0.12427088 0.00408092],0.16160634906867316
64203,E,A,[0.15554118 0.19256778 0.30464017 0.21867596 0.1241435  0.00443141],0.15554118264834335
64203,F,A,[0.14441671 0.20374993 0.30158096 0.22215566 0.12373662 0.00436013],0.14441670827092695
64203,G,A,[0.14153571 0.20785714 0.29411607 0.22633929 0.12584821 0.00430357],0.1415357142857143
64203,H,A,[0.13810169 0.21192399 0.2898548  0.23048695 0.12504785 0.00458471],0.13810168541948736
64203,I,A,[0.13220384 0.21687173 0.28835237 0.23220163 0.12502485 0.00534559],0.13220383910229508
64203,J,A,[0.13055678 0.21719528 0.284255   0.23696324 0.12576455 0.00526515],0.13055678163818651
64203,K,A,[0.1258735  0.2256764  0.27486114 0.24086185 0.12712775 0.00559935],0.12587349937287223
64203,L,A,[0.12631765 0.22274496 0.28231341 0.23746021 0.12642377 0.00474001],0.12631765122037494
64203,M,A,[0.12719562 0.22710554 0.27173097 0.24005405 0.12772106 0.00619276],0.12719561627383275
64203,N,A,[0.12313238 0.23309999 0.27201964 0.2409884  0.12516978 0.0055898 ],0.12313237906174904
64203,O,A,[0.12293144 0.23500748 0.26052974 0.24986732 0.12679114 0.00487287],0.12293144208037825
64203,P,A,[0.12049097 0.23481803 0.25942006 0.24634186 0.13276518 0.00616391],0.12049096853727824
64203,Q,A,[0.11524055 0.23709839 0.25503579 0.25174796 0.13438488 0.00649243],0.11524055268853005
66576,A,A,[0.71320233 0.07283501 0.0713634  0.07785812 0.06136625 0.0033749 ],0.7132023271100472
66576,B,A,[0.78428101 0.05784628 0.05072815 0.05564182 0.04843008 0.00307265],0.7842810101210339
66576,C,A,[0.85489173 0.04089469 0.03018944 0.03658101 0.03487259 0.00257052],0.854891731692914
66576,D,A,[0.88141033 0.03436043 0.02300236 0.02907821 0.02978511 0.00236355],0.881410325910185
66576,E,A,[0.90083121 0.02878495 0.01923052 0.02297673 0.02593527 0.00224132],0.9008312094161042
66576,F,A,[0.91588173 0.02476286 0.01612026 0.01858324 0.02276585 0.00188606],0.9158817329561214
66576,G,A,[0.92446429 0.02233036 0.01363393 0.01700893 0.02063393 0.00192857],0.9244642857142857
66576,H,A,[0.93653298 0.01878706 0.01095289 0.01369812 0.01811476 0.00191419],0.9365329847331808
66576,I,A,[0.9441806  0.01601467 0.01013894 0.01170727 0.01630183 0.00165669],0.9441806012679198
66576,J,A,[0.94823129 0.014156   0.00838641 0.01207516 0.01513336 0.00201778],0.9482312882275049
66576,K,A,[0.95211432 0.01290091 0.00828705 0.01066117 0.01419996 0.00183659],0.9521143164307472
66576,L,A,[0.95571277 0.01376017 0.00732225 0.00905554 0.01273435 0.00141493],0.9557127697205519
66576,M,A,[0.95788921 0.01167242 0.007056   0.00908272 0.01324876 0.00105089],0.9578892058249512
66576,N,A,[0.96014001 0.01117961 0.00522411 0.00935116 0.01238115 0.00172396],0.9601400062689374
66576,O,A,[0.96497322 0.00921503 0.00612727 0.00781589 0.01056593 0.00130265],0.964973223331886
66576,P,A,"[9.68590877e-01 9.00466313e-03 4.98472423e-03 6.32470386e-03
 1.01838452e-02 9.11186150e-04]",0.9685908774186632
66576,Q,A,[0.9678292  0.0096554  0.00541035 0.00674213 0.00936408 0.00099883],0.9678291992675212
67229,A,A,[0.20627583 0.17742901 0.2442115  0.18437816 0.18242494 0.00528057],0.20627582619278978
67229,B,A,[0.2012641  0.1865181  0.24383609 0.18424596 0.1785812  0.00555455],0.2012640998936481
67229,C,A,[0.19998989 0.19416414 0.24099758 0.18098355 0.17802961 0.00583522],0.19998989024598296
67229,D,A,[0.20545728 0.19838512 0.23550748 0.17702978 0.17828802 0.00533233],0.2054572828129
67229,E,A,[0.211706   0.20105312 0.22616394 0.17678786 0.17874805 0.00554104],0.21170599841135623
67229,F,A,[0.22087823 0.20166902 0.2182482  0.17338231 0.18030695 0.0055153 ],0.22087823066594164
67229,G,A,[0.22739694 0.205678   0.21085768 0.17129563 0.17948489 0.00528685],0.2273969422019004
67229,H,A,[0.23989838 0.20589005 0.20067811 0.16779063 0.17988642 0.00585642],0.23989837664157218
67229,I,A,[0.25552413 0.20342054 0.19321195 0.16324907 0.17935743 0.00523687],0.255524129397207
67229,J,A,[0.26026361 0.20795232 0.18625843 0.16169515 0.1779971  0.00583339],0.26026360597843223
67229,K,A,[0.2685069  0.19967736 0.18583079 0.15612117 0.18354544 0.00631834],0.2685069008782936
67229,L,A,[0.27602066 0.20257553 0.17388382 0.15806977 0.18400198 0.00544824],0.27602066086464305
67229,M,A,[0.28412162 0.19966216 0.17702703 0.15026276 0.18307057 0.00585586],0.28412162162162163
67229,N,A,[0.2912596  0.1952876  0.1714644  0.14894729 0.18739878 0.00564234],0.29125959981192207
67229,O,A,[0.30103739 0.19942099 0.16231604 0.146731   0.18499397 0.0055006 ],0.30103739445114597
67229,P,A,[0.31471156 0.19268711 0.15671242 0.14706198 0.18346558 0.00536136],0.31471155908213594
67229,Q,A,[0.32255245 0.18889444 0.14885115 0.14498002 0.18968531 0.00503663],0.32255244755244755
67980,A,E,[0.21973138 0.21200051 0.29474438 0.17732932 0.08794357 0.00825084],0.08794356856243071
67980,B,E,[0.21117609 0.21745355 0.29960206 0.17485674 0.08914917 0.0077624 ],0.08914916502388005
67980,C,E,[0.19900716 0.21673556 0.30668494 0.16709035 0.10337673 0.00710526],0.10337673328764917
67980,D,E,[0.18971746 0.21194787 0.30911378 0.16041807 0.1220461  0.00675673],0.12204610013660906
67980,E,E,[0.17834501 0.20707232 0.30566478 0.15565645 0.14688969 0.00637175],0.14688968864867635
67980,F,E,[0.16803683 0.19605037 0.30429911 0.14942031 0.17646863 0.00572475],0.1764686303877517
67980,G,E,[0.15685714 0.188375   0.3011875  0.14564286 0.20210714 0.00583036],0.20210714285714285
67980,H,E,[0.14114571 0.17615201 0.29415005 0.138802   0.24419441 0.00555581],0.244194406835053
67980,I,E,[0.12842659 0.16107442 0.28278589 0.13280025 0.28925802 0.00565483],0.28925802390051025
67980,J,E,[0.11898606 0.15000946 0.2804086  0.12957942 0.31537297 0.00564348],0.315372974336339
67980,K,E,[0.10885146 0.14992833 0.26330407 0.12788927 0.34541301 0.00461387],0.34541300842142986
67980,L,E,[0.11039972 0.13979484 0.2629289  0.12118854 0.36112487 0.00456314],0.3611248673505483
67980,M,E,[0.10264975 0.1336511  0.25821949 0.11792524 0.38286293 0.00469149],0.38286293349346945
67980,N,E,[0.09439975 0.12428168 0.25091422 0.11498276 0.41071988 0.0047017 ],0.4107198829798349
67980,O,E,[0.08631254 0.11719014 0.23901192 0.11231727 0.44111545 0.00405268],0.441115453273508
67980,P,E,[0.07616444 0.10885995 0.23138768 0.105108   0.47521038 0.00326955],0.4752103768022726
67980,Q,E,[0.07266522 0.09455635 0.21928583 0.09938405 0.51044615 0.00366239],0.51044614616281
68123,A,B,[0.07305085 0.12651944 0.09318251 0.10572065 0.5963661  0.00516045],0.12651944000235457
68123,B,B,[0.0738428  0.16206503 0.09728234 0.11385521 0.54842091 0.00453372],0.16206502865240105
68123,C,B,[0.07461782 0.2213145  0.10077463 0.12229566 0.4769016  0.00409579],0.2213145038794696
68123,D,B,[0.07394236 0.26204653 0.09795086 0.12262723 0.43967301 0.00376   ],0.2620465338161632
68123,E,B,[0.07323992 0.3133557  0.09359111 0.12190218 0.39460674 0.00330435],0.31335570383842004
68123,F,B,[0.07076053 0.36359905 0.08773506 0.11841127 0.35630998 0.00318411],0.363599045875631
68123,G,B,[0.07069643 0.39974107 0.0850625  0.11497321 0.32666964 0.00285714],0.3997410714285714
68123,H,B,[0.06976983 0.45370932 0.07848172 0.11033195 0.28512069 0.00258649],0.45370932349782905
68123,I,B,[0.06909501 0.50657154 0.0734024  0.10240551 0.246162   0.00236354],0.50657153586181
68123,J,B,[0.0663661  0.5369191  0.06545179 0.10252853 0.22621225 0.00252223],0.5369190995649158
68123,K,B,[0.06504211 0.56293675 0.06351908 0.09684644 0.20878875 0.00286687],0.5629367496864361
68123,L,B,[0.06278741 0.58447117 0.0569862  0.09571984 0.1970994  0.00293597],0.5844711708524938
68123,M,B,[0.06162738 0.59885903 0.0603513  0.09600661 0.18101636 0.00213932],0.5988590301756493
68123,N,B,[0.06357747 0.62339358 0.05349493 0.091422   0.1651865  0.0029255 ],0.6233935847873785
68123,O,B,[0.06194818 0.64818835 0.05046558 0.08182564 0.15467747 0.00289477],0.6481883533555266
68123,P,B,[0.05799432 0.67293777 0.04797127 0.08291794 0.13630273 0.00187597],0.6729377713458755
68123,Q,B,[0.05897286 0.69518895 0.04132679 0.07820043 0.12381388 0.00249709],0.6951889462293991
68369,A,A,[0.17797683 0.21010704 0.16601752 0.19060326 0.25097862 0.00431673],0.17797682700703432
68369,B,A,[0.18923617 0.19931315 0.15013785 0.19914245 0.25809187 0.00407852],0.18923616847097866
68369,C,A,[0.22374292 0.18089981 0.12928407 0.19810084 0.26374078 0.00423157],0.22374292237587118
68369,D,A,[0.24790424 0.17201466 0.12146931 0.19687317 0.2577878  0.00395082],0.24790424355443763
68369,E,A,[0.28219496 0.1647434  0.11419204 0.1902112  0.24468807 0.00397034],0.2821949563903226
68369,F,A,[0.31548233 0.15534476 0.10615188 0.18458978 0.23443723 0.00399401],0.31548233205746934
68369,G,A,[0.34132143 0.15207143 0.10185714 0.17851786 0.22220536 0.00402679],0.34132142857142855
68369,H,A,[0.3794855  0.14321864 0.09634437 0.17071759 0.20632149 0.00391241],0.3794855035249078
68369,I,A,[0.41998189 0.13445694 0.08988094 0.16091979 0.19040887 0.00435157],0.4199818868591372
68369,J,A,[0.4359039  0.13147109 0.08651239 0.16012989 0.18213633 0.0038464 ],0.43590390314647837
68369,K,A,[0.46223795 0.12999462 0.08179538 0.15337753 0.16708475 0.00550977],0.46223795018813835
68369,L,A,[0.47237354 0.12833392 0.08489565 0.14814291 0.16232756 0.00392642],0.4723735408560311
68369,M,A,[0.49001651 0.12040234 0.07949257 0.14502327 0.16097433 0.00409098],0.4900165140369314
68369,N,A,[0.51467976 0.12088601 0.07151813 0.1397973  0.14857382 0.00454498],0.5146797617803782
68369,O,A,[0.5337     0.11559801 0.07415448 0.13200174 0.13943166 0.0051141 ],0.5337000048246249
68369,P,A,[0.55560915 0.10794876 0.06989334 0.12981723 0.13276518 0.00396634],0.5556091547408479
68369,Q,A,[0.5882304  0.10233894 0.06371733 0.11923589 0.12244049 0.00403696],0.5882303978691527
68538,A,D,[0.35714286 0.14285714 0.21428571 0.21428571 0.07142857 0.        ],0.21428571428571427
68538,B,D,[0.30714286 0.19285714 0.18571429 0.17857143 0.13571429 0.        ],0.17857142857142858
68538,C,D,[0.25       0.21428571 0.25       0.17857143 0.08928571 0.01785714],0.17857142857142858
68538,D,D,[0.34210526 0.13157895 0.21052632 0.13157895 0.18421053 0.        ],0.13157894736842105
68538,E,D,[0.1875 0.0625 0.375  0.1875 0.1875 0.    ],0.1875
68538,F,D,[0.25  0.375 0.    0.25  0.125 0.   ],0.25
68538,G,D,[0.2 0.1 0.2 0.3 0.1 0.1],0.3
68538,H,D,[0.   0.25 0.25 0.25 0.25 0.  ],0.25
68538,I,D,[0.33333333 0.66666667 0.         0.         0.         0.        ],0.0
68538,J,D,[0.         0.33333333 0.33333333 0.         0.33333333 0.        ],0.0
68538,K,D,[1. 0. 0. 0. 0. 0.],0.0
68538,M,D,[0.5 0.  0.  0.5 0.  0. ],0.5
68538,N,D,[0.5 0.  0.5 0.  0.  0. ],0.0
68538,O,D,[0.33333333 0.66666667 0.         0.         0.         0.        ],0.0
68538,Q,D,[0.5 0.  0.  0.  0.5 0. ],0.0
75825,A,B,[0.1497513  0.2369002  0.26411522 0.1442769  0.19760814 0.00734825],0.23690019523393735
75825,B,B,[0.1343983  0.26675918 0.27526129 0.14115483 0.17622236 0.00620404],0.26675917666105
75825,C,B,[0.11087673 0.32302387 0.27509655 0.13445038 0.15113668 0.00541578],0.32302387050118897
75825,D,B,[0.10043151 0.35770323 0.27081987 0.12983065 0.13608431 0.00513043],0.3577032330810764
75825,E,B,[0.09211824 0.38794042 0.27062975 0.12101205 0.12377848 0.00452106],0.38794041931889495
75825,F,B,[0.08472846 0.42445221 0.26113053 0.11443945 0.11138847 0.00386088],0.42445221057302934
75825,G,B,[0.08021429 0.44822321 0.25384821 0.11089286 0.10294643 0.003875  ],0.44822321428571427
75825,H,B,[0.07349549 0.48200196 0.24759326 0.10040618 0.092544   0.0039591 ],0.4820019608758579
75825,I,B,[0.06933799 0.51014999 0.24242893 0.09374655 0.08060348 0.00373307],0.5101499856420225
75825,J,B,[0.06560943 0.52828047 0.23447254 0.08966517 0.07822057 0.00375181],0.5282804716564726
75825,K,B,[0.06302634 0.54560115 0.22984232 0.08479663 0.0728812  0.00385236],0.5456011467478946
75825,L,B,[0.06154935 0.55613725 0.22302794 0.08457729 0.07187832 0.00282985],0.5561372479660417
75825,M,B,[0.06016364 0.56860832 0.22012461 0.08369614 0.06421708 0.00319021],0.5686083170695091
75825,N,B,[0.06070421 0.57883189 0.21763661 0.07815275 0.06138335 0.00329119],0.5788318879949849
75825,O,B,[0.05316737 0.59405606 0.21628793 0.07589135 0.05784725 0.00275004],0.5940560621411686
75825,P,B,[0.05027604 0.61242429 0.20769684 0.07176931 0.05488557 0.00294796],0.6124242911507745
75825,Q,B,[0.05064924 0.61927751 0.20292992 0.07037623 0.05406193 0.00270518],0.6192775095721658
75829,A,C,[0.24952663 0.25518743 0.21888766 0.14809328 0.12382148 0.00448351],0.2188876570946443
75829,B,C,[0.23991292 0.24882252 0.23548199 0.1526525  0.11876154 0.00436853],0.23548198808383167
75829,C,C,[0.23223449 0.23331133 0.26190604 0.15414615 0.11397777 0.00442421],0.26190604009890517
75829,D,C,[0.22135872 0.22741722 0.27804931 0.15594249 0.11247913 0.00475313],0.27804930936530997
75829,E,C,[0.21276528 0.21752968 0.29465029 0.15883912 0.11160491 0.00461071],0.29465029009080546
75829,F,C,[0.20309536 0.20951905 0.31812282 0.15638764 0.10820436 0.00467077],0.3181228157763355
75829,G,C,[0.195875   0.20092857 0.33173214 0.15996429 0.10684821 0.00465179],0.33173214285714286
75829,H,C,[0.18340726 0.1956674  0.35145432 0.15980204 0.10490686 0.00476213],0.3514543162612634
75829,I,C,[0.17207484 0.18420181 0.37160655 0.16065472 0.10578516 0.00567692],0.371606547237746
75829,J,C,[0.16640393 0.18024466 0.38549089 0.16328268 0.09953339 0.00504445],0.38549088845450535
75829,K,C,[0.16094786 0.17443111 0.39365705 0.16448665 0.10034044 0.00613689],0.39365705070775847
75829,L,C,[0.15525292 0.16805801 0.40604881 0.16448532 0.10063672 0.00551822],0.40604881499823137
75829,M,C,[0.14896412 0.16911875 0.42088275 0.15977331 0.09548116 0.00577991],0.4208827503377871
75829,N,C,[0.15014105 0.16168634 0.42163828 0.16408944 0.09774318 0.0047017 ],0.42163828231114825
75829,O,C,[0.14517296 0.15515994 0.44290056 0.15916437 0.09239157 0.00521059],0.4429005644811116
75829,P,C,[0.14064426 0.15634882 0.45060835 0.15575923 0.09095782 0.00568151],0.45060835075306854
75829,Q,C,[0.13446812 0.14354087 0.47619444 0.1530298  0.08644082 0.00632595],0.47619443982020976
75845,A,D,[0.10679898 0.20479373 0.29708587 0.27990931 0.10778049 0.00363162],0.2799093077353435
75845,B,D,[0.09927831 0.22150954 0.30927282 0.27601719 0.09016585 0.0037563 ],0.27601718529294533
75845,C,D,[0.09382454 0.24290819 0.31395742 0.27046982 0.07477087 0.00406916],0.2704698177406667
75845,D,D,[0.09579139 0.25380944 0.31203141 0.26671729 0.0675807  0.00406977],0.26671728566469977
75845,E,D,[0.09722115 0.2665014  0.31009942 0.25910267 0.06262331 0.00445205],0.259102672508776
75845,F,D,[0.0986983  0.27628644 0.31083196 0.25062976 0.05911467 0.00443887],0.25062976485079846
75845,G,D,[0.10078945 0.281989   0.30760163 0.25008037 0.05509216 0.00444738],0.25008037436593555
75845,H,D,[0.1021651  0.29179354 0.30532775 0.24296202 0.05276382 0.00498776],0.24296202200594047
75845,I,D,[0.10299187 0.29739703 0.30506452 0.23753756 0.05199311 0.00501591],0.237537564079901
75845,J,D,[0.10764962 0.30078199 0.30109731 0.23611024 0.04959955 0.0047613 ],0.2361102352273444
75845,K,D,[0.10544004 0.30363864 0.29642409 0.24090339 0.0472755  0.00631834],0.24090338770388958
75845,L,D,[0.10822189 0.30266044 0.30372179 0.23363759 0.0465577  0.00520059],0.23363758579211774
75845,M,D,[0.10814565 0.30773273 0.30228979 0.23036787 0.04515766 0.00630631],0.23036786786786786
75845,N,D,[0.10772687 0.3095972  0.30249203 0.22987305 0.04357139 0.00673946],0.2298730473851941
75845,O,D,[0.10986731 0.3200965  0.2985766  0.22504222 0.040193   0.00622437],0.2250422195416164
75845,P,D,[0.11355351 0.31326399 0.29305168 0.23016299 0.04358782 0.00638001],0.23016298520265924
75845,Q,D,[0.11330336 0.3261322  0.28800366 0.2255661  0.04070929 0.00628538],0.22556610056610057
76318,A,C,[0.19934801 0.16883733 0.3387033  0.09387413 0.19031191 0.00892532],0.3387032963554937
76318,B,C,[0.21218737 0.15632831 0.34976757 0.07774597 0.1959672  0.00800358],0.34976756716118684
76318,C,C,[0.23401952 0.13747491 0.36521937 0.06337105 0.19321585 0.0066993 ],0.3652193735080132
76318,D,C,[0.2432672  0.1323379  0.36917667 0.05669676 0.19204434 0.00647713],0.36917667455609776
76318,E,C,[0.25546295 0.12360482 0.37780052 0.05093337 0.18646326 0.00573508],0.3778005231434095
76318,F,C,[0.25994547 0.11714587 0.38434131 0.04563763 0.18654728 0.00638245],0.384341306233734
76318,G,C,[0.27291474 0.11567265 0.38348619 0.04243773 0.18095729 0.00453139],0.3834861887447767
76318,H,C,[0.28192049 0.11099776 0.39202975 0.03794261 0.1729301  0.00417928],0.39202974858496775
76318,I,C,[0.28638867 0.10437975 0.40431856 0.03260775 0.1663607  0.00594458],0.4043185593146254
76318,J,C,[0.28330102 0.1064802  0.41152035 0.03447798 0.16062033 0.00360011],0.4115203544724453
76318,K,C,[0.29561587 0.10041754 0.41899791 0.0308977  0.15156576 0.00250522],0.41899791231732775
76318,L,C,[0.29661492 0.099121   0.40770526 0.03198055 0.16121189 0.00336637],0.40770525528333645
76318,M,C,[0.30838455 0.0976734  0.41220369 0.03182616 0.14661984 0.00329236],0.4122036874451273
76318,N,C,[0.30023641 0.09321175 0.42451874 0.02634245 0.14994934 0.0057413 ],0.42451874366767983
76318,O,C,[0.30925076 0.10474006 0.40711009 0.02675841 0.15022936 0.00191131],0.40711009174311924
76318,P,C,[0.3151751  0.10749027 0.41682879 0.02188716 0.13375486 0.00486381],0.4168287937743191
76318,Q,C,[0.29731212 0.09544707 0.41854087 0.03949534 0.14207351 0.0071311 ],0.4185408667032364
78112,A,E,[0.12474369 0.18420665 0.14707296 0.11042981 0.42840605 0.00514083],0.4284060473466825
78112,B,E,[0.12203794 0.17287622 0.14901084 0.09816338 0.45282724 0.00508438],0.4528272449275522
78112,C,E,[0.11852514 0.15731352 0.14875247 0.08160939 0.48899949 0.00479999],0.48899948526369974
78112,D,E,[0.12040245 0.15106794 0.15352256 0.0746189  0.4958215  0.00456665],0.4958214974955006
78112,E,E,[0.12130022 0.14873397 0.15524661 0.06924397 0.50129997 0.00417526],0.5012999654196391
78112,F,E,[0.12347035 0.14380651 0.15893937 0.06503578 0.50495368 0.00379431],0.5049536805902257
78112,G,E,[0.12592857 0.14055357 0.16025    0.06203571 0.507125   0.00410714],0.507125
78112,H,E,[0.12848406 0.13795229 0.16549792 0.05863019 0.50502825 0.0044073 ],0.5050282459498576
78112,I,E,[0.1308564  0.1322922  0.16871728 0.05511254 0.5093106  0.00371098],0.5093105961874047
78112,J,E,[0.13695693 0.13191248 0.16580491 0.05328205 0.50813418 0.00390945],0.5081341824831326
78112,K,E,[0.13447411 0.12403691 0.16538255 0.04999104 0.52163591 0.00447948],0.521635907543451
78112,L,E,[0.13929961 0.12603467 0.17152458 0.05228157 0.50746374 0.00339583],0.5074637424831977
78112,M,E,[0.14003153 0.12700796 0.17092028 0.04875394 0.50900766 0.00427864],0.5090076565080318
78112,N,E,[0.14340194 0.1241772  0.16675374 0.04644238 0.51520217 0.00402257],0.5152021732316372
78112,O,E,[0.14676509 0.12225599 0.17074347 0.04511024 0.51121725 0.00390795],0.5112172528585902
78112,P,E,[0.14798735 0.11893659 0.17317897 0.04271855 0.5128906  0.00428793],0.5128906040628183
78112,Q,E,[0.14179291 0.11865324 0.17654403 0.04224238 0.51673048 0.00403696],0.5167304811053771
78377,A,B,[0.2388231  0.25069411 0.23180842 0.17041274 0.10512219 0.00313944],0.2506941106064025
78377,B,B,[0.23289942 0.26957486 0.23467803 0.16494679 0.09443729 0.00346362],0.2695748578393043
78377,C,B,[0.23017239 0.29136285 0.2382787  0.15479036 0.08135044 0.00404526],0.29136285119699873
78377,D,B,[0.22520112 0.3000889  0.24202789 0.15312358 0.07562938 0.00392914],0.30008890430860635
78377,E,B,[0.21443666 0.31196609 0.2428694  0.15342794 0.07287491 0.00442501],0.31196608563121964
78377,F,B,[0.20690076 0.32140678 0.24444444 0.15289288 0.07010595 0.00424918],0.3214067787208077
78377,G,B,[0.20240179 0.32509821 0.24461607 0.15557143 0.06782143 0.00449107],0.3250982142857143
78377,H,B,[0.19400532 0.32857743 0.24739717 0.15785051 0.06722069 0.00494888],0.3285774312526262
78377,I,B,[0.18599103 0.33509311 0.24854764 0.15937355 0.06511895 0.00587573],0.335093105961874
78377,J,B,[0.17980327 0.33719024 0.24591714 0.16435463 0.06721735 0.00551737],0.33719023898102024
78377,K,B,[0.17747715 0.34380039 0.24337036 0.16211252 0.0659828  0.00725676],0.3438003941945888
78377,L,B,[0.17343474 0.33441811 0.25164485 0.16508666 0.06911921 0.00629643],0.3344181110718076
78377,M,B,[0.17320973 0.34225342 0.24673472 0.16589101 0.06594355 0.00596757],0.3422534154030926
78377,N,B,[0.16852993 0.34406018 0.24558562 0.16805976 0.06807021 0.00569428],0.344060181799185
78377,O,B,[0.16056352 0.34307908 0.24803397 0.17383123 0.06735176 0.00714044],0.34307907560187195
78377,P,B,[0.15597363 0.34930589 0.24548427 0.17237498 0.06844616 0.00841507],0.3493058905504636
78377,Q,B,[0.15007491 0.35029965 0.24205094 0.17941568 0.07062594 0.00753288],0.3502996504078575
78716,A,C,[0.13374015 0.15007505 0.37934248 0.07696534 0.25728694 0.00259004],0.3793424834934121
78716,B,C,[0.13756824 0.15622258 0.40990738 0.07224039 0.22177619 0.00228522],0.40990737987467096
78716,C,C,[0.15099142 0.15400721 0.44652585 0.06525467 0.18122823 0.00199263],0.4465258457622676
78716,D,C,[0.15508381 0.14870005 0.47341761 0.06023375 0.16073032 0.00183446],0.47341761172669516
78716,E,C,[0.15875588 0.14106226 0.50019852 0.05593053 0.14245828 0.00159454],0.5001985168867429
78716,F,C,[0.15942753 0.13295612 0.52672103 0.05170023 0.12774172 0.00145338],0.5267210295667609
78716,G,C,[0.15835714 0.12735714 0.5449375  0.04925    0.11853571 0.0015625 ],0.5449375
78716,H,C,[0.15918577 0.11615855 0.57674028 0.04383024 0.10255381 0.00153135],0.5767402773238713
78716,I,C,[0.15776104 0.10501204 0.60223984 0.04148351 0.09178061 0.00172296],0.6022398444920589
78716,J,C,[0.15647267 0.09565546 0.62210732 0.03985119 0.08446308 0.00145028],0.6221073207642348
78716,K,C,[0.15109299 0.0937108  0.63519083 0.03946425 0.07919728 0.00134385],0.6351908260168428
78716,L,C,[0.15373187 0.08563849 0.64863813 0.03473647 0.07584011 0.00141493],0.6486381322957199
78716,M,C,[0.14727518 0.08347095 0.65992343 0.03374118 0.07412551 0.00146374],0.6599234349196818
78716,N,C,[0.14413332 0.07893637 0.6761049  0.03400899 0.06545815 0.00135827],0.6761049002194128
78716,O,C,[0.1388527  0.07347904 0.69209244 0.03131182 0.06262363 0.00164037],0.6920924398128045
78716,P,C,[0.12938843 0.06694538 0.71319076 0.02958675 0.05987029 0.00101838],0.7131907595004556
78716,Q,C,[0.12402197 0.06022141 0.73031463 0.02996504 0.05385384 0.00162311],0.7303146329282504
81969,A,A,[0.16557604 0.13089503 0.26635207 0.12658812 0.30691952 0.00366922],0.1655760382226844
81969,B,A,[0.18213456 0.12833743 0.25653168 0.12322001 0.30643752 0.0033388 ],0.18213455798944944
81969,C,A,[0.20765978 0.12138935 0.2397187  0.11508619 0.31292493 0.00322105],0.20765978141075642
81969,D,A,[0.22858382 0.11489472 0.22851009 0.11061431 0.31425722 0.00313984],0.22858381941583364
81969,E,A,[0.25116228 0.1103946  0.21809321 0.1042854  0.31291384 0.00315066],0.25116228435302707
81969,F,A,[0.27648527 0.10395518 0.20886448 0.10021634 0.30721695 0.00326177],0.2764852720918622
81969,G,A,[0.2924375  0.09992857 0.19994643 0.09525893 0.30941964 0.00300893],0.2924375
81969,H,A,[0.3175405  0.09439283 0.1887203  0.09050843 0.30594332 0.00289463],0.3175405014239694
81969,I,A,[0.34039451 0.09007974 0.18398091 0.08453535 0.29829251 0.00271697],0.34039451304367035
81969,J,A,[0.36011098 0.08641781 0.17497951 0.08263447 0.29305126 0.00280598],0.36011097799356834
81969,K,A,[0.37175237 0.08269127 0.17335603 0.08188497 0.28695574 0.00335961],0.37175237412650064
81969,L,A,[0.38061549 0.08181818 0.16597099 0.07895295 0.28991864 0.00272374],0.3806154934559604
81969,M,A,[0.39521093 0.07911725 0.16210029 0.07844168 0.28205224 0.00307762],0.39521092928989643
81969,N,A,[0.40852575 0.07700345 0.15567861 0.07669    0.2793334  0.00276878],0.40852575488454707
81969,O,A,[0.42712404 0.07164568 0.15183095 0.070729   0.27577556 0.00289477],0.42712404110580404
81969,P,A,[0.44235408 0.06812456 0.14895214 0.06807097 0.2696039  0.00289436],0.44235407621804146
81969,Q,A,[0.46316797 0.06700516 0.14141835 0.06521558 0.25986349 0.00332945],0.46316797070084903
81994,A,C,[0.18737553 0.12182009 0.30275976 0.16186757 0.22186031 0.00431673],0.3027597641495551
81994,B,C,[0.17361042 0.11094591 0.33595078 0.16417954 0.21084753 0.00446581],0.33595077880933766
81994,C,C,[0.15894615 0.09456937 0.37890592 0.1626093  0.20096821 0.00400105],0.37890591694114006
81994,D,C,[0.149897   0.08779843 0.39892881 0.16030531 0.19940152 0.00366893],0.39892881150118176
81994,E,C,[0.1450326  0.08201309 0.41635395 0.15633525 0.19659576 0.00366936],0.41635394920529206
81994,F,C,[0.13984579 0.07374494 0.43453708 0.15429079 0.19431963 0.00326177],0.4345370832639929
81994,G,C,[0.13740179 0.07136607 0.4425625  0.15265179 0.19240179 0.00361607],0.4425625
81994,H,C,[0.13243382 0.06803305 0.45486717 0.15144498 0.18958868 0.00363229],0.45486717400438864
81994,I,C,[0.12813943 0.06430165 0.46873274 0.14583287 0.18970202 0.00329129],0.46873274281548893
81994,J,C,[0.12343149 0.06147929 0.46982786 0.15101835 0.19086954 0.00337348],0.46982785799861276
81994,K,C,[0.12659022 0.06047303 0.48172371 0.13993908 0.18697366 0.0043003 ],0.48172370542913456
81994,L,C,[0.1253272  0.05769367 0.47591086 0.14633888 0.19197029 0.00275911],0.47591085956844714
