CO_ITEM,TP_COR_RACA,TX_GABARITO,answer_distribution,correct_probability
30053,2,C,[0.11633769 0.24180832 0.27536297 0.23243362 0.13087878 0.00317863],0.2753629676720375
30053,3,C,[0.11146539 0.24157441 0.28835736 0.22834176 0.12733061 0.00293048],0.28835736134759643
30053,4,C,[0.10293994 0.22856822 0.32137141 0.21719597 0.12691994 0.00300452],0.3213714093168225
30053,5,C,[0.14013131 0.2527698  0.24897415 0.21717275 0.13695117 0.00400082],0.24897414854329092
30327,0,D,[0.22571532 0.07516831 0.11120462 0.52206059 0.06236475 0.00348642],0.5220605914883385
30327,1,D,[0.15567409 0.0502489  0.0903879  0.65141975 0.05004054 0.00222882],0.6514197535541193
30327,2,D,[0.25535554 0.08241146 0.12413651 0.46566861 0.06903437 0.00339352],0.4656686081650378
30327,3,D,[0.24354509 0.07626225 0.11826245 0.49470868 0.0643409  0.00288062],0.4947086847373289
30327,4,D,[0.22084632 0.07090108 0.10762924 0.54058911 0.05745093 0.00258333],0.5405891107179962
30327,5,D,[0.31811654 0.1049446  0.13890029 0.36489536 0.07057858 0.00256463],0.3648953631514157
30493,0,D,[0.18973912 0.15174922 0.16548449 0.28928228 0.19974754 0.00399736],0.28928227939408513
30493,1,D,[0.20678168 0.14132502 0.14530407 0.33755989 0.16650503 0.00252432],0.3375598877633231
30493,2,D,[0.16507362 0.15908348 0.18197406 0.26958772 0.22064137 0.00363975],0.2695877188662605
30493,3,D,[0.17076925 0.15457496 0.17376704 0.28139202 0.21660738 0.00288934],0.2813920210206692
30493,4,D,[0.19498498 0.14949597 0.16162637 0.30104175 0.18962177 0.00322916],0.30104175441552244
30493,5,D,[0.16075092 0.15613459 0.19778416 0.23717686 0.24405006 0.00410341],0.23717685679113665
31313,0,D,[0.31699327 0.0748377  0.20999639 0.27999519 0.11568286 0.00249459],0.27999519115171917
31313,1,D,[0.30197071 0.0586477  0.23010666 0.31685899 0.09047504 0.00194091],0.3168589894153035
31313,2,D,[0.35008305 0.08109971 0.19453187 0.25131734 0.12048781 0.00248022],0.2513173387295348
31313,3,D,[0.33879126 0.08095151 0.19304513 0.26468543 0.12022317 0.0023035 ],0.26468542538684564
31313,4,D,[0.32572375 0.07615197 0.19624856 0.28820936 0.11170078 0.00196557],0.2882093617499228
31313,5,D,[0.35207222 0.09827657 0.15869922 0.22548215 0.16146902 0.00400082],0.22548215018465326
31381,0,C,[0.10023443 0.27819187 0.21513585 0.22340106 0.17952032 0.00351647],0.21513584996393365
31381,1,C,[0.09077179 0.26617064 0.24178998 0.23115477 0.16757587 0.00253694],0.24178997800221746
31381,2,C,[0.11022667 0.28894599 0.19003255 0.21964749 0.18816119 0.00298612],0.19003254733241706
31381,3,C,[0.10794408 0.29114076 0.19491361 0.21924618 0.18431477 0.00244061],0.19491360634608818
31381,4,C,[0.10308034 0.27683711 0.2177014  0.21986353 0.18063628 0.00188134],0.2177014011737287
31381,5,C,[0.1243332  0.30406237 0.16936808 0.20188757 0.19757899 0.0027698 ],0.16936807550266722
31516,0,A,[0.3119608  0.10103105 0.28184086 0.1891965  0.11245378 0.003517  ],0.311960801995972
31516,1,A,[0.35237879 0.08784147 0.30504932 0.16587858 0.08639286 0.00245899],0.3523787873047146
31516,2,A,[0.27246512 0.11587648 0.27975497 0.20458616 0.12365442 0.00366284],0.27246511794522754
31516,3,A,[0.28162366 0.10929881 0.28833344 0.19825137 0.11969386 0.00279886],0.28162366150405244
31516,4,A,[0.30274353 0.10053073 0.29226924 0.19176659 0.10968521 0.00300469],0.30274353430119905
31516,5,A,[0.24897415 0.12792368 0.26189988 0.20742716 0.14936397 0.00441116],0.24897414854329092
32369,0,D,[0.28336138 0.22968262 0.20660014 0.20518755 0.07044963 0.00471868],0.20518754508295264
32369,1,D,[0.29629068 0.23437236 0.19531177 0.20930347 0.06069974 0.00402198],0.20930347090155552
32369,2,D,[0.28898181 0.23549584 0.21566749 0.18114583 0.0743082  0.00440083],0.1811458272708144
32369,3,D,[0.28470392 0.23536693 0.21522503 0.1884693  0.07236325 0.00387157],0.18846929541369484
32369,4,D,[0.27964507 0.22458091 0.2051498  0.21716789 0.06938478 0.00407155],0.21716788813073878
32369,5,D,[0.26559294 0.23061141 0.22025031 0.19296266 0.08647928 0.00410341],0.1929626590069758
37769,0,B,[0.14210147 0.27533662 0.31807526 0.13086078 0.13059029 0.00303559],0.2753366193796586
37769,1,B,[0.14114318 0.27817977 0.32623267 0.1236927  0.12871481 0.00203688],0.2781797655758696
37769,2,B,[0.14702709 0.27221568 0.31315727 0.13350226 0.13166672 0.00243098],0.27221568091974196
37769,3,B,[0.14655385 0.27418362 0.31463569 0.13349571 0.12901959 0.00211154],0.2741836167417464
37769,4,B,[0.14621065 0.27624744 0.31839497 0.13396793 0.12318535 0.00199365],0.276247437733412
37769,5,B,[0.14782519 0.26661879 0.3190398  0.13274518 0.13059089 0.00318014],0.2666187935986869
39101,0,E,[0.48797788 0.07438687 0.04941092 0.06443857 0.31906708 0.00471868],0.3190670834335177
39101,1,E,[0.50702995 0.04991426 0.03395892 0.05790392 0.34700429 0.00418867],0.347004285905508
39101,2,E,[0.51307489 0.07980588 0.0507416  0.07152355 0.27961606 0.00523802],0.2796160578778423
39101,3,E,[0.51710796 0.07795373 0.04899795 0.0694764  0.2816837  0.00478026],0.28168369776306373
39101,4,E,[0.5048999  0.06896358 0.04523629 0.07019908 0.30620841 0.00449274],0.3062084070423722
39101,5,E,[0.49774313 0.10874025 0.0697579  0.08063192 0.23533032 0.00779647],0.23533032416906033
39443,0,X,[0.17834816 0.09100745 0.17155566 0.37403823 0.18030176 0.00474874],0.0
39443,1,X,[0.16601002 0.07516498 0.14251709 0.4185981  0.1940654  0.00364441],0.0
39443,2,X,[0.19030116 0.09766886 0.18465127 0.34931301 0.17347683 0.00458886],0.0
39443,3,X,[0.18805172 0.09237053 0.17625876 0.36317494 0.17628369 0.00386035],0.0
39443,4,X,[0.16656839 0.08235757 0.16196333 0.3929464  0.19181198 0.00435234],0.0
39443,5,X,[0.18721789 0.10976611 0.19039803 0.34242922 0.16413623 0.00605252],0.0
40571,0,E,[0.15 0.35 0.25 0.1  0.15 0.  ],0.15
40571,1,E,[0.2808642  0.25308642 0.25       0.06790123 0.14506173 0.00308642],0.14506172839506173
40571,2,E,[0.22077922 0.31168831 0.18181818 0.07792208 0.20779221 0.        ],0.2077922077922078
40571,3,E,[0.26034063 0.32846715 0.20924574 0.06082725 0.14111922 0.        ],0.1411192214111922
40571,4,E,[0.21428571 0.28571429 0.21428571 0.14285714 0.14285714 0.        ],0.14285714285714285
40571,5,E,[0.5  0.25 0.25 0.   0.   0.  ],0.0
41054,0,A,[0.46501563 0.09677807 0.14997596 0.16398173 0.12154364 0.00270498],0.4650156287569127
41054,1,A,[0.48704884 0.10098144 0.15762005 0.15129853 0.10109004 0.00196111],0.487048837097707
41054,2,A,[0.4345718  0.09746292 0.15778069 0.16626449 0.14106829 0.00285181],0.4345718033550166
41054,3,A,[0.4357825  0.0989183  0.15696571 0.16732273 0.13867484 0.00233591],0.43578250388279083
41054,4,A,[0.44955494 0.09850336 0.15808834 0.1642097  0.12759386 0.00204981],0.44955493780361105
41054,5,A,[0.40818629 0.09468609 0.14967173 0.18844891 0.1554165  0.00359048],0.40818629462453837
41810,0,A,[0.51605918 0.12194755 0.12712017 0.112294   0.11833875 0.00424035],0.5160591844099603
41810,1,A,[0.54816985 0.10819582 0.11339938 0.12708477 0.09961419 0.00353599],0.5481698489338963
41810,2,A,[0.48939496 0.13263917 0.13877469 0.10368131 0.13097317 0.0045367 ],0.4893949572305074
41810,3,A,[0.49210011 0.12991256 0.13963512 0.10549644 0.12874401 0.00411176],0.4921001138621208
41810,4,A,[0.50914352 0.12199781 0.13197    0.11112672 0.12135172 0.00441024],0.5091435152672827
41810,5,A,[0.43203285 0.15       0.16776181 0.09219713 0.15030801 0.00770021],0.4320328542094456
42674,0,B,[0.1499459  0.50610123 0.13119139 0.14312335 0.06654244 0.0030957 ],0.5061012262563116
42674,1,B,[0.11579648 0.58059371 0.13283529 0.1071287  0.06119475 0.00245107],0.580593712826652
42674,2,B,[0.16818509 0.46573576 0.13991324 0.15212184 0.07061473 0.00342933],0.46573576222091895
42674,3,B,[0.16642028 0.47315701 0.13478706 0.15506857 0.06748577 0.0030813 ],0.47315701432706186
42674,4,B,[0.15542077 0.49327493 0.14070705 0.14314997 0.06469548 0.0027518 ],0.49327492769494286
42674,5,B,[0.20363151 0.38572015 0.12669265 0.19809192 0.08022158 0.00564218],0.38572014772260976
42940,0,D,[0.09356215 0.11177567 0.0921195  0.63383626 0.06404785 0.00465857],0.6338362587160375
42940,1,D,[0.06860732 0.09717539 0.08223281 0.699013   0.0491932  0.00377826],0.6990130042000359
42940,2,D,[0.09290987 0.10771063 0.0950991  0.63389847 0.06539014 0.00499178],0.6338984720213818
42940,3,D,[0.10051006 0.11645132 0.09744621 0.61296366 0.06822494 0.00440382],0.612963660069454
42940,4,D,[0.09530228 0.11285205 0.09283127 0.63134249 0.06360037 0.00407155],0.6313424872939657
42940,5,D,[0.13079606 0.14033648 0.11181781 0.52656955 0.08309397 0.00738613],0.5265695527287648
43073,0,A,[0.46426425 0.15436403 0.08138976 0.08232147 0.21462491 0.00303559],0.464264246213032
43073,1,A,[0.51877641 0.14125683 0.05211151 0.06655529 0.21929087 0.0020091 ],0.5187764080727568
43073,2,A,[0.43421365 0.16494379 0.0926726  0.08942682 0.21606146 0.00268169],0.4342136483903173
43073,3,A,[0.43963039 0.16178337 0.09148304 0.08634504 0.21844469 0.00231347],0.43963039321515024
43073,4,A,[0.47513548 0.1520793  0.08280684 0.08218909 0.205571   0.00221829],0.4751354842332856
43073,5,A,[0.38254001 0.16475174 0.14269594 0.10350841 0.20352893 0.00297497],0.38254000820681167
43182,0,C,[0.18685381 0.25522962 0.33992546 0.13642101 0.07808367 0.00348642],0.33992546285164704
43182,1,C,[0.14762255 0.25290252 0.39746154 0.12941313 0.06958851 0.00301175],0.3974615417642171
43182,2,C,[0.21278434 0.26228136 0.28488989 0.14938196 0.08689287 0.00376958],0.28488988973304025
43182,3,C,[0.20335229 0.26199801 0.30512753 0.1443563  0.08177544 0.00339043],0.3051275275534803
43182,4,C,[0.18588718 0.24749389 0.34546374 0.14067897 0.07730323 0.003173  ],0.3454637351528936
43182,5,C,[0.24425523 0.25123102 0.2479483  0.1567501  0.09437833 0.00543701],0.24794829708658186
44230,0,A,[0.46528613 0.08785165 0.08141981 0.1079887  0.2491284  0.00832532],0.4652861264727098
44230,1,A,[0.50797199 0.08494402 0.05891163 0.10180604 0.2404148  0.00595152],0.5079719862911638
44230,2,A,[0.41416145 0.09952679 0.08866574 0.11138619 0.27800884 0.00825099],0.41416144730421234
44230,3,A,[0.41747293 0.09366937 0.08574922 0.11266326 0.28321438 0.00723084],0.41747293264760216
44230,4,A,[0.44090641 0.09064106 0.0810659  0.10903322 0.2714739  0.00687951],0.440906410580406
44230,5,A,[0.35391875 0.10597046 0.10412392 0.122897   0.30262618 0.01046368],0.3539187525646286
44570,0,A,[0.52461529 0.05506131 0.12812575 0.04460207 0.24474032 0.00285525],0.5246152921375331
44570,1,A,[0.56876391 0.03953539 0.09958353 0.03397407 0.25586755 0.00227555],0.568763906462701
44570,2,A,[0.48990675 0.05596171 0.15366191 0.04574534 0.25128152 0.00344276],0.4899067454010664
44570,3,A,[0.49696606 0.05738054 0.1450855  0.04541556 0.25232407 0.00282827],0.4969660632863742
44570,4,A,[0.51020695 0.05163845 0.13270435 0.0427372  0.25987701 0.00283604],0.5102069469014124
44570,5,A,[0.44101354 0.07796471 0.16947066 0.05970455 0.24671728 0.00512926],0.44101354123922853
44969,0,B,[0.1658151  0.270107   0.2508716  0.223912   0.08388435 0.00540995],0.2701069968742486
44969,1,B,[0.15549856 0.27203125 0.2631551  0.23459461 0.07066314 0.00405734],0.27203124644840626
44969,2,B,[0.17075038 0.25860579 0.25453178 0.22977879 0.08236669 0.00396657],0.2586057922611666
44969,3,B,[0.16781883 0.26150565 0.25622431 0.22989861 0.08080817 0.00374443],0.26150565030202255
44969,4,B,[0.16030663 0.27843765 0.24791509 0.22994412 0.07949344 0.00390307],0.2784376491730548
44969,5,B,[0.17203529 0.25666803 0.2472302  0.22773902 0.09201888 0.00430858],0.2566680344686089
45201,0,C,[0.14438567 0.24852729 0.30932917 0.19617095 0.0966278  0.00495912],0.30932916566482327
45201,1,C,[0.1237028  0.25725409 0.36350136 0.16770215 0.08426843 0.00357117],0.3635013600236394
45201,2,C,[0.14796277 0.24476758 0.27409152 0.21940125 0.10899103 0.00478585],0.2740915175473548
45201,3,C,[0.15432816 0.2471225  0.2683451  0.22073572 0.1052629  0.00420563],0.2683450959666342
45201,4,C,[0.14430124 0.24283267 0.29803723 0.20666611 0.10406312 0.00409963],0.2980372335944739
45201,5,C,[0.17459992 0.22938039 0.20876077 0.24989741 0.13089865 0.00646286],0.20876077144029545
47309,0,B,[0.16265929 0.2984792  0.19716278 0.15241044 0.1830969  0.00619139],0.29847920173118536
47309,1,B,[0.15734602 0.35589053 0.17637372 0.13713003 0.16828051 0.00497918],0.35589053135631105
47309,2,B,[0.1560705  0.28253054 0.20915355 0.16281725 0.18416328 0.00526488],0.28253054390308324
47309,3,B,[0.15585385 0.2943143  0.2027116  0.15849889 0.18393584 0.00468553],0.29431429789419367
47309,4,B,[0.15084379 0.33100272 0.18712268 0.14767079 0.17780024 0.00555977],0.33100272372448264
47309,5,B,[0.15818629 0.25194912 0.21245384 0.17377924 0.19768158 0.00594994],0.25194911776774725
49544,0,C,[0.15965376 0.13311493 0.27692955 0.20840346 0.21805121 0.00384708],0.27692955037268574
49544,1,C,[0.14494038 0.1190772  0.31530323 0.22215614 0.19517034 0.0033527 ],0.3153032334972433
49544,2,C,[0.16009079 0.14986099 0.23075924 0.21537649 0.23935496 0.00455752],0.23075924375579204
49544,3,C,[0.16444834 0.14795365 0.23568852 0.21020918 0.23766419 0.00403611],0.2356885191546859
49544,4,C,[0.15735827 0.14289726 0.26111252 0.20871592 0.22634993 0.00356611],0.2611125150928032
49544,5,C,[0.17911366 0.1678293  0.19091096 0.18311449 0.2727739  0.00625769],0.19091095609355765
53461,0,C,[0.11045323 0.14279274 0.25291536 0.20356456 0.28507454 0.00519957],0.2529153642702573
53461,1,C,[0.10576994 0.13746089 0.26550137 0.19846622 0.28875941 0.00404219],0.265501365074795
53461,2,C,[0.11808817 0.1565361  0.23627035 0.20944007 0.27479887 0.00486643],0.23627035327510332
53461,3,C,[0.11312695 0.15118952 0.23983058 0.20835317 0.28331659 0.00418319],0.23983057819305012
53461,4,C,[0.11108303 0.14354309 0.26493135 0.19596776 0.28020667 0.0042681 ],0.26493134529525736
53461,5,C,[0.11756258 0.16105868 0.23020107 0.20465737 0.28169881 0.0048215 ],0.23020106688551498
54528,0,E,[0.56594133 0.09094734 0.11571291 0.08809209 0.13597019 0.00333614],0.1359701851406588
54528,1,E,[0.63004579 0.06825374 0.09065183 0.07799237 0.13043978 0.0026165 ],0.13043977886040878
54528,2,E,[0.5408901  0.0994462  0.13077581 0.10295612 0.12205921 0.00387255],0.12205921196953892
54528,3,E,[0.54559132 0.09967242 0.12654408 0.09915887 0.12576503 0.00326828],0.12576502820788324
54528,4,E,[0.55586443 0.09080954 0.12060203 0.09555499 0.13385561 0.0033134 ],0.13385561452278663
54528,5,E,[0.4785597  0.12853919 0.15459581 0.10832991 0.12443578 0.0055396 ],0.12443578169881002
60382,0,E,[0.09022014 0.16011067 0.14898352 0.16762901 0.42824492 0.00481174],0.4282449175989414
60382,1,E,[0.067933   0.13793151 0.13727712 0.15248101 0.50061018 0.00376718],0.5006101766859448
