CO_ITEM,TP_COR_RACA,TX_GABARITO,answer_distribution,correct_probability
60382,2,E,[0.08982041 0.17715527 0.14979623 0.1808321  0.39692328 0.0054727 ],0.39692328362219537
60382,3,E,[0.09122688 0.1726888  0.14540929 0.18038978 0.40551626 0.00476899],0.40551626432474025
60382,4,E,[0.08758673 0.16278547 0.14955476 0.1702295  0.4251243  0.00471923],0.42512430124441697
60382,5,E,[0.11540041 0.20533881 0.15554415 0.18531828 0.3312115  0.00718686],0.33121149897330593
60441,0,E,[0.04580428 0.12881702 0.066302   0.11559269 0.63822433 0.00525968],0.6382243327723011
60441,1,E,[0.02857565 0.10976161 0.04702247 0.07862124 0.73248449 0.00353455],0.7324844866384307
60441,2,E,[0.05267564 0.14147121 0.07245027 0.1284478  0.60001254 0.00494254],0.6000125354237644
60441,3,E,[0.04820768 0.13635389 0.0676366  0.12355252 0.62023813 0.00401118],0.6202381278840473
60441,4,E,[0.04464662 0.12953135 0.06789655 0.11456491 0.63954174 0.00381883],0.6395417403757055
60441,5,E,[0.07560525 0.15408289 0.08709479 0.17029134 0.50810423 0.0048215 ],0.5081042265080017
61248,0,D,[0.23530296 0.22171796 0.17552296 0.23999158 0.12259558 0.00486896],0.23999158451550853
61248,1,D,[0.23777305 0.21026319 0.16598097 0.27353775 0.10862763 0.00381741],0.27353775359957977
61248,2,D,[0.24171431 0.23362896 0.17449758 0.21445424 0.1309325  0.00477241],0.21445423898785407
61248,3,D,[0.24422318 0.23150782 0.17017717 0.22329226 0.12652538 0.00427419],0.22329225760291577
61248,4,D,[0.22623761 0.21986353 0.16777581 0.26248842 0.11998428 0.00365035],0.2624884171510404
61248,5,D,[0.23379155 0.24394748 0.17890849 0.20004103 0.13654083 0.00677062],0.20004103405826837
63204,0,E,[0.11499158 0.18381823 0.20191152 0.26006853 0.23361986 0.00559029],0.23361986054339987
63204,1,E,[0.11100041 0.17287706 0.17590144 0.26328012 0.27238104 0.00455993],0.27238103897219085
63204,2,E,[0.12018785 0.20501686 0.2197415  0.26499886 0.18500047 0.00505446],0.18500047007839115
63204,3,E,[0.11735875 0.20216065 0.2102229  0.26612387 0.19987834 0.00425549],0.19987834337582175
63204,4,E,[0.11434027 0.18717884 0.19341252 0.25302558 0.24771853 0.00432426],0.24771852975037206
63204,5,E,[0.11940911 0.21070989 0.23061141 0.25820681 0.17572835 0.00533443],0.17572835453426344
63646,0,C,[0.11482851 0.37190008 0.29933568 0.11699282 0.09324556 0.00369736],0.29933567799921845
63646,1,C,[0.11470213 0.38166686 0.31647028 0.11064803 0.07403352 0.00247919],0.31647027620960105
63646,2,C,[0.11851391 0.37735308 0.2569585  0.13310258 0.11059268 0.00347925],0.25695849975819884
63646,3,C,[0.11417219 0.38075558 0.27123984 0.12589124 0.10480444 0.00313672],0.2712398377784676
63646,4,C,[0.110303   0.37772037 0.30689955 0.11622813 0.08556345 0.0032855 ],0.3068995535087473
63646,5,C,[0.11694707 0.36561346 0.259643   0.12874436 0.12556422 0.00348789],0.25964300369306526
64203,0,A,[0.16882063 0.184239   0.29712671 0.21850204 0.12617216 0.00513946],0.16882062995912478
64203,1,A,[0.14872117 0.20075944 0.29525772 0.2244683  0.12646199 0.00433137],0.14872117368651014
64203,2,A,[0.17499004 0.17009675 0.30504954 0.21560929 0.12941482 0.00483957],0.1749900388150443
64203,3,A,[0.1734978  0.17496865 0.3037539  0.21436869 0.12905325 0.0043577 ],0.1734978024525776
64203,4,A,[0.16822509 0.18473591 0.29506079 0.21548311 0.13163732 0.00485778],0.16822508634487407
64203,5,A,[0.20240049 0.15285187 0.28334017 0.21799343 0.13807961 0.00533443],0.20240049240869923
66576,0,A,[0.83439529 0.04604472 0.03654725 0.04213753 0.03835057 0.00252465],0.8343952873286847
66576,1,A,[0.90565957 0.02705651 0.01865265 0.0220584  0.02457766 0.00199521],0.9056595672675016
66576,2,A,[0.82674254 0.04766595 0.03874789 0.04467983 0.03900755 0.00315624],0.8267425358266888
66576,3,A,[0.8236864  0.04754456 0.04002328 0.04549285 0.04058171 0.00267121],0.82368639514969
66576,4,A,[0.84345604 0.04341111 0.03316205 0.03844102 0.0386095  0.00292028],0.843456041333221
66576,5,A,[0.70281083 0.07437423 0.0773492  0.07468199 0.06555191 0.00523184],0.7028108329913828
67229,0,A,[0.22708409 0.18840972 0.22410682 0.17734272 0.17779382 0.00526284],0.22708408516780945
67229,1,A,[0.23071248 0.2004222  0.21413159 0.16991968 0.17963324 0.00518082],0.23071247918703747
67229,2,A,[0.20124502 0.18939496 0.24086614 0.18150835 0.18058579 0.00639975],0.20124501768999956
67229,3,A,[0.20838389 0.19090924 0.23545888 0.18094225 0.1786039  0.00570184],0.2083838936854537
67229,4,A,[0.21781511 0.18882553 0.2235737  0.17848816 0.18610073 0.00519678],0.21781510716593164
67229,5,A,[0.20523614 0.17813142 0.24004107 0.18110883 0.18798768 0.00749487],0.20523613963039014
67980,0,E,[0.19328565 0.19400697 0.28934239 0.15493508 0.16019476 0.00823515],0.1601947583553739
67980,1,E,[0.16285431 0.18921881 0.29180526 0.14692801 0.2034757  0.00571791],0.20347570015330257
67980,2,E,[0.19956842 0.21343797 0.30434666 0.17002512 0.10422757 0.00839426],0.10422757166456997
67980,3,E,[0.19458703 0.20785458 0.30077481 0.16679796 0.12280713 0.00717849],0.12280712688436887
67980,4,E,[0.17709825 0.18976217 0.29306714 0.15769522 0.17594699 0.00643024],0.17594698565130712
67980,5,E,[0.2196348  0.21460812 0.29370127 0.17429216 0.08883874 0.00892491],0.08883873615100533
68123,0,B,[0.07549892 0.27085838 0.0892943  0.11039312 0.44914643 0.00480885],0.27085837941812935
68123,1,B,[0.06866288 0.37373626 0.08274424 0.11132873 0.36034186 0.00318602],0.3737362640137998
68123,2,B,[0.07900003 0.20426025 0.10502894 0.12374702 0.48303912 0.00492463],0.20426025330509878
68123,3,B,[0.07343772 0.2295309  0.09413929 0.11474862 0.48415348 0.00398999],0.22953089903746676
68123,4,B,[0.07003061 0.29028725 0.08494089 0.10566366 0.44565187 0.00342572],0.2902872546541993
68123,5,B,[0.0738613  0.13551498 0.09643004 0.11284366 0.57560525 0.00574477],0.13551497743126795
68369,0,A,[0.27182015 0.17696562 0.13164222 0.18333734 0.23100505 0.00522962],0.2718201490742967
68369,1,A,[0.32702823 0.15838656 0.10773862 0.18052577 0.22253497 0.00378584],0.3270282283829483
68369,2,A,[0.21491536 0.18463336 0.1408713  0.19689121 0.25785367 0.00483509],0.21491536350490448
68369,3,A,[0.2341541  0.18394207 0.13522458 0.19164408 0.25086319 0.00417197],0.23415410005260154
68369,4,A,[0.28155449 0.17280207 0.12194985 0.1825457  0.23693595 0.00421195],0.28155448852946957
68369,5,A,[0.17501026 0.20004103 0.17429216 0.19706606 0.24948707 0.00410341],0.17501025851456709
68538,0,D,[0.2 0.4 0.2 0.  0.2 0. ],0.0
68538,1,D,[0.2962963  0.2037037  0.12962963 0.2037037  0.16666667 0.        ],0.2037037037037037
68538,2,D,[0.3255814  0.13953488 0.3255814  0.11627907 0.09302326 0.        ],0.11627906976744186
68538,3,D,[0.27586207 0.1862069  0.22758621 0.17931034 0.11724138 0.0137931 ],0.1793103448275862
68538,4,D,[1. 0. 0. 0. 0. 0.],0.0
75825,0,B,[0.10609522 0.3656528  0.25544001 0.12355735 0.14306324 0.00619139],0.3656528011541236
75825,1,B,[0.08676622 0.42476683 0.25769607 0.11307517 0.11345527 0.00424045],0.42476682603062516
75825,2,B,[0.12238155 0.31737007 0.26551818 0.13376193 0.15458416 0.00638411],0.31737006809421264
75825,3,B,[0.11849555 0.31570642 0.27008394 0.13295723 0.15719756 0.00555931],0.3157064186334072
75825,4,B,[0.11186926 0.3467554  0.25824839 0.12927863 0.14845702 0.00539129],0.34675539830960606
75825,5,B,[0.14320886 0.2520517  0.26200246 0.14402954 0.19091096 0.00779647],0.25205170291341816
75829,0,C,[0.22201851 0.22322073 0.28348161 0.15117817 0.11381943 0.00628156],0.2834816061553258
75829,1,C,[0.19930976 0.208047   0.32346338 0.15675251 0.10788511 0.00454225],0.32346337533369196
75829,2,C,[0.23639571 0.23610023 0.25175608 0.15495575 0.11581836 0.00497388],0.2517560785612915
75829,3,C,[0.2274231  0.23557384 0.26208651 0.15484046 0.11548155 0.00459453],0.2620865108232015
75829,4,C,[0.21772948 0.21643782 0.29562239 0.15421335 0.11133575 0.00466122],0.2956223850840985
75829,5,C,[0.24230611 0.25379565 0.22148133 0.1567501  0.11981945 0.00584735],0.2214813295034879
75845,0,D,[0.10489595 0.24810538 0.29841814 0.2619692  0.08071695 0.00589438],0.26196920485985803
75845,1,D,[0.09931352 0.27503177 0.30895532 0.25212172 0.06022558 0.00435209],0.2521217220373585
75845,2,D,[0.09897891 0.23055668 0.30858973 0.27212146 0.08505083 0.0047024 ],0.2721214564019884
75845,3,D,[0.09946411 0.23751289 0.30827203 0.27058529 0.0801088  0.00405688],0.27058528622043854
75845,4,D,[0.09997472 0.25340599 0.31000871 0.26014776 0.07244586 0.00401697],0.2601477569594651
75845,5,D,[0.10585216 0.20698152 0.29219713 0.2849076  0.10564682 0.00441478],0.2849075975359343
76318,0,C,[0.22702418 0.15139337 0.34982542 0.07134857 0.19230516 0.0081033 ],0.3498254166941169
76318,1,C,[0.25617863 0.12608514 0.37529999 0.05238813 0.18433693 0.00571117],0.37529999092311883
76318,2,C,[0.2288655  0.14790367 0.35274128 0.07247511 0.18975011 0.00826432],0.35274127976799424
76318,3,C,[0.22118891 0.14726775 0.3600377  0.07078007 0.19352457 0.00720099],0.36003770252046574
76318,4,C,[0.21418629 0.14791503 0.36125401 0.07329178 0.19518247 0.00817043],0.36125400956242815
76318,5,C,[0.19309339 0.18450065 0.32538911 0.09306096 0.19001297 0.01394293],0.32538910505836577
78112,0,E,[0.12902741 0.15809089 0.15177927 0.08556744 0.47051575 0.00501924],0.47051574897811976
78112,1,E,[0.12596446 0.14359046 0.1594031  0.06404613 0.50284506 0.00415079],0.5028450633793746
78112,2,E,[0.1217503  0.15908348 0.15133838 0.09029087 0.47208854 0.00544843],0.4720885359072737
78112,3,E,[0.12282832 0.16468518 0.15092776 0.0893366  0.46746184 0.00476031],0.4674618389595367
78112,4,E,[0.12130402 0.15850953 0.1564878  0.0814871  0.47740993 0.00480162],0.47740993457445313
78112,5,E,[0.12597456 0.19655314 0.14095199 0.11233073 0.4171112  0.00707838],0.41711120229790727
78377,0,B,[0.22255951 0.28447343 0.23830849 0.1618478  0.08776148 0.00504929],0.28447343111324835
78377,1,B,[0.20691049 0.31733632 0.24084162 0.15799383 0.07243105 0.00448669],0.3173363236174356
78377,2,B,[0.2375821  0.2782103  0.23674939 0.15559147 0.08743906 0.00442769],0.2782102996413973
78377,3,B,[0.22212056 0.28433995 0.2401933  0.16234802 0.08707423 0.00392392],0.2843399504897427
78377,4,B,[0.21020414 0.29228091 0.23786258 0.16774773 0.08786117 0.00404347],0.2922809086569511
78377,5,B,[0.2348174  0.25451375 0.23656135 0.1678293  0.10279032 0.00348789],0.2545137464095199
78716,0,C,[0.14778192 0.13708223 0.4710868  0.06098221 0.18084275 0.00222409],0.4710867997114691
78716,1,C,[0.15342127 0.12630793 0.53570914 0.05115305 0.13179349 0.00161511],0.5357091443595009
78716,2,C,[0.1463063  0.15441404 0.43651927 0.06949549 0.19091898 0.00234592],0.43651927097556936
78716,3,C,[0.14393001 0.14806957 0.44655211 0.06594886 0.19344276 0.00205669],0.44655210667889883
78716,4,C,[0.14087552 0.14135288 0.47642715 0.06093281 0.17833375 0.00207789],0.47642714738999803
78716,5,C,[0.13346327 0.15767337 0.36407468 0.07150185 0.2700041  0.00328272],0.3640746819860484
81969,0,A,[0.24227579 0.11003246 0.22460327 0.10690671 0.31203414 0.00414763],0.242275787448906
81969,1,A,[0.28287229 0.10410432 0.20591415 0.09998636 0.30411492 0.00300796],0.28287228910794066
81969,2,A,[0.19674348 0.12445437 0.24801336 0.119382   0.3076193  0.00378749],0.19674347598347114
81969,3,A,[0.21331168 0.1198243  0.24138369 0.1141179  0.30818265 0.00317978],0.2133116777894393
81969,4,A,[0.25485076 0.10642181 0.22413164 0.10791003 0.3034566  0.00322916],0.25485075674613206
81969,5,A,[0.1774723  0.12412803 0.25594994 0.12679524 0.31247435 0.00318014],0.17747230201066885
81994,0,C,[0.16295985 0.09846117 0.37334696 0.15220005 0.20939529 0.00363669],0.3733469584034624
81994,1,C,[0.14233272 0.07603504 0.42436526 0.15253101 0.20136937 0.0033666 ],0.42436525916216483
81994,2,C,[0.16476919 0.10388285 0.37116942 0.16477815 0.19044443 0.00495597],0.37116942072911396
81994,3,C,[0.16234054 0.10006133 0.36651177 0.16177963 0.20517215 0.00413458],0.36651177052768563
81994,4,C,[0.15968888 0.09356134 0.37053885 0.16367619 0.20840704 0.00412771],0.3705388481734198
81994,5,C,[0.17921625 0.11920394 0.30837095 0.15972507 0.22640542 0.00707838],0.308370947886746
82581,0,A,[0.18838663 0.14071892 0.3214114  0.23229743 0.11240683 0.00477879],0.18838663140177928
82581,1,A,[0.20152722 0.14002056 0.28946784 0.25064592 0.114737   0.00360147],0.2015272168890438
82581,2,A,[0.15474533 0.14055792 0.34169774 0.24122632 0.11734947 0.00442321],0.15474532943541347
82581,3,A,[0.15887034 0.13967203 0.33622974 0.24388414 0.1176255  0.00371826],0.15887033846966936
82581,4,A,[0.1905484  0.13416449 0.31123466 0.24359082 0.11669896 0.00376267],0.19054839524892594
82581,5,A,[0.14854329 0.14443989 0.35658597 0.22620025 0.12033238 0.00389824],0.14854329093147312
82765,0,E,[0.13846478 0.15436403 0.08932436 0.30761601 0.30707502 0.00315581],0.30707501803318105
82765,1,E,[0.1517203  0.12798365 0.07996484 0.280968   0.35740967 0.00195353],0.35740966639642985
82765,2,E,[0.11298894 0.17364696 0.09770915 0.33720738 0.27565397 0.00279361],0.2756539685808557
82765,3,E,[0.12037524 0.16884593 0.09623338 0.32956605 0.2826734  0.00230599],0.2826734043163172
82765,4,E,[0.13534384 0.1535956  0.09207312 0.30865134 0.30794934 0.00238677],0.3079493443405498
82765,5,E,[0.10915059 0.19450144 0.1104842  0.36889618 0.21389003 0.00307755],0.21389002872384077
82962,0,A,[0.33289252 0.26124068 0.12767492 0.17350926 0.09767973 0.00700289],0.3328925222409233
82962,1,A,[0.34739954 0.27018757 0.10936004 0.1876719  0.08013406 0.00524689],0.3473995388294957
82962,2,A,[0.29811476 0.2739393  0.14269789 0.17441251 0.10311729 0.00771824],0.2981147618045638
82962,3,A,[0.30139805 0.27423971 0.13942398 0.17971775 0.09865903 0.00656148],0.3013980539926059
82962,4,A,[0.3205571  0.27029456 0.13312554 0.17777216 0.09153961 0.00671103],0.32055709993541687
82962,5,A,[0.27215839 0.27369717 0.16393106 0.16485433 0.1167419  0.00861715],0.2721583914649159
83727,0,C,[0.6 0.2 0.  0.  0.2 0. ],0.0
83727,1,C,[0.30555556 0.17592593 0.19444444 0.12962963 0.18518519 0.00925926],0.19444444444444445
83727,2,C,[0.41860465 0.20930233 0.13953488 0.13953488 0.09302326 0.        ],0.13953488372093023
83727,3,C,[0.27586207 0.24137931 0.19310345 0.14482759 0.13793103 0.00689655],0.19310344827586207
83727,4,C,[0.  0.  0.5 0.5 0.  0. ],0.5
83806,0,E,[0.16196802 0.08093893 0.24116374 0.06528012 0.44265448 0.00799471],0.4426544842510219
83806,1,E,[0.14515127 0.05216328 0.24701287 0.04745813 0.50308499 0.00512945],0.5030849932693352
83806,2,E,[0.17289483 0.088227   0.26533015 0.07321583 0.39250203 0.00783016],0.3925020258140191
83806,3,E,[0.17164428 0.08852389 0.26450593 0.07155553 0.3971665  0.00660386],0.3971664975606351
83806,4,E,[0.16513633 0.07612389 0.25471036 0.06949709 0.42804594 0.0064864 ],0.4280459382809648
83806,5,E,[0.18906442 0.1256668  0.25871974 0.09140336 0.32570784 0.00943783],0.32570783750512927
83901,0,B,[0.0977699  0.29871964 0.48743688 0.07898533 0.03504448 0.00204376],0.2987196441452272
83901,1,B,[0.08587722 0.32952602 0.50820055 0.0501163  0.02498554 0.00129436],0.32952602481632737
83901,2,B,[0.10118325 0.2924783  0.47451056 0.09052814 0.03962985 0.0016699 ],0.2924782980476077
83901,3,B,[0.09728541 0.28829878 0.48802131 0.08753668 0.03738074 0.00147708],0.28829877670275644
83901,4,B,[0.09569539 0.28964142 0.50023868 0.07755595 0.03504338 0.00182518],0.2896414230758431
83901,5,B,[0.11099713 0.23020107 0.48348379 0.12207632 0.0510874  0.00215429],0.23020106688551498
84199,0,A,[0.36763645 0.13518875 0.18126352 0.11757634 0.18991945 0.00841548],0.36763645106996873
84199,1,A,[0.33344446 0.12073903 0.18551884 0.11569924 0.23889567 0.00570275],0.33344445875605194
84199,2,A,[0.39296315 0.14656597 0.17637341 0.11569748 0.16022062 0.00817936],0.3929631503310695
84199,3,A,[0.39036195 0.14082004 0.17535506 0.11592281 0.17065707 0.00688307],0.39036195338656643
84199,4,A,[0.37163395 0.13916267 0.17723865 0.11776598 0.18782467 0.00637408],0.3716339538932412
84199,5,A,[0.4254206  0.15233894 0.16526467 0.11869101 0.12751334 0.01077144],0.4254205990972507
85013,0,B,[0.21492546 0.22956239 0.22099663 0.1550553  0.17477158 0.00468863],0.22956239480644386
85013,1,B,[0.1792794  0.24508586 0.22910274 0.15006226 0.19301476 0.00345499],0.24508585701693905
85013,2,B,[0.23104577 0.2106578  0.22284402 0.15757475 0.17363353 0.00424414],0.21065779636204093
85013,3,B,[0.22455494 0.21774666 0.2242695  0.15407762 0.17563677 0.00371452],0.21774666005200322
85013,4,B,[0.20436358 0.24771853 0.21792604 0.14497515 0.18156291 0.00345379],0.24771852975037206
85013,5,B,[0.26743947 0.20670907 0.21532622 0.14259335 0.16239229 0.0055396 ],0.20670906852687732
85228,0,C,[0.1952693  0.23166627 0.24299711 0.18691392 0.13729262 0.00586078],0.2429971146910315
85228,1,C,[0.18303494 0.24545838 0.24538514 0.19119255 0.13001169 0.0049173 ],0.2453851379849425
85228,2,C,[0.20581823 0.21485269 0.24433332 0.19377527 0.13617052 0.00504999],0.24433331691789745
85228,3,C,[0.20385337 0.21924493 0.24482274 0.19141473 0.13603978 0.00462445],0.244822737822496
85228,4,C,[0.19175582 0.23530733 0.2455564  0.1854379  0.13705669 0.00488586],0.2455563979445708
85228,5,C,[0.21553139 0.19963069 0.24128026 0.19224456 0.14700451 0.00430858],0.24128026261797292
85343,0,D,[0.1459786  0.26307406 0.2845636  0.14898413 0.15072734 0.00667228],0.14898413080067324
85343,1,D,[0.12709086 0.27697128 0.31224097 0.15490631 0.12383287 0.00495771],0.15490631369191488
85343,2,D,[0.14307843 0.27343788 0.2828887  0.14166372 0.15354551 0.00538576],0.14166371934976965
85343,3,D,[0.14415811 0.27640734 0.28797095 0.1424791  0.14410202 0.00488247],0.14247910273253742
85343,4,D,[0.13756213 0.2699576  0.28913599 0.1533148  0.14469435 0.00533513],0.1533148007749979
85343,5,D,[0.15962249 0.26651621 0.25974559 0.14167009 0.16772671 0.00471892],0.14167008617152235
85445,0,E,[0.14050854 0.20993628 0.2219584  0.22766891 0.1961409  0.00378697],0.19614089925462852
85445,1,E,[0.13597585 0.20696226 0.22004728 0.22775155 0.20661499 0.00264807],0.20661499334510253
85445,2,E,[0.14389771 0.211298   0.23062494 0.24079654 0.16959085 0.00379197],0.1695908527222016
85445,3,E,[0.14415936 0.21206644 0.22746299 0.23758691 0.17590476 0.00281954],0.17590475881823553
85445,4,E,[0.14385196 0.20054474 0.22719232 0.22331733 0.20228568 0.00280796],0.2022856821947042
85445,5,E,[0.15931473 0.20988921 0.22968814 0.23266311 0.16485433 0.00359048],0.16485432909314732
85588,0,B,[0.12001082 0.59698846 0.13702212 0.09945299 0.04279875 0.00372686],0.596988458764126
85588,1,B,[0.09217854 0.68494806 0.11136914 0.07859977 0.03046226 0.00244223],0.684948061492768
85588,2,B,[0.13625558 0.54505813 0.15327242 0.11243827 0.04952388 0.00345172],0.5450581330277078
85588,3,B,[0.12947331 0.57023302 0.14569004 0.1066415  0.04511142 0.0028507 ],0.5702330173086464
85588,4,B,[0.1167832  0.61168674 0.13104765 0.0967905  0.04110858 0.00258333],0.6116867436048634
85588,5,B,[0.16998359 0.46758309 0.16752154 0.12884694 0.06226918 0.00379565],0.4675830939679934
85860,0,C,[0.17600385 0.15779033 0.17732628 0.17477158 0.31080188 0.00330608],0.17732628035585477
85860,1,C,[0.17091595 0.16558067 0.17037421 0.1720714  0.31875317 0.00230459],0.17037421486100482
85860,2,C,[0.17528999 0.15063102 0.18205017 0.17830297 0.31095909 0.00276675],0.18205016855668027
85860,3,C,[0.17360874 0.15049772 0.17992217 0.1793974  0.31414208 0.00243189],0.17992216967608923
85860,4,C,[0.16645607 0.15376407 0.17796872 0.17479572 0.32460057 0.00241485],0.17796871928790048
85860,5,C,[0.16721379 0.14269594 0.18824374 0.17808781 0.32068117 0.00307755],0.18824374230611407
86438,0,A,[0.4 0.4 0.2 0.  0.  0. ],0.4
86438,1,A,[0.19444444 0.26851852 0.2037037  0.16666667 0.15740741 0.00925926],0.19444444444444445
86438,2,A,[0.27906977 0.11627907 0.23255814 0.18604651 0.18604651 0.        ],0.27906976744186046
86438,3,A,[0.25517241 0.24137931 0.13103448 0.24827586 0.11724138 0.00689655],0.25517241379310346
86438,4,A,[0.  0.  0.5 0.  0.5 0. ],0.0
86466,0,C,[0.171195   0.2231005  0.24540154 0.24777591 0.10831931 0.00420774],0.24540153883144986
86466,1,C,[0.15142354 0.24874794 0.25554175 0.24724017 0.09359665 0.00344994],0.255541749063642
86466,2,C,[0.18583318 0.21955795 0.22480044 0.25130391 0.11422905 0.00427547],0.22480044053060658
86466,3,C,[0.17782559 0.22627135 0.23219463 0.2499009  0.11010797 0.00369956],0.23219463065497634
86466,4,C,[0.1639289  0.22896133 0.26007357 0.23654284 0.10653413 0.00395923],0.26007356864066494
86466,5,C,[0.19244973 0.21112023 0.22455888 0.23984407 0.1284366  0.00359048],0.2245588838736151
86499,0,B,[0.17927987 0.21696922 0.21582712 0.2179911  0.16464294 0.00528973],0.21696922337100263
86499,1,B,[0.17721222 0.21237584 0.20575503 0.22615918 0.17440504 0.0040927 ],0.2123758362819454
86499,2,B,[0.1866256  0.21671509 0.22013547 0.21504519 0.15675547 0.00472317],0.21671509220251872
86499,3,B,[0.18623186 0.21623343 0.21976222 0.21631819 0.15737581 0.00407849],0.21623343114060564
86499,4,B,[0.1806082  0.21733637 0.21612894 0.21933002 0.16218797 0.0044085 ],0.21733636593378822
86499,5,B,[0.18701272 0.22332786 0.22886746 0.20773492 0.14823554 0.0048215 ],0.2233278621255642
86703,0,A,[0.43844674 0.17943015 0.09235994 0.1252705  0.16019476 0.00429791],0.4384467420052897
86703,1,A,[0.46892403 0.17294399 0.0922341  0.1165832  0.14612867 0.00318602],0.4689240280945273
86703,2,A,[0.39589107 0.19883421 0.09361275 0.13946554 0.16766577 0.00453066],0.3958910671674867
86703,3,A,[0.40160273 0.19539475 0.09489591 0.13681384 0.16745984 0.00383293],0.4016027263050041
86703,4,A,[0.40605958 0.19127847 0.09676242 0.13531576 0.16654031 0.00404347],0.4060595849830118
86703,5,A,[0.33278621 0.20968404 0.10186705 0.16136643 0.18844891 0.00584735],0.3327862125564218
86840,0,C,[0.25135249 0.20263284 0.27668911 0.1578805  0.10480284 0.00664222],0.27668910795864393
86840,1,C,[0.23398342 0.20316379 0.30302893 0.16282147 0.09212045 0.00488194],0.3030289254424181
86840,2,C,[0.24945941 0.20434532 0.26997721 0.16302319 0.10849857 0.00469631],0.269977212390371
86840,3,C,[0.2485547  0.20505872 0.2737997  0.16181328 0.10647946 0.00429413],0.27379970034577406
86840,4,C,[0.24229916 0.20517788 0.27874653 0.16707382 0.10209755 0.00460506],0.2787465251453121
86840,5,C,[0.26354124 0.20660648 0.24866639 0.15592942 0.12043496 0.0048215 ],0.24866639310627822
87207,0,E,[0.25763405 0.12680332 0.07721207 0.24927867 0.28080668 0.00826521],0.2808066842991104
87207,1,E,[0.26831612 0.10349818 0.05900634 0.26785899 0.29561383 0.00570654],0.2956138290537418
87207,2,E,[0.276715   0.13964462 0.08711672 0.26876396 0.21930276 0.00845693],0.21930276182247155
87207,3,E,[0.27318892 0.14024291 0.08323133 0.2704529  0.22571043 0.0071735 ],0.22571043230481966
87207,4,E,[0.25816415 0.13250779 0.07977424 0.2699576  0.25237975 0.00721647],0.25237974896807347
87207,5,E,[0.25471892 0.1678293  0.09704555 0.27308166 0.19624538 0.0110792 ],0.19624538366844482
87998,0,E,[0.36381943 0.10816903 0.35098581 0.05154484 0.1227158  0.00276509],0.12271579706660254
87998,1,E,[0.39242554 0.09173277 0.34882775 0.04059361 0.12453498 0.00188534],0.12453497798958957
87998,2,E,[0.35391083 0.12611979 0.3710172  0.05508423 0.09116387 0.00270407],0.09116386932716113
87998,3,E,[0.36154454 0.12319852 0.35917124 0.05403249 0.09990302 0.00215018],0.09990302371556282
87998,4,E,[0.37637941 0.11532306 0.33833151 0.05388482 0.1137506  0.00233061],0.11375059669221914
87998,5,E,[0.34006976 0.13459171 0.35525236 0.06842429 0.09796881 0.00369307],0.09796881411571605
88045,0,D,[0.15538591 0.05253667 0.13621063 0.57585958 0.07246333 0.00754388],0.5758595816301996
88045,1,D,[0.13904947 0.03727753 0.12327219 0.63990312 0.05606909 0.0044286 ],0.6399031188360117
88045,2,D,[0.18512582 0.057945   0.15660774 0.51466421 0.078521   0.00713624],0.5146642073359091
88045,3,D,[0.17752892 0.05502719 0.15675631 0.52858557 0.07615256 0.00594946],0.5285855672364751
88045,4,D,[0.16260916 0.05135765 0.14769887 0.55620139 0.07587117 0.00626176],0.5562013871339118
88045,5,D,[0.19604021 0.07632335 0.17860074 0.44296266 0.09684038 0.00923266],0.4429626590069758
88655,0,D,[0.1473912  0.11901899 0.30100385 0.29201731 0.13786367 0.00270498],0.292017311853811
88655,1,D,[0.13023142 0.09296273 0.31028996 0.33742856 0.12738636 0.00170098],0.337428557718292
88655,2,D,[0.15187114 0.13107576 0.34099039 0.21462884 0.15895365 0.00248022],0.21462883953314502
88655,3,D,[0.14844975 0.12560299 0.33239681 0.23663585 0.15495888 0.00195573],0.23663584532656576
88655,4,D,[0.13694437 0.11448067 0.31845113 0.28571027 0.14222335 0.00219021],0.28571027433802265
88655,5,D,[0.16588018 0.15869922 0.31329503 0.18557653 0.17285597 0.00369307],0.18557652851867049
89149,0,A,[0.46164943 0.09368238 0.19653162 0.09082712 0.15238038 0.00492907],0.461649434960327
89149,1,A,[0.49301551 0.08371533 0.18914178 0.08182872 0.14805568 0.00424297],0.49301551462435816
89149,2,A,[0.44168118 0.09941039 0.20828502 0.09184436 0.15337091 0.00540814],0.44168117940429874
89149,3,A,[0.44551005 0.1000713  0.20992    0.08908481 0.15072084 0.004693  ],0.44551004788983095
89149,4,A,[0.45792267 0.09836296 0.19916884 0.08996715 0.1504226  0.00415579],0.4579226686884003
89149,5,A,[0.38336069 0.11869101 0.23902339 0.1001231  0.15172343 0.00707838],0.38336068937217893
89554,0,D,[0.1921736  0.27458524 0.30091368 0.17056384 0.05692474 0.0048389 ],0.1705638374609281
89554,1,D,[0.15679292 0.30911683 0.29765323 0.18367264 0.04915532 0.00360905],0.18367264470929337
89554,2,D,[0.20785523 0.23866551 0.31020697 0.17939534 0.06005363 0.0038233 ],0.17939534488084632
89554,3,D,[0.20261811 0.24988096 0.30874856 0.17843387 0.05696048 0.00335802],0.17843387040079375
89554,4,D,[0.18380928 0.28020667 0.30384972 0.17341982 0.05489568 0.00381883],0.17341981860556538
89554,5,D,[0.24322938 0.21522364 0.31001231 0.17029134 0.05785802 0.00338531],0.17029134181370537
